minute,value
1.0,-1
2.0,-13
3.0,-5
4.0,3
5.0,-2
6.0,19
7.0,29
8.0,15
9.0,7
10.0,40
11.0,8
12.0,-13
13.0,-60
14.0,-58
15.0,-41
16.0,-32
17.0,-23
18.0,-29
19.0,-20
20.0,-16
21.0,-15
22.0,-55
23.0,-71
24.0,-100
25.0,-100
26.0,-91
27.0,-71
28.0,-23
29.0,-12
30.0,-14
31.0,-11
32.0,-2
33.0,-7
34.0,-8
35.0,-3
36.0,3
37.0,-29
38.0,-16
39.0,-39
40.0,-30
41.0,26
42.0,1
43.0,7
44.0,22
45.0,17
45.5,40
46.0,-7
47.0,-17
48.0,-5
49.0,12
50.0,-11
51.0,-31
52.0,-21
53.0,-16
54.0,-52
55.0,-34
56.0,-14
57.0,-16
58.0,-25
59.0,-11
60.0,-11
61.0,-7
62.0,-2
63.0,25
64.0,7
65.0,-14
66.0,-8
67.0,7
68.0,-10
69.0,-49
70.0,-32
71.0,-31
72.0,-23
73.0,-11
74.0,-56
75.0,-37
76.0,-5
77.0,-3
78.0,-4
79.0,-4
80.0,-16
81.0,-22
82.0,35
83.0,17
84.0,-11
85.0,-25
86.0,-15
87.0,-19
88.0,-18
89.0,-5
90.0,-17
90.5,-2
