player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Ognjen Bondžulić', 'firstName': 'Ognjen Bondzulic', 'slug': 'ognjen-bondzulic', 'shortName': 'O. Bondžulić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 97, 'gender': 'M', 'id': 1835422, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنين بوندجوليتش'}, 'shortNameTranslation': {'ar': 'أ. بوندجوليتش'}}}",True,miss,fast-break,"{'x': 10.1, 'y': 36.4, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 56.8, 'z': 13.9}",5347756,86,5116,"{'start': {'x': 36.4, 'y': 10.1}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 86.1}}",5,284,2416,shot,,
"{'name': 'Uroš Ljubomirac', 'firstName': '', 'lastName': '', 'slug': 'uros-ljubomirac', 'shortName': 'U. Ljubomirac', 'position': 'M', 'jerseyNumber': '77', 'userCount': 7, 'gender': 'M', 'id': 892174, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروس ليوبوميراك', 'bn': 'উরোস লুবোমিরাক', 'hi': 'उरोस लुबोमिराक'}, 'shortNameTranslation': {'ar': 'أ. ليوبوميراك', 'bn': 'ইউ. জুবোমিরাক', 'hi': 'यू. लुजोमिराक'}}}",True,block,assisted,"{'x': 23.4, 'y': 49.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 19}",5347741,82,4899,"{'start': {'x': 49.9, 'y': 23.4}, 'block': {'x': 49.8, 'y': 21.6}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81}}",9,501,2199,shot,"{'x': 21.6, 'y': 49.8, 'z': 0}",
"{'name': 'Martin Novaković', 'firstName': '', 'lastName': '', 'slug': 'martin-novakovic', 'shortName': 'M. Novaković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 57, 'gender': 'M', 'id': 997184, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن نوفاكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نوفاكوفيتش'}}}",False,save,regular,"{'x': 19.8, 'y': 62, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 0.6}",5347649,74,4417,"{'start': {'x': 62, 'y': 19.8}, 'block': {'x': 51.6, 'y': 0.59999999999999}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 99.4}}",17,983,1717,shot,"{'x': 0.59999999999999, 'y': 51.6, 'z': 0}",
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",False,block,assisted,"{'x': 22.6, 'y': 57.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 19}",5347710,73,4324,"{'start': {'x': 57.7, 'y': 22.6}, 'block': {'x': 55.8, 'y': 17}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 81}}",18,1076,1624,shot,"{'x': 17, 'y': 55.8, 'z': 0}",
"{'name': 'Martin Novaković', 'firstName': '', 'lastName': '', 'slug': 'martin-novakovic', 'shortName': 'M. Novaković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 57, 'gender': 'M', 'id': 997184, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن نوفاكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نوفاكوفيتش'}}}",False,miss,set-piece,"{'x': 24, 'y': 57.9, 'z': 0}",right-foot,left,"{'x': 0, 'y': 60.3, 'z': 36.1}",5347620,68,4035,"{'start': {'x': 57.9, 'y': 24}, 'end': {'x': 39.7, 'y': 0}, 'goal': {'x': 39.7, 'y': 63.9}}",23,1365,1335,shot,,
"{'name': 'Mateja Gašić', 'firstName': 'Mateja Gasic', 'slug': 'mateja-gasic', 'shortName': 'M. Gašić', 'position': 'D', 'jerseyNumber': '66', 'userCount': 40, 'gender': 'M', 'id': 1147541, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا غاشيتش'}, 'shortNameTranslation': {'ar': 'م. غاشيتش'}}}",False,save,assisted,"{'x': 28.4, 'y': 77.1, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 1.3}",5347513,53,3163,"{'start': {'x': 77.1, 'y': 28.4}, 'block': {'x': 52.2, 'y': 1.2}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 98.7}}",38,2237,463,shot,"{'x': 1.2, 'y': 52.2, 'z': 0}",
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",False,miss,assisted,"{'x': 22.9, 'y': 71.1, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 60.8, 'z': 72.2}",5347512,52,3115,"{'start': {'x': 71.1, 'y': 22.9}, 'end': {'x': 39.2, 'y': 0}, 'goal': {'x': 39.2, 'y': 27.8}}",39,2285,415,shot,,
"{'name': 'Mihailo Oreščanin', 'firstName': '', 'lastName': '', 'slug': 'mihailo-orescanin', 'shortName': 'M. Oreščanin', 'position': 'D', 'jerseyNumber': '37', 'userCount': 14, 'gender': 'M', 'id': 1022062, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو أوريسكانين'}, 'shortNameTranslation': {'ar': 'م. أوريسكانين'}}}",True,miss,set-piece,"{'x': 7.7, 'y': 47.9, 'z': 0}",head,close-right,"{'x': 0, 'y': 40.8, 'z': 33.3}",5347392,45,2645,"{'start': {'x': 47.9, 'y': 7.7}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 66.7}}",1,55,2645,shot,,
"{'name': 'Uroš Sremčević', 'slug': 'uros-sremcevic', 'shortName': 'U. Sremčević', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1585, 'gender': 'M', 'id': 1166063, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش سريمشيفيتش'}, 'shortNameTranslation': {'ar': 'أ. سريمشيفيتش'}}}",True,miss,fast-break,"{'x': 9.4, 'y': 49.9, 'z': 0}",head,close-high,"{'x': 0, 'y': 47.9, 'z': 55.6}",5347355,41,2401,"{'start': {'x': 49.9, 'y': 9.4}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 44.4}}",5,299,2401,shot,,
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",False,save,assisted,"{'x': 12.2, 'y': 64, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.7, 'z': 3.8}",5347341,38,2237,"{'start': {'x': 64, 'y': 12.2}, 'block': {'x': 55.8, 'y': 4.1}, 'end': {'x': 45.3, 'y': 0}, 'goal': {'x': 45.3, 'y': 96.2}}",8,463,2237,shot,"{'x': 4.1, 'y': 55.8, 'z': 0}",
"{'name': 'Sadick Abubakar', 'firstName': 'Sadick Abubakar', 'lastName': '', 'slug': 'sadick-abubakar', 'shortName': 'S. Abubakar', 'position': 'D', 'jerseyNumber': '37', 'userCount': 47, 'gender': 'M', 'id': 1147568, 'fieldTranslations': {'nameTranslation': {'ar': 'سادك أبو بكر'}, 'shortNameTranslation': {'ar': 'س. بكر'}}}",False,miss,corner,"{'x': 2.4, 'y': 43, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.5, 'z': 20.8}",5347329,36,2111,"{'start': {'x': 43, 'y': 2.4}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 79.2}}",10,589,2111,shot,,
"{'name': 'Danilo Pantić', 'firstName': '', 'lastName': '', 'slug': 'danilo-pantic', 'shortName': 'D. Pantić', 'position': 'M', 'userCount': 151, 'gender': 'M', 'id': 280827, 'fieldTranslations': {'nameTranslation': {'ar': 'بانتيتش, دانيلو'}, 'shortNameTranslation': {'ar': 'د. بانتيتش'}}}",True,block,fast-break,"{'x': 15.8, 'y': 49.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.5, 'z': 19}",5347298,30,1756,"{'start': {'x': 49.9, 'y': 15.8}, 'block': {'x': 49.8, 'y': 12.4}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 81}}",16,944,1756,shot,"{'x': 12.4, 'y': 49.8, 'z': 0}",
"{'name': 'Mateja Gašić', 'firstName': 'Mateja Gasic', 'slug': 'mateja-gasic', 'shortName': 'M. Gašić', 'position': 'D', 'jerseyNumber': '66', 'userCount': 40, 'gender': 'M', 'id': 1147541, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا غاشيتش'}, 'shortNameTranslation': {'ar': 'م. غاشيتش'}}}",False,miss,assisted,"{'x': 6.9, 'y': 69.7, 'z': 0}",right-foot,left,"{'x': 0, 'y': 66.4, 'z': 2.8}",5347286,26,1522,"{'start': {'x': 69.7, 'y': 6.9}, 'end': {'x': 33.6, 'y': 0}, 'goal': {'x': 33.6, 'y': 97.2}}",20,1178,1522,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",False,save,assisted,"{'x': 22.3, 'y': 60.5, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 53.9, 'z': 25.3}",5347254,24,1390,"{'start': {'x': 60.5, 'y': 22.3}, 'block': {'x': 50.5, 'y': 1.1}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 74.7}}",22,1310,1390,shot,"{'x': 1.1, 'y': 50.5, 'z': 0}",
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",False,save,corner,"{'x': 2.4, 'y': 42.3, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.2, 'z': 19}",5347293,23,1336,"{'start': {'x': 42.3, 'y': 2.4}, 'block': {'x': 47.8, 'y': 0}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 81}}",23,1364,1336,shot,"{'x': 0, 'y': 47.8, 'z': 0}",
"{'name': 'David Stojanović', 'slug': 'david-stojanovic', 'shortName': 'D. Stojanović', 'position': 'D', 'jerseyNumber': '6', 'userCount': 16, 'gender': 'M', 'id': 1215907, 'fieldTranslations': {'nameTranslation': {'ar': 'ديفيد ستويانوفيتش'}, 'shortNameTranslation': {'ar': 'د. ستويانوفيتش'}}}",False,post,corner,"{'x': 6.3, 'y': 58.9, 'z': 0}",right-foot,left,"{'x': 0, 'y': 55.1, 'z': 4.4}",5347292,23,1332,"{'start': {'x': 58.9, 'y': 6.3}, 'end': {'x': 44.9, 'y': 0}, 'goal': {'x': 44.9, 'y': 95.6}}",23,1368,1332,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",False,block,corner,"{'x': 22, 'y': 29.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 19}",5347258,21,1217,"{'start': {'x': 29.1, 'y': 22}, 'block': {'x': 31.6, 'y': 19.5}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 81}}",25,1483,1217,shot,"{'x': 19.5, 'y': 31.6, 'z': 0}",
