match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialLost,duelLost,challengeLost,totalContest,interceptionWon,totalTackle,wonTackle,wasFouled,fouls,outfielderBlock,unsuccessfulTouch,totalCross,shotOffTarget,shotValueNormalized,accurateCross,dispossessed,blockedScoringAttempt,keyPass,clearanceOffLine,wonContest,onTargetScoringAttempt,goals,bigChanceMissed,bigChanceCreated,hitWoodwork,totalOffside,lastManTackle
14015405,home,7674,FK Mladost Lučani,1166063,Uroš Sremčević,uros-sremcevic,F,19,False,22.0,15.0,3.0,2.0,0.0,6.0,7.0,9.0,15.0,5.0,7.0,2.0,6.0,,,,,,90.0,40.0,6.3,16.0,,"{'original': 6.3, 'alternative': 6.8}",1,-0.35,0.0,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,14,8,2,6,68.18181818181817,66.66666666666666,,,,9.0,15.0,,3.0,,,,2.0,1.0,1.0,4.0,,1.0,-0.46,,2.0,,1.0,,,,,,,,,
14015405,home,7771,FK Mladost Lučani,27863,Janko Tumbasević,janko-tumbasevic,M,8,True,10.0,8.0,2.0,1.0,0.0,4.0,5.0,4.0,5.0,,2.0,1.0,1.0,,,,,,33.0,18.0,6.9,4.0,,"{'original': 6.9, 'alternative': 6.7}",0,0.01,0.03,0.33,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,80.0,50.0,,,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,
14015405,home,7771,FK Mladost Lučani,126558,Petar Bojić,petar-bojic,M,10,True,6.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,,,,,,,,27.0,12.0,6.9,2.0,,"{'original': 6.9, 'alternative': 7}",0,0.11,0.05,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,66.66666666666666,100.0,,100.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,
14015405,home,7771,FK Mladost Lučani,795855,Aleksandar Varjačić,aleksandar-varjacic,M,17,True,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,,,1.0,,,,,,,9.0,10.0,6.6,6.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.01,0.02,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,60.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
14015405,home,7771,FK Mladost Lučani,173957,Irfan Hadžić,irfan-hadzic,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,home,7771,FK Mladost Lučani,1595643,Jovan Ćirić,jovan-ciric,M,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,home,5160,FK Mladost Lučani,177037,Miloš Mijić,milos-mijic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,home,7771,FK Mladost Lučani,1166128,Bogdan Matijasevic,bogdan-matijasevic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,home,7771,FK Mladost Lučani,111313,Milan Joksimović,milan-joksimovic,D,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,home,7771,FK Mladost Lučani,1090985,Nemanja Žunić,zunic-nemanja,D,41,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,home,324865,FK Mladost Lučani,2162392,David Đokić,david-dokic,F,36,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,home,25733,FK Mladost Lučani,1595520,Đorđe Marinković,djordje-marinkovic,M,15,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,954755,Stefan Ranđelović,stefan-randjelovic,G,99,False,28.0,24.0,3.0,,0.0,24.0,26.0,,2.0,,,,6.0,1.0,,,,,90.0,33.0,6.2,4.0,,"{'original': 6.2, 'alternative': 6.3}",0,-0.01,-0.06,-0.02,-0.7,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,85.71428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,1147541,Mateja Gašić,mateja-gasic,D,66,False,43.0,32.0,6.0,2.0,0.0,6.0,6.0,26.0,37.0,1.0,6.0,4.0,3.0,,,,,,90.0,77.0,6.9,21.0,,"{'original': 6.9, 'alternative': 7.3}",2,0.14,0.32,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,5,5,74.4186046511628,33.33333333333333,20.0,33.33333333333333,,1.0,6.0,1.0,3.0,,3.0,2.0,1.0,2.0,,2.0,5.0,1.0,-0.4,1.0,,,2.0,,1.0,1.0,,,,,,
14015405,away,111127,FK Radnik Surdulica,1215907,David Stojanović,david-stojanovic,D,6,False,59.0,54.0,8.0,5.0,0.0,35.0,36.0,19.0,23.0,2.0,3.0,3.0,4.0,,,,,,90.0,70.0,7.5,7.0,,"{'original': 7.5, 'alternative': 7.1}",1,0.29,0.38,0.34,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,1,2,91.52542372881356,62.5,,,,2.0,4.0,1.0,,2.0,1.0,,,1.0,1.0,,2.0,1.0,-0.51,,,,,,,,,1.0,,1.0,,
14015405,away,111127,FK Radnik Surdulica,1147568,Sadick Abubakar,sadick-abubakar,D,37,False,41.0,35.0,6.0,2.0,0.0,18.0,20.0,17.0,21.0,7.0,9.0,9.0,5.0,,,,,,90.0,57.0,6.7,6.0,,"{'original': 6.7, 'alternative': 7.3}",1,0.12,0.02,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,11,4,2,2,85.36585365853658,33.33333333333333,,,,4.0,6.0,,,3.0,2.0,2.0,,2.0,1.0,,,1.0,-0.33,,,,,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,1406169,Uroš Ilić,uros-ilic,D,14,False,23.0,15.0,2.0,1.0,0.0,5.0,7.0,10.0,16.0,3.0,3.0,5.0,2.0,,,,,,90.0,44.0,6.1,15.0,,"{'original': 6.1, 'alternative': 6.5}",0,-0.03,0.07,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,6,4,0,4,65.21739130434783,50.0,25.0,,,3.0,7.0,,,,,,,5.0,,1.0,4.0,,,1.0,,,,,,,,,,,1.0,
14015405,away,111127,FK Radnik Surdulica,804662,Aleksandar Pejović,aleksandar-pejovic,M,28,False,77.0,65.0,6.0,3.0,0.0,18.0,22.0,47.0,55.0,1.0,4.0,2.0,7.0,,,,,,85.0,97.0,7.1,20.0,,"{'original': 7.1, 'alternative': 7.3}",0,0.38,0.24,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,3,5,84.4155844155844,50.0,16.666666666666664,,,1.0,6.0,3.0,,2.0,1.0,1.0,2.0,2.0,,2.0,6.0,,,1.0,,,3.0,,,,,,,,,
14015405,away,5149,FK Radnik Surdulica,1916326,Douglas Owusu,owusu-douglas,M,7,False,31.0,24.0,3.0,2.0,0.0,6.0,6.0,18.0,25.0,,8.0,,2.0,,,,,,90.0,61.0,6.8,18.0,,"{'original': 6.8, 'alternative': 7.2}",5,-0.37,0.46,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,2,17,8,9,77.41935483870968,66.66666666666666,,20.0,,2.0,11.0,2.0,5.0,1.0,3.0,2.0,4.0,1.0,,4.0,1.0,2.0,0.15,,2.0,2.0,1.0,,1.0,1.0,,,,1.0,,
14015405,away,111127,FK Radnik Surdulica,938002,Mlađan Stevanović,mladjan-stevanovic,M,24,False,61.0,52.0,6.0,3.0,0.0,17.0,18.0,35.0,43.0,1.0,11.0,1.0,11.0,,,,,,90.0,86.0,8.3,11.0,,"{'original': 8.3, 'alternative': 8.9}",1,0.3,0.42,0.64,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,10,1,85.24590163934425,50.0,,100.0,,2.0,3.0,,2.0,5.0,7.0,5.0,1.0,1.0,,,2.0,1.0,-0.03,,,,3.0,,2.0,,,,1.0,,,1.0
14015405,away,111127,FK Radnik Surdulica,1130262,Đorđe Jovanović,dorde-jovanovic,M,88,False,15.0,13.0,,,0.0,2.0,2.0,11.0,13.0,3.0,11.0,,4.0,,,,,,76.0,33.0,6.9,8.0,,"{'original': 6.9, 'alternative': 7.4}",3,-0.22,0.36,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,3,13,8,5,86.66666666666667,,,75.0,,,5.0,,4.0,1.0,3.0,1.0,2.0,2.0,,2.0,1.0,1.0,0.26,,2.0,,,,3.0,2.0,,,,,,
14015405,away,111127,FK Radnik Surdulica,1031603,Vukašin Bogdanović,vukasin-bogdanovic,F,9,False,28.0,22.0,,,0.0,6.0,6.0,16.0,22.0,1.0,4.0,1.0,1.0,,,,,,75.0,39.0,6.2,11.0,,"{'original': 6.2, 'alternative': 6.9}",0,-0.54,0.24,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,3,4,78.57142857142857,,,,,4.0,8.0,1.0,2.0,,2.0,2.0,1.0,1.0,,3.0,,,,,,,2.0,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,901590,Haris Hajdarević,haris-hajdarevic,F,4,False,24.0,17.0,2.0,1.0,0.0,4.0,5.0,13.0,19.0,1.0,2.0,,1.0,,,,,,64.0,33.0,6.3,11.0,,"{'original': 6.3, 'alternative': 6.7}",1,-0.25,0.24,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,70.83333333333334,50.0,,,,,4.0,,1.0,1.0,,,1.0,2.0,,,2.0,,-0.29,,1.0,1.0,1.0,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,997184,Martin Novaković,martin-novakovic,M,30,True,23.0,21.0,2.0,2.0,0.0,4.0,4.0,17.0,19.0,,1.0,,1.0,,,,,,26.0,30.0,6.5,5.0,,"{'original': 6.5, 'alternative': 6.8}",2,0.05,0.15,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,91.30434782608695,100.0,,50.0,,,4.0,,2.0,,,,,2.0,,1.0,,1.0,0.31,,1.0,,1.0,,1.0,1.0,,,,,,
14015405,away,301263,FK Radnik Surdulica,72116,Evgen Pavlov,evgen-pavlov,F,17,True,5.0,5.0,,,0.0,,,5.0,5.0,1.0,1.0,1.0,,,,,,,15.0,7.0,6.4,1.0,,"{'original': 6.4, 'alternative': 6.6}",0,-0.29,0.09,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,100.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,2208696,Emmanuel Quarshie,emmanuel-quarshie,F,47,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,1.0,1.0,,,,,,,14.0,8.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.6}",0,-0.19,-0.58,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,75.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
14015405,away,35326,FK Radnik Surdulica,1166049,Andrija Lazarević,andrija-lazarevic,F,19,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,10.0,5.0,6.5,3.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.04,0.02,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,1000660,Savo Rašković,savo-raskovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,954756,Stefan Ilić,stefan-ilic,G,26,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,away,203041,FK Radnik Surdulica,904377,Vladimir Petrović,vladimir-petrovic,M,10,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,1388249,Sandro Trémoulet,sandro-tremoulet,D,18,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,away,202066,FK Radnik Surdulica,997182,Uroš Blagojević,uros-blagojevic,D,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015405,away,111127,FK Radnik Surdulica,1166090,Luka Puzovic,luka-puzovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
