minute,value
1.0,3
2.0,21
3.0,38
4.0,24
5.0,-17
6.0,-5
7.0,-9
8.0,-24
9.0,-15
10.0,14
11.0,11
12.0,14
13.0,4
14.0,38
15.0,31
16.0,57
17.0,41
18.0,24
19.0,-93
20.0,-33
21.0,-17
22.0,-12
23.0,-3
24.0,18
25.0,6
26.0,-25
27.0,-13
28.0,-9
29.0,26
30.0,15
31.0,18
32.0,34
33.0,15
34.0,9
35.0,14
36.0,7
37.0,3
38.0,-33
39.0,-22
40.0,-23
41.0,-43
42.0,-67
43.0,-42
44.0,-58
45.0,-37
45.5,-24
46.0,4
47.0,21
48.0,31
49.0,22
50.0,20
51.0,25
52.0,18
53.0,17
54.0,11
55.0,8
56.0,-24
57.0,-13
58.0,22
59.0,10
60.0,66
61.0,43
62.0,27
63.0,21
64.0,13
65.0,37
66.0,12
67.0,10
68.0,-36
69.0,-15
70.0,52
71.0,29
72.0,1
73.0,-14
74.0,-21
75.0,-27
76.0,-12
77.0,6
78.0,14
79.0,8
80.0,-9
81.0,3
82.0,-4
83.0,-5
84.0,-54
85.0,-30
86.0,-19
87.0,-9
88.0,44
89.0,30
90.0,46
90.5,1
