match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelLost,challengeLost,ballRecovery,errorLeadToAShot,goodHighClaim,savedShotsFromInsideTheBox,penaltyFaced,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,duelWon,totalContest,wonContest,blockedScoringAttempt,interceptionWon,totalTackle,wonTackle,wasFouled,aerialWon,totalClearance,outfielderBlock,fouls,dispossessed,unsuccessfulTouch,keyPass,shotValueNormalized,aerialLost,shotOffTarget,totalOffside,bigChanceMissed,onTargetScoringAttempt,bigChanceCreated,goals,penaltyConceded,penaltyWon,hitWoodwork
14015395,home,43981,FK Radnički 1923,1152919,Luka Lijeskić,luka-lijeskic,G,81,False,35.0,16.0,22.0,5.0,0.0,13.0,20.0,3.0,15.0,1.0,1.0,12.0,1.0,2.0,3.0,1.0,4.0,90.0,48.0,7.0,21.0,0.4546,"{'original': 7, 'alternative': 7.1}",0,0.01,0.01,-0.15,0.39,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,45.714285714285715,22.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,home,43981,FK Radnički 1923,876751,Mehmed Ćosić,mehmed-cosic,D,8,False,43.0,38.0,3.0,3.0,0.0,17.0,17.0,21.0,26.0,2.0,2.0,5.0,,,,,,69.0,65.0,7.6,11.0,,"{'original': 7.6, 'alternative': 7.1}",1,0.25,0.21,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,4,2,88.37209302325581,100.0,16.666666666666664,100.0,,6.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14015395,home,43981,FK Radnički 1923,1518953,Nikola Marjanovic,nikola-marjanovic,D,5,False,72.0,60.0,7.0,1.0,0.0,31.0,33.0,29.0,39.0,5.0,2.0,10.0,,,,,,90.0,88.0,7.9,13.0,,"{'original': 7.9, 'alternative': 7.2}",0,0.4,0.25,0.5,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,2,5,83.33333333333334,14.285714285714285,,,,,,6.0,1.0,,,3.0,,,2.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,
14015395,home,241802,FK Radnički 1923,987618,Danilo Mitrović,danilo-mitrovic,D,25,False,52.0,43.0,2.0,,0.0,25.0,28.0,18.0,24.0,6.0,1.0,10.0,1.0,,,,,90.0,71.0,6.5,15.0,,"{'original': 6.5, 'alternative': 6.7}",1,0.12,0.13,-0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,1,6,82.6923076923077,,,,,1.0,,5.0,1.0,,1.0,,,,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,-0.09,,,,,,,,,,
14015395,home,2318,FK Radnički 1923,978293,Tomislav Dadić,tomislav-dadic,D,50,False,29.0,26.0,,,0.0,10.0,10.0,16.0,19.0,6.0,,,1.0,,,,,45.0,43.0,6.4,10.0,,"{'original': 6.4, 'alternative': 6.5}",0,-0.08,0.07,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,89.65517241379311,,33.33333333333333,,,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,2.0,1.0,,,2.0,,,,,,,,,
14015395,home,7674,FK Radnički 1923,1046779,Jovan Ilić,jovan-ilic,M,21,False,39.0,37.0,4.0,4.0,0.0,13.0,14.0,24.0,25.0,5.0,1.0,4.0,,,,,,69.0,49.0,6.8,6.0,,"{'original': 6.8, 'alternative': 6.7}",1,-0.03,0.28,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,3,5,94.87179487179486,100.0,,50.0,,,,3.0,2.0,1.0,,,,,2.0,,2.0,,1.0,2.0,1.0,,-0.1,,1.0,1.0,,,,,,,
14015395,home,43981,FK Radnički 1923,1000815,Louay Ben Hassine,louay-ben-hassine,M,99,False,40.0,34.0,3.0,2.0,0.0,10.0,12.0,24.0,28.0,6.0,3.0,9.0,,,,,,90.0,58.0,7.6,9.0,,"{'original': 7.6, 'alternative': 7.4}",0,0.25,0.39,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,7,6,85.0,66.66666666666666,50.0,50.0,,2.0,1.0,7.0,2.0,1.0,,2.0,3.0,2.0,3.0,,2.0,,1.0,1.0,,2.0,,,,,,,,,,,
14015395,home,35268,FK Radnički 1923,1382153,Bogdan Mirčetić,bogdan-mircetic,M,44,False,41.0,39.0,2.0,2.0,0.0,10.0,10.0,29.0,31.0,7.0,1.0,1.0,,,,,,90.0,61.0,6.6,12.0,,"{'original': 6.6, 'alternative': 6.5}",3,0.26,0.38,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,5,5,95.1219512195122,100.0,25.0,60.0,,4.0,1.0,5.0,5.0,3.0,1.0,,1.0,1.0,1.0,,,,,2.0,3.0,,-0.58,2.0,1.0,,1.0,1.0,,,,,
14015395,home,5150,FK Radnički 1923,858238,Milutin Vidosavljević,milutin-vidosavljevic,M,55,False,32.0,26.0,,,0.0,6.0,7.0,20.0,25.0,8.0,2.0,4.0,,,,,,69.0,51.0,7.2,15.0,,"{'original': 7.2, 'alternative': 7.2}",1,0.25,0.42,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,6,8,81.25,,,42.857142857142854,,2.0,,7.0,7.0,3.0,,,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,-0.11,,1.0,,,,,,,,
14015395,home,295152,FK Radnički 1923,1005356,Kilian Bevis,kilian-bevis,M,10,False,30.0,26.0,2.0,1.0,1.0,1.0,2.0,25.0,28.0,3.0,,4.0,,,,,,90.0,50.0,7.6,13.0,,"{'original': 7.6, 'alternative': 7.8}",3,0.37,0.4,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,5,3,86.66666666666667,50.0,28.57142857142857,50.0,,7.0,2.0,6.0,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,,,1.0,1.0,2.0,2.0,-0.1,,,,,2.0,1.0,,,,
