match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelLost,challengeLost,ballRecovery,errorLeadToAShot,goodHighClaim,savedShotsFromInsideTheBox,penaltyFaced,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,duelWon,totalContest,wonContest,blockedScoringAttempt,interceptionWon,totalTackle,wonTackle,wasFouled,aerialWon,totalClearance,outfielderBlock,fouls,dispossessed,unsuccessfulTouch,keyPass,shotValueNormalized,aerialLost,shotOffTarget,totalOffside,bigChanceMissed,onTargetScoringAttempt,bigChanceCreated,goals,penaltyConceded,penaltyWon,hitWoodwork
14015395,home,287019,FK Radnički 1923,999008,Stephen Chinedu,chinedu-stephen,F,9,False,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,8.0,,,,,,,,80.0,17.0,7.2,5.0,,"{'original': 7.2, 'alternative': 7.2}",1,-0.17,-0.06,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,6,5,50.0,,,,,,,6.0,1.0,,,,1.0,,5.0,,1.0,,3.0,1.0,1.0,1.0,0.6,3.0,,,,1.0,,1.0,,,
14015395,home,43981,FK Radnički 1923,1595656,Nikola Bukumira,nikola-bukumira,M,32,True,23.0,20.0,1.0,1.0,0.0,9.0,9.0,11.0,14.0,2.0,1.0,3.0,,,,,,45.0,32.0,6.4,4.0,,"{'original': 6.4, 'alternative': 6.4}",1,0.03,0.2,-0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,86.95652173913044,100.0,,,,,,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,-0.05,,,,,,,,1.0,,
14015395,home,200776,FK Radnički 1923,1063157,Luka Stankovski,stankovski-luka,M,80,True,11.0,6.0,,,0.0,1.0,1.0,5.0,10.0,3.0,,3.0,,,,,,21.0,16.0,6.5,7.0,,"{'original': 6.5, 'alternative': 7.2}",0,0.05,0.48,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,54.54545454545454,,,50.0,,,,3.0,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,3.0,,1.0,,,,,1.0,,,,
14015395,home,43981,FK Radnički 1923,79383,Slobodan Simović,slobodan-simovic,M,14,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,21.0,17.0,7.0,2.0,,"{'original': 7, 'alternative': 7.1}",1,0.03,0.09,0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,2,3,100.0,,,,,,,3.0,1.0,,1.0,4.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,-0.1,,,,,,,,,,
14015395,home,43981,FK Radnički 1923,1159434,Bojan Adžić,bojan-adzic,D,23,True,10.0,9.0,,,0.0,3.0,4.0,6.0,6.0,5.0,1.0,1.0,,,,,,21.0,24.0,6.4,6.0,,"{'original': 6.4, 'alternative': 6.7}",1,0.06,0.04,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,3,4,90.0,,,,,2.0,,3.0,1.0,,,1.0,3.0,2.0,,,2.0,1.0,2.0,,1.0,,-0.09,1.0,1.0,,,,,,,,
14015395,home,43981,FK Radnički 1923,1022058,Milan Vidakov,vidakov-milan,F,90,True,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,,1.0,,,,,,10.0,6.0,6.2,2.0,,"{'original': 6.2, 'alternative': 6.7}",1,-0.14,-0.51,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,0,1,50.0,50.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,0.01,3.0,1.0,,,,,,,,
14015395,home,43981,FK Radnički 1923,1158017,Alfa Baldé,alfa-balde,F,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,home,5148,FK Radnički 1923,13691,Vladimir Stojković,vladimir-stojkovic,G,88,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,home,43981,FK Radnički 1923,1802942,Stefan Petkoski Cimbaljević,stefan-petkoski-cimbaljevic,D,33,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,home,7674,FK Radnički 1923,1616139,Nikola Skrobonja,nikola-skrobonja,M,51,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,home,263765,FK Radnički 1923,1853855,Ibrahim Yusuf Omosanya,ibrahim-yusuf-omosanya,M,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,267437,Zoran Popović,zoran-popovic,G,1,False,36.0,18.0,25.0,8.0,0.0,16.0,21.0,2.0,15.0,,,11.0,,2.0,1.0,,3.0,90.0,49.0,7.5,18.0,0.1414,"{'original': 7.5, 'alternative': 7}",0,0.01,-0.03,0.46,0.17,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,50.0,32.0,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,905167,Abdul Yusif,abdul-yusif,D,12,False,31.0,27.0,5.0,3.0,0.0,20.0,21.0,7.0,10.0,7.0,2.0,7.0,,,,,,90.0,58.0,6.3,12.0,,"{'original': 6.3, 'alternative': 6.9}",1,-0.2,0.01,-0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,2,6,87.09677419354838,60.0,,,,1.0,,3.0,1.0,,1.0,3.0,2.0,1.0,,1.0,2.0,1.0,3.0,,4.0,2.0,-0.02,1.0,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,1001880,Mirko Milikić,mirko-milikic,D,6,False,39.0,28.0,7.0,2.0,0.0,20.0,23.0,8.0,16.0,4.0,,1.0,,,,,,90.0,52.0,6.7,12.0,,"{'original': 6.7, 'alternative': 6.8}",1,-0.04,0.15,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,3,4,71.7948717948718,28.57142857142857,,,,,,4.0,,,,1.0,1.0,,2.0,1.0,5.0,1.0,3.0,1.0,,,-0.1,,,,,1.0,,,,,
14015395,away,282203,FK Železničar Pančevo,111456,Miloš Kosanović,milos-kosanovic,D,15,False,40.0,34.0,9.0,3.0,0.0,24.0,24.0,10.0,16.0,4.0,1.0,3.0,,,,,,90.0,58.0,7.3,8.0,,"{'original': 7.3, 'alternative': 6.9}",1,0.15,0.04,0.3,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,1,3,85.0,33.33333333333333,,,,1.0,,5.0,,,1.0,,1.0,,,4.0,9.0,1.0,2.0,,,,0.02,1.0,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,1466631,Nikola Đuričić,nikola-duricic,D,33,False,45.0,34.0,4.0,4.0,0.0,23.0,30.0,11.0,15.0,2.0,1.0,7.0,,,,,,90.0,61.0,6.8,15.0,,"{'original': 6.8, 'alternative': 7.1}",0,0.08,0.02,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,75.55555555555556,100.0,,,,2.0,,5.0,,,,,1.0,1.0,1.0,3.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,1007254,Branislav Knežević,branislav-knezevic,M,21,False,23.0,20.0,,,0.0,13.0,15.0,7.0,8.0,4.0,,8.0,,,,,,80.0,35.0,7.0,5.0,,"{'original': 7, 'alternative': 7.1}",0,0.03,0.32,0.47,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,5,3,86.95652173913044,,,100.0,,,,5.0,3.0,3.0,,,2.0,2.0,,,3.0,,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,
14015395,away,5136,FK Železničar Pančevo,988828,Hristo Ivanov,hristo-ivanov,M,16,False,20.0,17.0,2.0,1.0,0.0,9.0,11.0,8.0,9.0,9.0,3.0,5.0,,,,,,90.0,39.0,7.0,5.0,,"{'original': 7, 'alternative': 7.1}",0,0.2,0.05,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,2,13,6,7,85.0,50.0,,,,,,6.0,,,,1.0,6.0,5.0,,,2.0,3.0,3.0,1.0,1.0,,,2.0,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,1166015,Nikola Jovanović,nikola-jovanovic,M,17,False,10.0,6.0,3.0,2.0,0.0,3.0,4.0,3.0,6.0,4.0,1.0,3.0,,,,,,45.0,25.0,6.9,8.0,,"{'original': 6.9, 'alternative': 7.2}",1,0.03,0.22,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,6,3,60.0,66.66666666666666,,66.66666666666666,,1.0,,7.0,3.0,2.0,,1.0,3.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,-0.18,1.0,1.0,,,,1.0,,,,
14015395,away,1892,FK Železničar Pančevo,1885765,Jovan Milosavljević,jovan-milosavljevic,M,22,False,13.0,12.0,2.0,1.0,0.0,4.0,4.0,8.0,9.0,5.0,3.0,3.0,,,,,,61.0,32.0,6.5,7.0,,"{'original': 6.5, 'alternative': 6.6}",2,-0.04,0.02,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,0,11,6,5,92.3076923076923,50.0,,,,,,6.0,2.0,,1.0,1.0,5.0,1.0,1.0,,1.0,,,,4.0,,-0.17,,,,,1.0,,,,,
14015395,away,5403,FK Železničar Pančevo,876873,Stefan Cvetković,stefan-cvetkovic,M,11,False,13.0,11.0,1.0,,0.0,5.0,5.0,6.0,8.0,1.0,,7.0,,,,,,68.0,29.0,7.1,9.0,,"{'original': 7.1, 'alternative': 7.2}",3,-0.23,0.57,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,5,1,84.61538461538461,,20.0,100.0,,5.0,1.0,5.0,3.0,3.0,,,1.0,1.0,1.0,,,,,1.0,2.0,1.0,-0.31,,1.0,,1.0,2.0,,,,,
14015395,away,282203,FK Železničar Pančevo,1479042,Đorđe Glavinić,dorde-glavinic,F,24,False,5.0,4.0,,,0.0,3.0,3.0,1.0,2.0,3.0,,2.0,,,,,,45.0,15.0,6.7,4.0,,"{'original': 6.7, 'alternative': 6.3}",3,-0.05,0.13,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,4,1,80.0,,,,,,,4.0,,,2.0,,,,4.0,,,,1.0,,2.0,,-0.19,2.0,1.0,,,,,,,,
14015395,away,195174,FK Železničar Pančevo,869693,Sava Petrov,sava-petrov,F,9,True,8.0,4.0,1.0,,0.0,2.0,2.0,2.0,6.0,2.0,,1.0,,,,,,45.0,21.0,7.2,8.0,,"{'original': 7.2, 'alternative': 6.9}",4,-0.1,0.36,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,2,0,50.0,,,100.0,,1.0,,2.0,2.0,2.0,2.0,,,,,,1.0,,,,3.0,,0.25,2.0,1.0,1.0,1.0,1.0,,1.0,,,
14015395,away,282203,FK Železničar Pančevo,1417509,Aleksa Kuljanin,aleksa-kuljanin,F,13,True,11.0,6.0,,,0.0,1.0,2.0,5.0,9.0,8.0,,4.0,,,,,,45.0,30.0,6.9,11.0,,"{'original': 6.9, 'alternative': 7.2}",0,-0.34,0.55,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,2,15,9,6,54.54545454545454,,,66.66666666666666,,,,9.0,6.0,4.0,,,3.0,2.0,2.0,,,,3.0,1.0,2.0,1.0,,2.0,,,,,1.0,,,,
14015395,away,282203,FK Železničar Pančevo,1166001,Janko Jevremović,janko-jevremovic,M,20,True,12.0,11.0,1.0,1.0,0.0,5.0,6.0,6.0,6.0,3.0,,1.0,,,,,,29.0,27.0,7.5,4.0,,"{'original': 7.5, 'alternative': 7}",1,0.14,0.06,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,7,2,91.66666666666666,100.0,,50.0,,1.0,,7.0,2.0,1.0,1.0,,2.0,,4.0,,,,1.0,,,,-0.49,1.0,,,1.0,,,,,1.0,
14015395,away,282203,FK Železničar Pančevo,1013994,Sylvester Jasper,jasper-sylvester,M,27,True,14.0,10.0,2.0,1.0,0.0,2.0,3.0,8.0,11.0,4.0,,3.0,,,,,,22.0,29.0,6.6,10.0,,"{'original': 6.6, 'alternative': 6.6}",2,-0.16,0.22,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,4,4,71.42857142857143,50.0,50.0,20.0,,2.0,1.0,5.0,5.0,1.0,2.0,,1.0,1.0,2.0,1.0,,,,,1.0,2.0,-0.23,,,,,,,,,,1.0
14015395,away,282203,FK Železničar Pančevo,1146227,Stefan Pirgić,stefan-pirgic,F,18,True,3.0,3.0,,,0.0,,,3.0,3.0,1.0,,,,,,,,17.0,3.0,6.0,,,"{'original': 6, 'alternative': 6.5}",0,0.03,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,
14015395,away,2207,FK Železničar Pančevo,1121629,Dario Grgić,dario-grgic,M,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,1017661,Marko Konatar,marko-konatar,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,1146281,Nemanja Vidojević,nemanja-vidojevic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,away,282203,FK Železničar Pančevo,1427157,Stefan Mitrovic,stefan-mitrovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,away,305165,FK Železničar Pančevo,1001851,Ognjen Lukić,ognjen-lukic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015395,away,5151,FK Železničar Pančevo,1912461,Vladimir Karajčić,vladimir-karajcic,M,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
