minute,value
1.0,4
2.0,4
3.0,-21
4.0,-11
5.0,-5
6.0,9
7.0,23
8.0,35
9.0,54
10.0,30
11.0,24
12.0,91
13.0,67
14.0,37
15.0,22
16.0,-27
17.0,-31
18.0,-22
19.0,-7
20.0,7
21.0,-14
22.0,12
23.0,46
24.0,40
25.0,68
26.0,39
27.0,1
28.0,10
29.0,30
30.0,16
31.0,71
32.0,45
33.0,-73
34.0,-34
35.0,-48
36.0,-33
37.0,-30
38.0,-21
39.0,-68
40.0,-39
41.0,-39
42.0,-36
43.0,-19
44.0,-8
45.0,11
45.5,24
46.0,7
47.0,28
48.0,24
49.0,29
50.0,30
51.0,-23
52.0,-6
53.0,-20
54.0,-19
55.0,-53
56.0,-22
57.0,13
58.0,-7
59.0,-2
60.0,33
61.0,43
62.0,24
63.0,16
64.0,13
65.0,8
66.0,14
67.0,10
68.0,10
69.0,26
70.0,19
71.0,35
72.0,14
73.0,-11
74.0,-6
75.0,-37
76.0,-42
77.0,-14
78.0,-11
79.0,-12
80.0,-3
81.0,-2
82.0,-17
83.0,-12
84.0,-9
85.0,-19
86.0,-6
87.0,31
88.0,10
89.0,-59
90.0,-59
90.5,20
