player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Milan Vidakov', 'firstName': '', 'lastName': '', 'slug': 'vidakov-milan', 'shortName': 'M. Vidakov', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1022058, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فيداكوف'}, 'shortNameTranslation': {'ar': 'م. فيداكوف'}}}",True,miss,regular,"{'x': 8.3, 'y': 34.2, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58, 'z': 19.4}",5319357,90,7.0,5769,"{'start': {'x': 34.2, 'y': 8.3}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 80.6}}",1,531,369,shot,,
"{'name': 'Kilian Bevis', 'firstName': '', 'lastName': '', 'slug': 'kilian-bevis', 'shortName': 'K. Bevis', 'position': 'M', 'jerseyNumber': '10', 'userCount': 127, 'gender': 'M', 'id': 1005356, 'fieldTranslations': {'nameTranslation': {'ar': 'كيليان بيفيس'}, 'shortNameTranslation': {'ar': 'ك. بيفيس'}}}",True,block,assisted,"{'x': 23.1, 'y': 30.9, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.8, 'z': 19}",5319356,90,6.0,5726,"{'start': {'x': 30.9, 'y': 23.1}, 'block': {'x': 37.9, 'y': 12.5}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 81}}",1,574,326,shot,"{'x': 12.5, 'y': 37.9, 'z': 0}",
"{'name': 'Mirko Milikić', 'firstName': '', 'lastName': '', 'slug': 'mirko-milikic', 'shortName': 'M. Milikić', 'position': 'D', 'jerseyNumber': '6', 'userCount': 38, 'gender': 'M', 'id': 1001880, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو ميليكيتش'}, 'shortNameTranslation': {'ar': 'م. ميليكيتش'}}}",False,save,regular,"{'x': 24, 'y': 39.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 15.2}",5319355,90,5.0,5686,"{'start': {'x': 39.3, 'y': 24}, 'block': {'x': 48.2, 'y': 2.4}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 84.8}}",1,614,286,shot,"{'x': 2.4, 'y': 48.2, 'z': 0}",
"{'name': 'Sava Petrov', 'slug': 'sava-petrov', 'shortName': 'S. Petrov', 'position': 'F', 'jerseyNumber': '9', 'userCount': 75, 'gender': 'M', 'id': 869693, 'fieldTranslations': {'nameTranslation': {'ar': 'سافا بتروف'}, 'shortNameTranslation': {'ar': 'س. بتروف'}}}",False,block,assisted,"{'x': 12.5, 'y': 40.5, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 19}",5319402,90,5.0,5655,"{'start': {'x': 40.5, 'y': 12.5}, 'block': {'x': 42.1, 'y': 10.5}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 81}}",1,645,255,shot,"{'x': 10.5, 'y': 42.1, 'z': 0}",
"{'name': 'Abdul Yusif', 'firstName': '', 'lastName': '', 'slug': 'abdul-yusif', 'shortName': 'A. Yusif', 'position': 'D', 'jerseyNumber': '12', 'userCount': 98, 'gender': 'M', 'id': 905167, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد يوسف', 'bn': 'আব্দুল ইউসিফ', 'hi': 'अब्दुल यूसुफ'}, 'shortNameTranslation': {'ar': 'ع. يوسف', 'bn': 'এ. ইউসিফ', 'hi': 'ए. यूसुफ'}}}",False,block,assisted,"{'x': 15.7, 'y': 68.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 19}",5319403,90,3.0,5545,"{'start': {'x': 68.3, 'y': 15.7}, 'block': {'x': 58.5, 'y': 6.6}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 81}}",1,755,145,shot,"{'x': 6.6, 'y': 58.5, 'z': 0}",
"{'name': 'Bojan Adžić', 'firstName': '', 'lastName': '', 'slug': 'bojan-adzic', 'shortName': 'B. Adžić', 'position': 'D', 'jerseyNumber': '23', 'userCount': 39, 'gender': 'M', 'id': 1159434, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان أديتش'}, 'shortNameTranslation': {'ar': 'ب. أديتش'}}}",True,miss,assisted,"{'x': 25.6, 'y': 32.3, 'z': 0}",right-foot,right,"{'x': 0, 'y': 30.6, 'z': 15.3}",5319350,90,2.0,5474,"{'start': {'x': 32.3, 'y': 25.6}, 'end': {'x': 69.4, 'y': 0}, 'goal': {'x': 69.4, 'y': 84.7}}",1,826,74,shot,,
"{'name': 'Danilo Mitrović', 'slug': 'danilo-mitrovic', 'shortName': 'D. Mitrović', 'position': 'D', 'userCount': 32, 'gender': 'M', 'id': 987618, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو ميتروفيتش'}, 'shortNameTranslation': {'ar': 'د. ميتروفيتش'}}}",True,block,assisted,"{'x': 18.7, 'y': 34, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.1, 'z': 19}",5319258,90,,5395,"{'start': {'x': 34, 'y': 18.7}, 'block': {'x': 36.3, 'y': 15.1}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 81}}",1,5,2695,shot,"{'x': 15.1, 'y': 36.3, 'z': 0}",
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",False,block,assisted,"{'x': 21.9, 'y': 39.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.3, 'z': 5.6}",5319410,89,,5288,"{'start': {'x': 39.9, 'y': 21.9}, 'block': {'x': 41.2, 'y': 15.9}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 94.4}}",2,112,2588,shot,"{'x': 15.9, 'y': 41.2, 'z': 0}",
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",False,block,fast-break,"{'x': 23.8, 'y': 36, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.6, 'z': 30.6}",5319256,88,,5276,"{'start': {'x': 36, 'y': 23.8}, 'block': {'x': 37.2, 'y': 20.5}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 69.4}}",3,124,2576,shot,"{'x': 20.5, 'y': 37.2, 'z': 0}",
"{'name': 'Sava Petrov', 'slug': 'sava-petrov', 'shortName': 'S. Petrov', 'position': 'F', 'jerseyNumber': '9', 'userCount': 75, 'gender': 'M', 'id': 869693, 'fieldTranslations': {'nameTranslation': {'ar': 'سافا بتروف'}, 'shortNameTranslation': {'ar': 'س. بتروف'}}}",False,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 16.5}",5319234,85,,5065,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 83.5}}",6,335,2365,shot,,penalty
