minute,value
1.0,6
2.0,9
3.0,11
4.0,13
5.0,36
6.0,53
7.0,36
8.0,51
9.0,45
10.0,27
11.0,-21
12.0,-6
13.0,-39
14.0,-63
15.0,-45
16.0,-46
17.0,-24
18.0,-9
19.0,-27
20.0,-16
21.0,-10
22.0,-16
23.0,-15
24.0,-12
25.0,-12
26.0,-40
27.0,-25
28.0,-10
29.0,-14
30.0,-16
31.0,32
32.0,29
33.0,70
34.0,68
35.0,40
36.0,33
37.0,12
38.0,-5
39.0,7
40.0,-9
41.0,-6
42.0,-18
43.0,-6
44.0,-5
45.0,-18
45.5,27
46.0,1
47.0,-1
48.0,-10
49.0,-36
50.0,-19
51.0,-8
52.0,-2
53.0,4
54.0,21
55.0,36
56.0,17
57.0,-22
58.0,-21
59.0,-18
60.0,-28
61.0,-2
62.0,3
63.0,-32
64.0,22
65.0,12
66.0,-23
67.0,48
68.0,11
69.0,11
70.0,-10
71.0,26
72.0,18
73.0,38
74.0,40
75.0,52
76.0,23
77.0,12
78.0,15
79.0,19
80.0,8
81.0,1
82.0,-13
83.0,-16
84.0,-40
85.0,-52
86.0,-29
87.0,-16
88.0,-11
89.0,-6
90.0,21
90.5,-9
