player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Luka Subotić', 'firstName': 'Luka Subotic', 'lastName': '', 'slug': 'luka-subotic', 'shortName': 'L. Subotić', 'position': 'D', 'jerseyNumber': '15', 'userCount': 63, 'gender': 'M', 'id': 1104740, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا سوبوتيش', 'bn': 'লুকা সুবোটিক', 'hi': 'लुका सुबोटिक'}, 'shortNameTranslation': {'ar': 'ل. سوبوتيش', 'bn': 'এল. সুবোটিক', 'hi': 'एल. सुबोटिक'}}}",False,goal,regular,assisted,"{'x': 6.9, 'y': 47, 'z': 0}",head,low-right,"{'x': 0, 'y': 46.2, 'z': 15.8}",5534513,90,6.0,5705,"{'start': {'x': 47, 'y': 6.9}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 84.2}}",1,595,305,shot,
"{'name': 'Janko Jevremović', 'firstName': 'Janko Jevremovic', 'slug': 'janko-jevremovic', 'shortName': 'J. Jevremović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 105, 'gender': 'M', 'id': 1166001, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكو ييفريموفيتش'}, 'shortNameTranslation': {'ar': 'ي. ييفريموفيتش'}}}",True,save,,set-piece,"{'x': 4.2, 'y': 65.4, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 13.9}",5534501,90,4.0,5619,"{'start': {'x': 65.4, 'y': 4.2}, 'block': {'x': 53.6, 'y': 1.2}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 86.1}}",1,681,219,shot,"{'x': 1.2, 'y': 53.6, 'z': 0}"
"{'name': 'Stefan Stojanović', 'firstName': 'Stefan Stojanovic', 'slug': 'stefan-stojanovic', 'shortName': 'S. Stojanović', 'position': 'F', 'jerseyNumber': '10', 'userCount': 31, 'gender': 'M', 'id': 1147543, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستويانوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستويانوفيتش'}}}",False,save,,assisted,"{'x': 20.3, 'y': 64.4, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.5, 'z': 4.4}",5534395,82,,4896,"{'start': {'x': 64.4, 'y': 20.3}, 'block': {'x': 50.5, 'y': 1.1}, 'end': {'x': 53.5, 'y': 0}, 'goal': {'x': 53.5, 'y': 95.6}}",9,504,2196,shot,"{'x': 1.1, 'y': 50.5, 'z': 0}"
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",True,goal,penalty,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.9, 'z': 27.8}",5534372,79,,4680,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 72.2}}",12,720,1980,shot,
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",True,miss,,corner,"{'x': 21.6, 'y': 31.3, 'z': 0}",right-foot,right,"{'x': 0, 'y': 40.7, 'z': 22.2}",5534333,75,,4464,"{'start': {'x': 31.3, 'y': 21.6}, 'end': {'x': 59.3, 'y': 0}, 'goal': {'x': 59.3, 'y': 77.8}}",16,936,1764,shot,
"{'name': 'Jovan Milosavljević', 'firstName': 'Jovan Milosavljevic', 'slug': 'jovan-milosavljevic', 'shortName': 'J. Milosavljević', 'position': 'M', 'jerseyNumber': '28', 'userCount': 174, 'gender': 'M', 'id': 1885765, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ي. ميلوسافليفيتش'}}}",True,save,,fast-break,"{'x': 19.7, 'y': 31.3, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.2, 'z': 4.4}",5534311,71,,4249,"{'start': {'x': 31.3, 'y': 19.7}, 'block': {'x': 48.2, 'y': 2}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 95.6}}",20,1151,1549,shot,"{'x': 2, 'y': 48.2, 'z': 0}"
"{'name': 'Dario Pavković', 'firstName': 'Dario Pavkovic', 'lastName': '', 'slug': 'dario-pavkovic', 'shortName': 'D. Pavković', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1186164, 'fieldTranslations': {'nameTranslation': {'ar': 'داريو بافكوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافكوفيتش'}}}",False,miss,,assisted,"{'x': 9.7, 'y': 51.7, 'z': 0}",head,right,"{'x': 0, 'y': 40.3, 'z': 20.8}",5534296,68,,4062,"{'start': {'x': 51.7, 'y': 9.7}, 'end': {'x': 59.7, 'y': 0}, 'goal': {'x': 59.7, 'y': 79.2}}",23,1338,1362,shot,
"{'name': 'Janko Jevremović', 'firstName': 'Janko Jevremovic', 'slug': 'janko-jevremovic', 'shortName': 'J. Jevremović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 105, 'gender': 'M', 'id': 1166001, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكو ييفريموفيتش'}, 'shortNameTranslation': {'ar': 'ي. ييفريموفيتش'}}}",True,miss,,assisted,"{'x': 7.8, 'y': 57, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.7, 'z': 9.7}",5534284,67,,4001,"{'start': {'x': 57, 'y': 7.8}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 90.3}}",24,1399,1301,shot,
"{'name': 'Dario Pavković', 'firstName': 'Dario Pavkovic', 'lastName': '', 'slug': 'dario-pavkovic', 'shortName': 'D. Pavković', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1186164, 'fieldTranslations': {'nameTranslation': {'ar': 'داريو بافكوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافكوفيتش'}}}",False,block,,assisted,"{'x': 19, 'y': 35.7, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.2, 'z': 19}",5534268,64,,3833,"{'start': {'x': 35.7, 'y': 19}, 'block': {'x': 37.5, 'y': 17}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 81}}",27,1567,1133,shot,"{'x': 17, 'y': 37.5, 'z': 0}"
"{'name': 'Jovan Milosavljević', 'firstName': 'Jovan Milosavljevic', 'slug': 'jovan-milosavljevic', 'shortName': 'J. Milosavljević', 'position': 'M', 'jerseyNumber': '28', 'userCount': 174, 'gender': 'M', 'id': 1885765, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ي. ميلوسافليفيتش'}}}",True,miss,,assisted,"{'x': 21.2, 'y': 31.3, 'z': 0}",right-foot,left,"{'x': 0, 'y': 64.9, 'z': 8.3}",5534248,64,,3787,"{'start': {'x': 31.3, 'y': 21.2}, 'end': {'x': 35.1, 'y': 0}, 'goal': {'x': 35.1, 'y': 91.7}}",27,1613,1087,shot,
