player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Sankara Karamoko', 'firstName': 'Sankara Karamoko', 'lastName': '', 'slug': 'sankara-karamoko', 'shortName': 'S. Karamoko', 'position': 'F', 'jerseyNumber': '50', 'userCount': 259, 'gender': 'M', 'id': 1444568, 'fieldTranslations': {'nameTranslation': {'ar': 'سانكارا كاراموكو'}, 'shortNameTranslation': {'ar': 'س. كاراموكو'}}}",False,goal,regular,regular,"{'x': 17.8, 'y': 28.2, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 45.8, 'z': 27.2}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850691,90,3.0,5541,"{'start': {'x': 28.2, 'y': 17.8}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 72.8}}",1,759,141,shot,
"{'name': 'Ismael Casas', 'slug': 'ismael-casas', 'shortName': 'I. Casas', 'position': 'D', 'jerseyNumber': '45', 'userCount': 43, 'gender': 'M', 'id': 966572, 'fieldTranslations': {'nameTranslation': {'ar': 'إسماعيل كاساس', 'bn': 'ইসমাইল কাসাস', 'hi': 'इस्माइल कासास'}, 'shortNameTranslation': {'ar': 'إ. كاساس', 'bn': 'আই. কাসাস', 'hi': 'आई. कासास'}}}",False,save,,assisted,"{'x': 9.8, 'y': 54.8, 'z': 0}",head,high-centre,"{'x': 0, 'y': 51.6, 'z': 29.1}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850662,88,,5235,"{'start': {'x': 54.8, 'y': 9.8}, 'block': {'x': 51.1, 'y': 1.1}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 70.9}}",3,165,2535,shot,"{'x': 1.1, 'y': 51.1, 'z': 0}"
"{'name': 'Oriyomi Lebi', 'firstName': 'Oriyomi Lebi', 'slug': 'oriyomi-lebi', 'shortName': 'O. Lebi', 'position': 'F', 'jerseyNumber': '19', 'userCount': 51, 'gender': 'M', 'id': 1917883, 'fieldTranslations': {'nameTranslation': {'ar': 'أوريومي ليبي'}, 'shortNameTranslation': {'ar': 'أ. ليبي'}}}",False,miss,,set-piece,"{'x': 9, 'y': 49.7, 'z': 0}",head,close-left,"{'x': 0, 'y': 57.5, 'z': 11.1}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850610,86,,5118,"{'start': {'x': 49.7, 'y': 9}, 'end': {'x': 42.5, 'y': 0}, 'goal': {'x': 42.5, 'y': 88.9}}",5,282,2418,shot,
"{'name': 'Vasilije Novičić', 'firstName': 'Vasilije Novicic', 'slug': 'vasilije-novicic', 'shortName': 'V. Novićić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 343, 'gender': 'M', 'id': 1957265, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي نوفتيتش'}, 'shortNameTranslation': {'ar': 'ف. نوفتيتش'}}}",False,save,,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.5, 'z': 12}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850447,74,,4404,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 50, 'y': 0.90000000000001}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 88}}",17,996,1704,shot,"{'x': 0.90000000000001, 'y': 50, 'z': 0}"
"{'name': 'Iván Martos', 'slug': 'ivan-martos', 'shortName': 'I. Martos', 'position': 'D', 'jerseyNumber': '3', 'userCount': 13, 'gender': 'M', 'id': 915043, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتوس ، إيفان'}, 'shortNameTranslation': {'ar': 'م. ، إيفان'}}}",False,save,,assisted,"{'x': 4.2, 'y': 37.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.1, 'z': 15.2}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850414,70,,4159,"{'start': {'x': 37.4, 'y': 4.2}, 'block': {'x': 40.2, 'y': 2.7}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 84.8}}",21,1241,1459,shot,"{'x': 2.7, 'y': 40.2, 'z': 0}"
"{'name': 'Vasilije Novičić', 'firstName': 'Vasilije Novicic', 'slug': 'vasilije-novicic', 'shortName': 'V. Novićić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 343, 'gender': 'M', 'id': 1957265, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي نوفتيتش'}, 'shortNameTranslation': {'ar': 'ف. نوفتيتش'}}}",False,miss,,assisted,"{'x': 26.6, 'y': 62.4, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 46.2, 'z': 56.9}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850329,61,,3655,"{'start': {'x': 62.4, 'y': 26.6}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 43.1}}",30,1745,955,shot,
"{'name': 'Oriyomi Lebi', 'firstName': 'Oriyomi Lebi', 'slug': 'oriyomi-lebi', 'shortName': 'O. Lebi', 'position': 'F', 'jerseyNumber': '19', 'userCount': 51, 'gender': 'M', 'id': 1917883, 'fieldTranslations': {'nameTranslation': {'ar': 'أوريومي ليبي'}, 'shortNameTranslation': {'ar': 'أ. ليبي'}}}",False,save,,assisted,"{'x': 14.4, 'y': 28.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.2, 'z': 4.4}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850300,61,,3627,"{'start': {'x': 28.2, 'y': 14.4}, 'block': {'x': 48.6, 'y': 0.90000000000001}, 'end': {'x': 51.8, 'y': 0}, 'goal': {'x': 51.8, 'y': 95.6}}",30,1773,927,shot,"{'x': 0.90000000000001, 'y': 48.6, 'z': 0}"
"{'name': 'Luka Luković', 'firstName': '', 'lastName': '', 'slug': 'luka-lukovic', 'shortName': 'L. Luković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 42, 'gender': 'M', 'id': 314246, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لوكوفيتش', 'bn': 'লুকা লুকোভিচ', 'hi': 'लुका लुकोविक'}, 'shortNameTranslation': {'ar': 'ل. لوكوفيتش', 'bn': 'এল. লুকোভিচ', 'hi': 'एल. लुकोविक'}}}",False,miss,,assisted,"{'x': 14.2, 'y': 73, 'z': 0}",right-foot,high,"{'x': 0, 'y': 53.8, 'z': 100}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850273,56,,3322,"{'start': {'x': 73, 'y': 14.2}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 0}}",35,2078,622,shot,
"{'name': 'Farid Boulaya', 'slug': 'farid-boulaya', 'shortName': 'F. Boulaya', 'position': 'M', 'jerseyNumber': '37', 'userCount': 1357, 'gender': 'M', 'id': 229722, 'fieldTranslations': {'nameTranslation': {'ar': 'فريد بولاية', 'bn': 'ফরিদ বাউলয়া', 'hi': 'फ़रीद बौलाया'}, 'shortNameTranslation': {'ar': 'ف. بولاية', 'bn': 'এফ. বাউলয়া', 'hi': 'एफ. बौलाया'}}}",False,miss,,corner,"{'x': 8.6, 'y': 36.6, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58.5, 'z': 12.5}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6850263,54,,3228,"{'start': {'x': 36.6, 'y': 8.6}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 87.5}}",37,2172,528,shot,
"{'name': 'Oriyomi Lebi', 'firstName': 'Oriyomi Lebi', 'slug': 'oriyomi-lebi', 'shortName': 'O. Lebi', 'position': 'F', 'jerseyNumber': '19', 'userCount': 51, 'gender': 'M', 'id': 1917883, 'fieldTranslations': {'nameTranslation': {'ar': 'أوريومي ليبي'}, 'shortNameTranslation': {'ar': 'أ. ليبي'}}}",False,miss,,corner,"{'x': 7.5, 'y': 60.5, 'z': 0}",head,left,"{'x': 0, 'y': 62.9, 'z': 8.3}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6851451,54,,3226,"{'start': {'x': 60.5, 'y': 7.5}, 'block': {'x': 44, 'y': 6.2}, 'end': {'x': 37.1, 'y': 0}, 'goal': {'x': 37.1, 'y': 91.7}}",37,2174,526,shot,"{'x': 6.2, 'y': 44, 'z': 0}"
