player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Sankara Karamoko', 'firstName': 'Sankara Karamoko', 'lastName': '', 'slug': 'sankara-karamoko', 'shortName': 'S. Karamoko', 'position': 'F', 'jerseyNumber': '50', 'userCount': 259, 'gender': 'M', 'id': 1444568, 'fieldTranslations': {'nameTranslation': {'ar': 'سانكارا كاراموكو'}, 'shortNameTranslation': {'ar': 'س. كاراموكو'}}}",False,goal,regular,assisted,"{'x': 10.1, 'y': 43.2, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 53.2, 'z': 27.8}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6938098,90,4.0,5610,"{'start': {'x': 43.2, 'y': 10.1}, 'end': {'x': 46.8, 'y': 0}, 'goal': {'x': 46.8, 'y': 72.2}}",1,690,210,shot,
"{'name': 'Sankara Karamoko', 'firstName': 'Sankara Karamoko', 'lastName': '', 'slug': 'sankara-karamoko', 'shortName': 'S. Karamoko', 'position': 'F', 'jerseyNumber': '50', 'userCount': 259, 'gender': 'M', 'id': 1444568, 'fieldTranslations': {'nameTranslation': {'ar': 'سانكارا كاراموكو'}, 'shortNameTranslation': {'ar': 'س. كاراموكو'}}}",False,miss,,assisted,"{'x': 9.8, 'y': 51.7, 'z': 0}",left-foot,left,"{'x': 0, 'y': 83.5, 'z': 6.9}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6938191,90,,5374,"{'start': {'x': 51.7, 'y': 9.8}, 'block': {'x': 19.5, 'y': 0}, 'end': {'x': 16.5, 'y': 0}, 'goal': {'x': 16.5, 'y': 93.1}}",1,26,2674,shot,"{'x': 0, 'y': 19.5, 'z': 0}"
"{'name': 'Stefan Šapić', 'slug': 'stefan-sapic', 'shortName': 'S. Šapić', 'position': 'D', 'jerseyNumber': '65', 'userCount': 36, 'gender': 'M', 'id': 836919, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان سابيتش', 'bn': 'স্টেফান সাপিক', 'hi': 'स्टीफ़न सैपिक'}, 'shortNameTranslation': {'ar': 'س. سابيتش', 'bn': 'এস. শ্যাপিক', 'hi': 'एस. सैपिक'}}}",False,post,,corner,"{'x': 5.4, 'y': 45.6, 'z': 0}",head,left,"{'x': 0, 'y': 55.2, 'z': 38}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6937935,87,,5160,"{'start': {'x': 45.6, 'y': 5.4}, 'end': {'x': 44.8, 'y': 0}, 'goal': {'x': 44.8, 'y': 62}}",4,240,2460,shot,
"{'name': 'Charly Keita', 'firstName': '', 'lastName': '', 'slug': 'keita-charly', 'shortName': 'C. Keita', 'position': 'F', 'jerseyNumber': '99', 'userCount': 56, 'gender': 'M', 'id': 1137495, 'fieldTranslations': {'nameTranslation': {'ar': 'كييتا، تشارلي'}, 'shortNameTranslation': {'ar': 'ت. كييتا'}}}",False,goal,regular,assisted,"{'x': 7.1, 'y': 51.5, 'z': 0}",head,low-right,"{'x': 0, 'y': 47.4, 'z': 11.4}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6937904,81,,4812,"{'start': {'x': 51.5, 'y': 7.1}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 88.6}}",10,588,2112,shot,
"{'name': 'Yacouba Silue', 'firstName': '', 'lastName': '', 'slug': 'yacouba-silue', 'shortName': 'Y. Silue', 'position': 'F', 'jerseyNumber': '42', 'userCount': 72, 'gender': 'M', 'id': 1120865, 'fieldTranslations': {'nameTranslation': {'ar': 'ياكوبا سيلوي'}, 'shortNameTranslation': {'ar': 'ي. سيلوي'}}}",True,goal,regular,assisted,"{'x': 14.7, 'y': 54.2, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.6, 'z': 12.7}","{'name': 'Ognjen Čančarević', 'slug': 'ognjen-cancarevic', 'shortName': 'O. Čančarević', 'position': 'G', 'jerseyNumber': '55', 'userCount': 203, 'gender': 'M', 'id': 795899, 'fieldTranslations': {'nameTranslation': {'ar': 'أوجنجين تشاناريفيتش', 'bn': 'ওগনজেন ক্যানচারেভিচ', 'hi': 'ओग्जेन चांचारेविक'}, 'shortNameTranslation': {'ar': 'أ. تشاناريفيتش', 'bn': 'ও. কানকারেভিচ', 'hi': 'ओ. चांचारेविक'}}}",6937884,78,,4623,"{'start': {'x': 54.2, 'y': 14.7}, 'end': {'x': 52.4, 'y': 0}, 'goal': {'x': 52.4, 'y': 87.3}}",13,777,1923,shot,
"{'name': 'Charly Keita', 'firstName': '', 'lastName': '', 'slug': 'keita-charly', 'shortName': 'C. Keita', 'position': 'F', 'jerseyNumber': '99', 'userCount': 56, 'gender': 'M', 'id': 1137495, 'fieldTranslations': {'nameTranslation': {'ar': 'كييتا، تشارلي'}, 'shortNameTranslation': {'ar': 'ت. كييتا'}}}",False,miss,,assisted,"{'x': 11.1, 'y': 56.4, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.3, 'z': 12.5}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6938217,75,,4459,"{'start': {'x': 56.4, 'y': 11.1}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 87.5}}",16,941,1759,shot,
"{'name': 'Charly Keita', 'firstName': '', 'lastName': '', 'slug': 'keita-charly', 'shortName': 'C. Keita', 'position': 'F', 'jerseyNumber': '99', 'userCount': 56, 'gender': 'M', 'id': 1137495, 'fieldTranslations': {'nameTranslation': {'ar': 'كييتا، تشارلي'}, 'shortNameTranslation': {'ar': 'ت. كييتا'}}}",False,save,,assisted,"{'x': 12.2, 'y': 50.1, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.3, 'z': 22.8}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6938127,71,,4234,"{'start': {'x': 50.1, 'y': 12.2}, 'block': {'x': 49.5, 'y': 1.4}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 77.2}}",20,1166,1534,shot,"{'x': 1.4, 'y': 49.5, 'z': 0}"
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",False,block,,assisted,"{'x': 22.3, 'y': 62.4, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.2, 'z': 19}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6938126,71,,4227,"{'start': {'x': 62.4, 'y': 22.3}, 'block': {'x': 60.3, 'y': 19.3}, 'end': {'x': 46.8, 'y': 0}, 'goal': {'x': 46.8, 'y': 81}}",20,1173,1527,shot,"{'x': 19.3, 'y': 60.3, 'z': 0}"
"{'name': 'Iván Martos', 'slug': 'ivan-martos', 'shortName': 'I. Martos', 'position': 'D', 'jerseyNumber': '3', 'userCount': 13, 'gender': 'M', 'id': 915043, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتوس ، إيفان'}, 'shortNameTranslation': {'ar': 'م. ، إيفان'}}}",False,save,,corner,"{'x': 7.7, 'y': 51.1, 'z': 0}",head,low-left,"{'x': 0, 'y': 51.9, 'z': 10.1}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6937796,68,,4044,"{'start': {'x': 51.1, 'y': 7.7}, 'block': {'x': 50.7, 'y': 1}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 89.9}}",23,1356,1344,shot,"{'x': 1, 'y': 50.7, 'z': 0}"
"{'name': 'Stefan Šapić', 'slug': 'stefan-sapic', 'shortName': 'S. Šapić', 'position': 'D', 'jerseyNumber': '65', 'userCount': 36, 'gender': 'M', 'id': 836919, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان سابيتش', 'bn': 'স্টেফান সাপিক', 'hi': 'स्टीफ़न सैपिक'}, 'shortNameTranslation': {'ar': 'س. سابيتش', 'bn': 'এস. শ্যাপিক', 'hi': 'एस. सैपिक'}}}",True,goal,own,regular,"{'x': 7.4, 'y': 48.9, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 4.4}","{'name': 'Ognjen Čančarević', 'slug': 'ognjen-cancarevic', 'shortName': 'O. Čančarević', 'position': 'G', 'jerseyNumber': '55', 'userCount': 203, 'gender': 'M', 'id': 795899, 'fieldTranslations': {'nameTranslation': {'ar': 'أوجنجين تشاناريفيتش', 'bn': 'ওগনজেন ক্যানচারেভিচ', 'hi': 'ओग्जेन चांचारेविक'}, 'shortNameTranslation': {'ar': 'أ. تشاناريفيتش', 'bn': 'ও. কানকারেভিচ', 'hi': 'ओ. चांचारेविक'}}}",6937759,62,,3700,"{'start': {'x': 48.9, 'y': 7.4}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 95.6}}",29,1700,1000,shot,
