minute,value
1.0,-3
2.0,-3
3.0,-30
4.0,-11
5.0,-7
6.0,28
7.0,1
8.0,-17
9.0,-8
10.0,-10
11.0,-35
12.0,-21
13.0,-30
14.0,-21
15.0,-1
16.0,3
17.0,11
18.0,13
19.0,12
20.0,11
21.0,6
22.0,-5
23.0,-22
24.0,-17
25.0,-11
26.0,17
27.0,8
28.0,7
29.0,5
30.0,-6
31.0,-3
32.0,-2
33.0,10
34.0,-15
35.0,-13
36.0,-5
37.0,4
38.0,4
39.0,4
40.0,-55
41.0,-40
42.0,-50
43.0,-33
44.0,-35
45.0,-39
45.5,45
46.0,-4
47.0,-7
48.0,-11
49.0,14
50.0,-12
51.0,5
52.0,1
53.0,41
54.0,20
55.0,13
56.0,-16
57.0,18
58.0,35
59.0,4
60.0,4
61.0,4
62.0,-41
63.0,-26
64.0,-21
65.0,-21
66.0,-73
67.0,-37
68.0,-25
69.0,-17
70.0,34
71.0,10
72.0,3
73.0,-10
74.0,-10
75.0,-7
76.0,-1
77.0,25
78.0,-26
79.0,-11
80.0,34
81.0,13
82.0,51
83.0,40
84.0,8
85.0,-36
86.0,-29
87.0,-18
88.0,-22
89.0,-44
90.0,-24
90.5,-9
