match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,blockedScoringAttempt,keyPass,interceptionWon,penaltyConceded,shotOffTarget,dispossessed,hitWoodwork,penaltyWon
15280996,home,327162,Mladost DG,1648525,Balša  Radanović,balsa-radanovic,G,31,False,17.0,16.0,5.0,4.0,0.0,14.0,14.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,90.0,20.0,6.4,2.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,94.11764705882352,80.0,,,0.0,,,,,,,,
15280996,home,327162,Mladost DG,1391910,Vuko Vicković,vuko-vickovic,D,18,False,24.0,15.0,3.0,2.0,0.0,5.0,9.0,10.0,15.0,7.0,2.0,1.0,2.0,6.0,12.0,2.0,5.0,5.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,,90.0,41.0,6.9,11.0,0.01,0.18,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,10,5,62.5,66.66666666666666,28.57142857142857,100.0,,1.0,2.0,,,,,,
15280996,home,327162,Mladost DG,1036138,Jovan Vujisic,jovan-vujisic,D,5,False,31.0,25.0,6.0,3.0,0.0,18.0,21.0,7.0,10.0,0.0,0.0,2.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,,,,,,,70.0,38.0,5.3,7.0,0.0,0.0,"{'original': 5.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,0,4,80.64516129032258,50.0,,,,,,1.0,1.0,,,,
15280996,home,327162,Mladost DG,605370,Luka Uskoković,luka-uskokovic,D,4,False,61.0,52.0,7.0,4.0,0.0,35.0,39.0,17.0,21.0,1.0,0.0,3.0,5.0,9.0,9.0,0.0,3.0,2.0,1.0,1.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,90.0,7.7,17.0,0.13,0.0,"{'original': 7.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,8,10,4,6,85.24590163934425,57.14285714285714,0.0,66.66666666666666,,1.0,,1.0,,,,,
15280996,home,327162,Mladost DG,1381381,Matije Badnjar,matije-badnjar,D,3,False,14.0,10.0,4.0,2.0,0.0,5.0,5.0,5.0,9.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,46.0,15.0,6.3,3.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,71.42857142857143,50.0,0.0,,,,,,,,,,
15280996,home,327162,Mladost DG,1163021,Nelson Augustin Cordoba,nelson-augustin-cordoba,M,28,False,43.0,37.0,3.0,1.0,0.0,19.0,19.0,18.0,24.0,0.0,0.0,1.0,2.0,7.0,9.0,0.0,6.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,90.0,61.0,6.9,11.0,0.07,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,3,13,7,6,86.04651162790698,33.33333333333333,,66.66666666666666,,,,1.0,,1.0,,,
15280996,home,327162,Mladost DG,929719,Davor Kontić,davor-kontic,M,8,False,33.0,28.0,2.0,0.0,0.0,20.0,23.0,8.0,10.0,0.0,0.0,1.0,0.0,8.0,6.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,,,,,,64.0,39.0,6.5,3.0,0.04,0.04,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,6,7,84.84848484848484,0.0,,100.0,,,1.0,1.0,,,,,
15280996,home,327162,Mladost DG,978475,Stephano Almeida,stephano-almeida,M,27,False,11.0,9.0,0.0,0.0,0.0,3.0,4.0,6.0,7.0,1.0,0.0,2.0,0.0,11.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,25.0,6.9,12.0,0.08,0.22,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,3,9,81.81818181818183,,0.0,20.0,,,3.0,2.0,,1.0,1.0,,
15280996,home,327162,Mladost DG,1103884,Dušan Vuković,dusan-vukovic,M,77,False,20.0,16.0,4.0,2.0,0.0,3.0,4.0,13.0,16.0,0.0,0.0,1.0,0.0,14.0,7.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,46.0,6.1,14.0,0.5,0.11,"{'original': 6.1, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,1,20,7,13,80.0,50.0,,36.36363636363637,,2.0,2.0,1.0,,1.0,3.0,,
15280996,home,327162,Mladost DG,1497156,Lazar Knezevic,lazar-knezevic,M,7,False,19.0,14.0,4.0,0.0,0.0,6.0,7.0,8.0,12.0,1.0,0.0,3.0,2.0,9.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,70.0,27.0,5.9,7.0,0.04,0.0,"{'original': 5.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,1,6,73.68421052631578,0.0,0.0,33.33333333333333,,,,1.0,,1.0,2.0,1.0,
