player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Andrej Pupović', 'slug': 'andrej-pupovic', 'shortName': 'A. Pupović', 'position': 'D', 'jerseyNumber': '91', 'userCount': 8, 'gender': 'M', 'id': 1000577, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري بوبوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بوبوفيتش'}}}",False,save,regular,"{'x': 11, 'y': 28, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 4.4}",0.05195,0.06169,6869595,90,2.0,5485,"{'start': {'x': 28, 'y': 11}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 95.6}}",1,815,85,shot,,
"{'name': 'Nikola Pavličević', 'firstName': 'Nikola', 'lastName': 'Pavličević', 'slug': 'nikola-pavlicevic', 'shortName': 'N. Pavličević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 1, 'gender': 'M', 'id': 1648560, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بافليتشيفيتش'}, 'shortNameTranslation': {'ar': 'ن. بافليتشيفيتش'}}}",True,block,regular,"{'x': 15, 'y': 35, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1101,,6869594,90,1.0,5435,"{'start': {'x': 35, 'y': 15}, 'block': {'x': 35, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,865,35,shot,"{'x': 15, 'y': 35, 'z': 0}",
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'F', 'jerseyNumber': '29', 'userCount': 8, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",True,block,regular,"{'x': 10, 'y': 62, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1332,,6869593,90,1.0,5430,"{'start': {'x': 62, 'y': 10}, 'block': {'x': 62, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,870,30,shot,"{'x': 10, 'y': 62, 'z': 0}",
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 23, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,miss,regular,"{'x': 15, 'y': 28, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 51.3, 'z': 52}",0.1488,,6869592,89,,5339,"{'start': {'x': 28, 'y': 15}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 48}}",2,61,2639,shot,,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",False,miss,regular,"{'x': 12, 'y': 59, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.4, 'z': 58.1}",0.2178,,6869591,85,,5054,"{'start': {'x': 59, 'y': 12}, 'end': {'x': 42.6, 'y': 0}, 'goal': {'x': 42.6, 'y': 41.9}}",6,346,2354,shot,,
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 46, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",False,miss,corner,"{'x': 10, 'y': 38, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 42.3, 'z': 57.4}",0.0478,,6869590,82,,4878,"{'start': {'x': 38, 'y': 10}, 'end': {'x': 57.7, 'y': 0}, 'goal': {'x': 57.7, 'y': 42.6}}",9,522,2178,shot,,
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'F', 'jerseyNumber': '29', 'userCount': 8, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",True,miss,regular,"{'x': 26, 'y': 58, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 44.1, 'z': 44}",0.001702,,6869589,79,,4706,"{'start': {'x': 58, 'y': 26}, 'end': {'x': 55.9, 'y': 0}, 'goal': {'x': 55.9, 'y': 56}}",12,694,2006,shot,,
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 49, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",False,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 19.5}",0.76,0.81,6869597,77,,4592,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 80.5}}",14,808,1892,shot,,penalty
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 49, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",False,block,regular,"{'x': 11, 'y': 41, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1253,,6869588,76,,4535,"{'start': {'x': 41, 'y': 11}, 'block': {'x': 41, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,865,1835,shot,"{'x': 11, 'y': 41, 'z': 0}",
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'F', 'jerseyNumber': '29', 'userCount': 8, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",True,miss,regular,"{'x': 6, 'y': 65, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.3, 'z': 46.1}",0.08544,,6869587,73,,4326,"{'start': {'x': 65, 'y': 6}, 'end': {'x': 57.7, 'y': 0}, 'goal': {'x': 57.7, 'y': 53.9}}",18,1074,1626,shot,,
