minute,value
1.0,-4
2.0,17
3.0,8
4.0,27
5.0,-73
6.0,-22
7.0,17
8.0,13
9.0,45
10.0,58
11.0,52
12.0,21
13.0,11
14.0,2
15.0,8
16.0,-3
17.0,-16
18.0,-5
19.0,8
20.0,5
21.0,-26
22.0,-8
23.0,-9
24.0,-2
25.0,4
26.0,11
27.0,14
28.0,25
29.0,30
30.0,12
31.0,-18
32.0,-7
33.0,34
34.0,11
35.0,6
36.0,31
37.0,32
38.0,30
39.0,17
40.0,3
41.0,8
42.0,-9
43.0,-45
44.0,37
45.0,-8
45.5,-7
46.0,2
47.0,6
48.0,10
49.0,7
50.0,26
51.0,-47
52.0,-80
53.0,-50
54.0,-31
55.0,-25
56.0,-13
57.0,-4
58.0,-39
59.0,-9
60.0,-5
61.0,11
62.0,-42
63.0,-19
64.0,-10
65.0,-6
66.0,-10
67.0,-3
68.0,-2
69.0,-62
70.0,-43
71.0,-16
72.0,-10
73.0,-12
74.0,21
75.0,36
76.0,-25
77.0,-4
78.0,-21
79.0,-16
80.0,-15
81.0,-9
82.0,-10
83.0,-8
84.0,-16
85.0,-6
86.0,-21
87.0,-15
88.0,-2
89.0,3
90.0,3
90.5,34
