match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,interceptionWon,blockedScoringAttempt,dispossessed,keyPass,shotOffTarget
14147382,home,6223,FK Arsenal Tivat,881019,Vanja Vučićević,vanja-vucicevic,F,22,False,9.0,4.0,1.0,0.0,0.0,1.0,2.0,7.0,2.0,1.0,6.0,1.0,11.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,60.0,24.0,6.7,9.0,0.01,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,7,8,3,5,44.44444444444444,0.0,50.0,66.66666666666666,,3.0,,,1.0,,
14147382,home,37956,FK Arsenal Tivat,205970,Julian Montenegro,julian-montenegro,F,11,True,8.0,3.0,1.0,0.0,0.0,,1.0,6.0,0.0,0.0,2.0,2.0,5.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,30.0,11.0,6.6,4.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,2,3,37.5,0.0,,50.0,,2.0,1.0,,,,
14147382,home,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,True,14.0,10.0,1.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,30.0,19.0,6.3,6.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,0,4,71.42857142857143,0.0,,,,5.0,1.0,,,,
14147382,home,509406,FK Arsenal Tivat,941693,Aleksandar Katanić,aleksandar-katanic,F,9,True,2.0,1.0,0.0,0.0,0.0,,,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9.0,6.0,6.3,2.0,0.02,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,50.0,,,,,1.0,,1.0,1.0,,
14147382,home,37956,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147382,home,37956,FK Arsenal Tivat,1799087,Mihailo Živaljević,mihailo-zivaljevic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147382,home,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,M,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147382,home,37956,FK Arsenal Tivat,2357411,Stefan Labović,stefan-labovic,F,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147382,home,37956,FK Arsenal Tivat,2210662,Vasilije Kašćelan,vasilije-kascelan,,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147382,away,327162,Mladost DG,931333,Petar Radulović,petar-radulovic,G,25,False,18.0,12.0,11.0,5.0,0.0,7.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,90.0,20.0,7.7,9.0,0.0,0.0,"{'original': 7.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,66.66666666666666,45.45454545454545,,,0.0,4.0,2.0,,,,
