player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Nemanja Nikolić', 'firstName': 'Nemanja Nikolic', 'lastName': '', 'slug': 'nemanja-nikolic', 'shortName': 'N. Nikolić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 335, 'gender': 'M', 'id': 1086387, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا نيكوليتش', 'bn': 'নেমাঞ্জা নিকোলিচ', 'hi': 'नेमांजा निकोलिक'}, 'shortNameTranslation': {'ar': 'ن. نيكوليتش', 'bn': 'এন. নিকোলিচ', 'hi': 'एन. निकोलिक'}}}",True,save,regular,"{'x': 11, 'y': 68, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 6.8}",0.09899,0.08169,6791411,90,5.0,5653,"{'start': {'x': 68, 'y': 11}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 93.2}}",1,647,253,shot,,
"{'name': 'Marko Milickovic', 'slug': 'marko-milickovic', 'shortName': 'M. Milickovic', 'position': 'M', 'jerseyNumber': '10', 'userCount': 30, 'gender': 'M', 'id': 890615, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميليكوفيتش', 'bn': 'মার্কো মিলিকোভিচ', 'hi': 'मार्को मिलिकोविच'}, 'shortNameTranslation': {'ar': 'م. ميليكوفيتش', 'bn': 'এম. মিলিকোভিচ', 'hi': 'एम. मिलिकोविच'}}}",True,miss,regular,"{'x': 10, 'y': 70, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.7, 'z': 28.3}",0.05461,,6791410,90,3.0,5542,"{'start': {'x': 70, 'y': 10}, 'end': {'x': 43.3, 'y': 0}, 'goal': {'x': 43.3, 'y': 71.7}}",1,758,142,shot,,
"{'name': 'Marko Milickovic', 'slug': 'marko-milickovic', 'shortName': 'M. Milickovic', 'position': 'M', 'jerseyNumber': '10', 'userCount': 30, 'gender': 'M', 'id': 890615, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميليكوفيتش', 'bn': 'মার্কো মিলিকোভিচ', 'hi': 'मार्को मिलिकोविच'}, 'shortNameTranslation': {'ar': 'م. ميليكوفيتش', 'bn': 'এম. মিলিকোভিচ', 'hi': 'एम. मिलिकोविच'}}}",True,miss,free-kick,"{'x': 18, 'y': 48, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.3, 'z': 21.7}",0.004688,,6791412,88,,5223,"{'start': {'x': 48, 'y': 18}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 78.3}}",3,177,2523,shot,,
"{'name': 'Jovan Čađenović', 'slug': 'jovan-cadenovic', 'shortName': 'J. Čađenović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 24, 'gender': 'M', 'id': 850088, 'fieldTranslations': {'nameTranslation': {'ar': 'يوڤان كادينوفيتش', 'bn': 'জোভান কাদেনোভিচ', 'hi': 'जोवन कैडेनोविच'}, 'shortNameTranslation': {'ar': 'ي. كادينوفيتش', 'bn': 'জে. কাদেনোভিচ', 'hi': 'जे. कैडेनोविच'}}}",False,miss,regular,"{'x': 12, 'y': 55, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 54.9, 'z': 56}",0.2276,,6791409,84,,5024,"{'start': {'x': 55, 'y': 12}, 'end': {'x': 45.1, 'y': 0}, 'goal': {'x': 45.1, 'y': 44}}",7,376,2324,shot,,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 40, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",False,block,regular,"{'x': 11, 'y': 47, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.2007,,6791408,84,,5021,"{'start': {'x': 47, 'y': 11}, 'block': {'x': 47, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",7,379,2321,shot,"{'x': 11, 'y': 47, 'z': 0}",
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 40, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",False,goal,set-piece,"{'x': 3, 'y': 46, 'z': 0}",head,high-centre,"{'x': 0, 'y': 49.5, 'z': 30.1}",0.7665,0.8573,6791407,80,,4773,"{'start': {'x': 46, 'y': 3}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 69.9}}",11,627,2073,shot,,regular
"{'name': 'Bojan Damjanovic', 'firstName': 'Bojan', 'lastName': 'Damjanovic', 'slug': 'bojan-damjanovic', 'shortName': 'B. Damjanović', 'position': 'D', 'jerseyNumber': '91', 'userCount': 17, 'gender': 'M', 'id': 1423507, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان داميانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. داميانوفيتش'}}}",False,miss,set-piece,"{'x': 8, 'y': 58, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.4, 'z': 10.6}",0.2529,,6791406,80,,4772,"{'start': {'x': 58, 'y': 8}, 'end': {'x': 41.6, 'y': 0}, 'goal': {'x': 41.6, 'y': 89.4}}",11,628,2072,shot,,
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 49, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",True,goal,regular,"{'x': 8, 'y': 42, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.1, 'z': 19.3}",0.1939,0.5521,6791405,68,,4078,"{'start': {'x': 42, 'y': 8}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 80.7}}",23,1322,1378,shot,,regular
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'bn': 'আন্দ্রিজা রাজনাতোভিচ', 'hi': 'एंड्रीजा रज्नाटोविक'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'bn': 'এ. রাজনাতোভিচ', 'hi': 'ए. रज्नाटोविक'}}}",False,miss,regular,"{'x': 13, 'y': 25, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.7, 'z': 41.6}",0.03415,,6791404,59,,3530,"{'start': {'x': 25, 'y': 13}, 'end': {'x': 56.3, 'y': 0}, 'goal': {'x': 56.3, 'y': 58.4}}",32,1870,830,shot,,
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 46, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",True,miss,corner,"{'x': 8, 'y': 56, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 44.1, 'z': 34.6}",0.1517,,6791403,56,,3360,"{'start': {'x': 56, 'y': 8}, 'end': {'x': 55.9, 'y': 0}, 'goal': {'x': 55.9, 'y': 65.4}}",35,2040,660,shot,,
