player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",False,block,regular,"{'x': 18.2, 'y': 51.3, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}","{'x': 15.1, 'y': 50.9, 'z': 0}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6113645,87,5164,"{'start': {'x': 51.3, 'y': 18.2}, 'block': {'x': 50.9, 'y': 15.1}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",4,236,2464,shot,
"{'name': 'Đorđe Skoko', 'slug': 'dorde-skoko', 'shortName': 'Đ. Skoko', 'position': 'D', 'jerseyNumber': '26', 'userCount': 52, 'gender': 'M', 'id': 1468253, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي سكوكو'}, 'shortNameTranslation': {'ar': 'د. سكوكو'}}}",True,miss,set-piece,"{'x': 7.7, 'y': 55.4, 'z': 0}",head,high,"{'x': 0, 'y': 47.4, 'z': 70.8}",,"{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6113565,74,4395,"{'start': {'x': 55.4, 'y': 7.7}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 29.2}}",17,1005,1695,shot,
"{'name': 'Jovan Milošević', 'firstName': 'Jovan Milosevic', 'lastName': '', 'slug': 'jovan-milosevic', 'shortName': 'J. Milošević', 'position': 'F', 'jerseyNumber': '7', 'userCount': 2321, 'gender': 'M', 'id': 1154491, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسيفيتش', 'bn': 'জোভান মিলোসেভিচ', 'hi': 'जोवन मिलोसेवीक'}, 'shortNameTranslation': {'ar': 'ي. ميلوسيفيتش', 'bn': 'জে. মিলোসেভিচ', 'hi': 'जे. मिलोसेवीक'}}}",False,goal,assisted,"{'x': 10.7, 'y': 42.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 15.2}",,"{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6113560,69,4101,"{'start': {'x': 42.3, 'y': 10.7}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 84.8}}",22,1299,1401,shot,regular
"{'name': 'Bibars\xa0Natcho', 'firstName': '', 'lastName': '', 'slug': 'bibars-natcho', 'shortName': 'Bibars\xa0Natcho', 'position': 'M', 'jerseyNumber': '10', 'userCount': 1028, 'gender': 'M', 'id': 19191, 'fieldTranslations': {'nameTranslation': {'ar': 'بيبراس ناتخو', 'bn': 'বিবরস নাচো', 'hi': 'बिबर्स नैचो'}, 'shortNameTranslation': {'ar': 'ب. ناتخو', 'bn': 'নাচো বিবার্স', 'hi': 'बिबर्स नैचो'}}}",False,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.1, 'z': 7}",,"{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6113551,58,3421,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 53.9, 'y': 0}, 'goal': {'x': 53.9, 'y': 93}}",33,1979,721,shot,penalty
"{'name': 'Đorđe Skoko', 'slug': 'dorde-skoko', 'shortName': 'Đ. Skoko', 'position': 'D', 'jerseyNumber': '26', 'userCount': 52, 'gender': 'M', 'id': 1468253, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي سكوكو'}, 'shortNameTranslation': {'ar': 'د. سكوكو'}}}",True,miss,set-piece,"{'x': 2.4, 'y': 51.9, 'z': 0}",right-foot,high,"{'x': 0, 'y': 48.4, 'z': 70.8}",,"{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6113506,45,2659,"{'start': {'x': 51.9, 'y': 2.4}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 29.2}}",1,41,2659,shot,
"{'name': 'Mateja Zuvić', 'firstName': '', 'lastName': '', 'slug': 'mateja-zuvic', 'shortName': 'M. Zuvić', 'position': 'F', 'jerseyNumber': '32', 'userCount': 18, 'gender': 'M', 'id': 1047458, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا زوفيتش'}, 'shortNameTranslation': {'ar': 'م. زوفيتش'}}}",True,post,set-piece,"{'x': 12.4, 'y': 60, 'z': 0}",head,left,"{'x': 0, 'y': 55, 'z': 19.6}",,"{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6113505,45,2657,"{'start': {'x': 60, 'y': 12.4}, 'end': {'x': 45, 'y': 0}, 'goal': {'x': 45, 'y': 80.4}}",1,43,2657,shot,
"{'name': 'Ognjen Krsmanović', 'slug': 'ognjen-krsmanovic', 'shortName': 'O. Krsmanović', 'position': 'F', 'jerseyNumber': '22', 'userCount': 24, 'gender': 'M', 'id': 1398997, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين كرسمنوفيتش'}, 'shortNameTranslation': {'ar': 'أ. كرسمنوفيتش'}}}",True,save,assisted,"{'x': 9.3, 'y': 48.5, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.3, 'z': 22.2}","{'x': 1.2, 'y': 49.1, 'z': 0}","{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6113499,43,2540,"{'start': {'x': 48.5, 'y': 9.3}, 'block': {'x': 49.1, 'y': 1.2}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 77.8}}",3,160,2540,shot,
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",False,block,assisted,"{'x': 23.5, 'y': 43, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 19}","{'x': 19, 'y': 44.2, 'z': 0}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6113495,39,2283,"{'start': {'x': 43, 'y': 23.5}, 'block': {'x': 44.2, 'y': 19}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 81}}",7,417,2283,shot,
"{'name': 'Marko Bjeković', 'firstName': '', 'lastName': '', 'slug': 'marko-bjekovic', 'shortName': 'M. Bjeković', 'position': 'D', 'jerseyNumber': '13', 'userCount': 27, 'gender': 'M', 'id': 981518, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو بييكوفيتش'}, 'shortNameTranslation': {'ar': 'م. بييكوفيتش'}}}",True,block,throw-in-set-piece,"{'x': 17.5, 'y': 64.8, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46, 'z': 19}","{'x': 16, 'y': 63.9, 'z': 0}","{'name': 'Marko Milošević', 'firstName': '', 'lastName': '', 'slug': 'marko-milosevic', 'shortName': 'M. Milošević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 406, 'gender': 'M', 'id': 844305, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميلوشيفيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوشيفيتش'}}}",6113494,38,2225,"{'start': {'x': 64.8, 'y': 17.5}, 'block': {'x': 63.9, 'y': 16}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 81}}",8,475,2225,shot,
"{'name': 'Ognjen Ugrešić', 'firstName': 'Ognjen Ugresic', 'slug': 'ognjen-ugresic', 'shortName': 'O. Ugrešić', 'position': 'M', 'jerseyNumber': '36', 'userCount': 1005, 'gender': 'M', 'id': 1427161, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين أوجريتش'}, 'shortNameTranslation': {'ar': 'أ. أوجريتش'}}}",False,miss,assisted,"{'x': 20.3, 'y': 50.9, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41, 'z': 31.9}",,"{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6113491,36,2135,"{'start': {'x': 50.9, 'y': 20.3}, 'end': {'x': 59, 'y': 0}, 'goal': {'x': 59, 'y': 68.1}}",10,565,2135,shot,
