minute,value
1.0,-4
2.0,-3
3.0,-5
4.0,-7
5.0,-8
6.0,-8
7.0,-42
8.0,-36
9.0,-24
10.0,23
11.0,30
12.0,16
13.0,7
14.0,9
15.0,-16
16.0,11
17.0,-4
18.0,6
19.0,-27
20.0,-56
21.0,-54
22.0,-37
23.0,-28
24.0,-46
25.0,45
26.0,17
27.0,5
28.0,10
29.0,8
30.0,1
31.0,4
32.0,-9
33.0,-15
34.0,29
35.0,8
36.0,15
37.0,14
38.0,17
39.0,-16
40.0,-2
41.0,-11
42.0,-12
43.0,24
44.0,42
45.0,19
45.5,4
46.0,-8
47.0,-18
48.0,-17
49.0,-17
50.0,-17
51.0,-17
52.0,-63
53.0,-55
54.0,-48
55.0,-42
56.0,-21
57.0,-8
58.0,-35
59.0,-35
60.0,-29
61.0,-34
62.0,-22
63.0,-11
64.0,-9
65.0,-7
66.0,22
67.0,-22
68.0,-34
69.0,-28
70.0,-59
71.0,-31
72.0,-11
73.0,-17
74.0,32
75.0,19
76.0,14
77.0,32
78.0,34
79.0,19
80.0,13
81.0,9
82.0,19
83.0,14
84.0,12
85.0,10
86.0,9
87.0,14
88.0,12
89.0,9
90.0,9
90.5,7
