match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,interceptionWon,dispossessed,shotOffTarget,penaltyWon,keyPass,penaltyConceded,blockedScoringAttempt
15280989,home,6216,OFK Petrovac,188987,Marko Kordić,marko-kordic,G,25,False,29.0,24.0,15.0,10.0,0.0,21.0,23.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,90.0,32.0,8.0,5.0,0.76,0.0,"{'original': 8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,82.75862068965517,66.66666666666666,,,0.0,,,,,,,
15280989,home,6216,OFK Petrovac,882142,Danilo Pešukić,danilo-pesukic,D,29,False,54.0,39.0,13.0,5.0,0.0,14.0,16.0,24.0,36.0,6.0,4.0,6.0,4.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,90.0,65.0,7.6,18.0,0.0,0.0,"{'original': 7.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,10,10,6,4,72.22222222222221,38.46153846153847,66.66666666666666,0.0,,4.0,,,,,,
15280989,home,6216,OFK Petrovac,101141,Marko Roganović,marko-roganovic,D,99,False,57.0,51.0,5.0,2.0,0.0,35.0,37.0,13.0,17.0,0.0,0.0,4.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,15.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,90.0,69.0,7.7,8.0,0.0,0.0,"{'original': 7.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,8,5,3,2,89.47368421052632,40.0,,,,3.0,1.0,,,,,
15280989,home,6216,OFK Petrovac,55534,Aleksandar Kapisoda,aleksandar-kapisoda,D,5,False,50.0,45.0,4.0,4.0,0.0,34.0,36.0,9.0,11.0,0.0,0.0,5.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,90.0,61.0,7.8,10.0,0.0,0.0,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,9,5,2,3,90.0,100.0,,,,5.0,,,,,,
15280989,home,6216,OFK Petrovac,57339,Dejan Boljević,dejan-boljevic,D,33,False,56.0,35.0,8.0,2.0,0.0,17.0,26.0,15.0,26.0,1.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,67.0,6.8,24.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,2,3,62.5,25.0,0.0,,,3.0,,,,,,
15280989,home,6216,OFK Petrovac,889063,Stefan Fićović,stefan-ficovic,M,18,False,56.0,47.0,6.0,2.0,0.0,24.0,26.0,19.0,25.0,1.0,0.0,9.0,3.0,17.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,,,,,,90.0,75.0,7.0,12.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,12,12,4,8,83.92857142857143,33.33333333333333,0.0,100.0,,6.0,,,,,,
15280989,home,6216,OFK Petrovac,1149279,Dragan Miranović,dragan-miranovic,M,22,False,49.0,49.0,3.0,3.0,0.0,34.0,34.0,14.0,14.0,0.0,0.0,4.0,3.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,90.0,67.0,7.1,8.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,7,11,4,7,100.0,100.0,,,,3.0,1.0,,,,,
15280989,home,6216,OFK Petrovac,1381384,Nemanja Carević,nemanja-carevic,M,21,False,28.0,25.0,4.0,2.0,0.0,8.0,8.0,16.0,19.0,1.0,1.0,1.0,0.0,13.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,81.0,43.0,6.4,10.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,1,15,3,12,89.28571428571429,50.0,100.0,66.66666666666666,,1.0,3.0,,,,,
15280989,home,6216,OFK Petrovac,1030468,Žarko Popović,zarko-popovic,M,4,False,22.0,14.0,2.0,0.0,0.0,8.0,10.0,6.0,12.0,1.0,0.0,2.0,0.0,14.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,,,,,,61.0,41.0,6.2,11.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,2,18,6,12,63.63636363636363,0.0,0.0,100.0,,,4.0,,,,,
15280989,home,6216,OFK Petrovac,979046,Nemanja Belaković,nemanja-belakovic,M,11,False,21.0,17.0,2.0,2.0,0.0,9.0,10.0,6.0,9.0,2.0,0.0,4.0,1.0,9.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,,81.0,44.0,7.1,11.0,0.01,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,5,10,5,5,80.95238095238095,100.0,0.0,50.0,,3.0,1.0,1.0,,,,
