minute,value
1.0,-5
2.0,-8
3.0,-9
4.0,-10
5.0,-18
6.0,-17
7.0,-14
8.0,-1
9.0,23
10.0,-16
11.0,-33
12.0,31
13.0,-8
14.0,-7
15.0,-5
16.0,-7
17.0,-11
18.0,-13
19.0,29
20.0,14
21.0,10
22.0,17
23.0,3
24.0,-55
25.0,-42
26.0,-50
27.0,-21
28.0,-1
29.0,-25
30.0,-11
31.0,-2
32.0,-19
33.0,-20
34.0,-6
35.0,-23
36.0,-4
37.0,22
38.0,74
39.0,86
40.0,44
41.0,33
42.0,27
43.0,-27
44.0,-16
45.0,-4
45.5,0
46.0,-2
47.0,-16
48.0,-21
49.0,-16
50.0,-35
51.0,-57
52.0,-36
53.0,-12
54.0,-7
55.0,30
56.0,20
57.0,13
58.0,-22
59.0,-31
60.0,-23
61.0,19
62.0,-4
63.0,1
64.0,-32
65.0,-22
66.0,-50
67.0,-4
68.0,3
69.0,4
70.0,-24
71.0,-9
72.0,-2
73.0,16
74.0,-21
75.0,-100
76.0,-59
77.0,-39
78.0,-2
79.0,-4
80.0,3
81.0,-50
82.0,-39
83.0,-33
84.0,-18
85.0,-47
86.0,-18
87.0,-9
88.0,-16
89.0,-11
90.0,-3
90.5,25
