match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,saves,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,duelLost,dispossessed,totalContest,bigChanceMissed,onTargetScoringAttempt,totalClearance,interceptionWon,unsuccessfulTouch,fouls,keyPass,shotValueNormalized,aerialWon,duelWon,challengeLost,outfielderBlock,totalTackle,shotOffTarget,blockedScoringAttempt,wonContest,wonTackle,wasFouled,bestBallCarryProgression,totalProgressiveBallCarriesDistance,accurateCross,goals,goodHighClaim,savedShotsFromInsideTheBox,punches,ownGoals,clearanceOffLine,totalOffside,bigChanceCreated
14015589,home,5148,FK Čukarički,905103,Slobodan Tedić,slobodan-tedic,F,9,False,26.0,18.0,1.0,1.0,0.0,3.0,4.0,15.0,22.0,3.0,,90.0,44.0,6.5,12.0,134.18080855662,13.0,41.385391880986,3.0,,"{'original': 6.5, 'alternative': 7.3}",6,-0.01,0.38,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,6,6,4,2,69.23076923076923,100.0,,100.0,,,4.0,6.0,,1.0,,3.0,1.0,1.0,4.0,2.0,,-0.58,2.0,6.0,,,,1.0,2.0,1.0,,3.0,26.038184315903,82.887524949565,,,,,,,,,
14015589,home,5148,FK Čukarički,834586,Lazar Tufegdžić,lazar-tufegdzic,M,7,True,10.0,7.0,1.0,,0.0,2.0,2.0,5.0,8.0,2.0,,27.0,13.0,6.3,4.0,31.520305179523,6.0,16.47795339531,1.0,,"{'original': 6.3, 'alternative': 6.3}",0,0.03,0.09,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,70.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,8.880548719041,8.9748350402668,,,,,,,,,
14015589,home,5148,FK Čukarički,69362,Miloš Cvetković,milos-cvetkovic,D,27,True,11.0,8.0,2.0,,0.0,6.0,6.0,2.0,5.0,,,14.0,17.0,6.6,5.0,40.349542997185,6.0,10.83139628067,0.0,,"{'original': 6.6, 'alternative': 6.6}",0,-0.03,0.01,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,72.72727272727273,,,,,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
14015589,home,5148,FK Čukarički,1595518,Veljko Radosavljević,veljko-radosavljevic,M,86,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,14.0,7.0,6.9,1.0,14.267162612096,1.0,0.36145508571546,0.0,,"{'original': 6.9, 'alternative': 6.8}",0,0.39,-0.02,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,80.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
14015589,home,5148,FK Čukarički,1464578,Lazar Stojanović,lazar-stojanovic,D,29,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,,7.1730529762438,1.0,-0.32206974441401,0.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14015589,home,5148,FK Čukarički,1005616,Lazar Mijović,lazar-mijovic,F,18,True,,,,,0.0,,,,,,,1.0,1.0,,1.0,4.5802970427692,1.0,2.9142755817966,0.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,home,362051,FK Čukarički,1165845,Ognjen Abramušić,ognjen-abramusic,M,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,home,5148,FK Čukarički,1584983,Vladan Čarapić,vladan-carapic,G,81,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,home,5148,FK Čukarički,1457564,Brandon Cambridge,cambridge-brandon,F,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,home,5148,FK Čukarički,1595759,Ismael Maiga,ismael-maiga,D,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,home,5148,FK Čukarički,1446160,Aboubacar Cisse,aboubacar-cisse,F,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,home,5148,FK Čukarički,1457404,Emmanuel Dzigbah,emmanuel-dzigbah,M,42,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,844128,Dragan Rosić,dragan-rosic,G,12,False,21.0,7.0,15.0,1.0,0.0,6.0,10.0,1.0,11.0,11.0,6.0,90.0,37.0,7.0,14.0,28.274723730012,6.0,-19.90124353232,0.0,0.2808,"{'original': 7, 'alternative': 7.1}",0,0.0,-0.12,-0.24,0.29,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,33.33333333333333,6.666666666666667,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,2.0,2.0,,,,
14015589,away,5150,FK Vojvodina,862782,Lazar Nikolić,lazar-nikolic,D,22,False,27.0,19.0,5.0,,0.0,13.0,17.0,6.0,10.0,5.0,,90.0,54.0,6.6,12.0,65.985810830598,7.0,38.291596978824,1.0,,"{'original': 6.6, 'alternative': 6.7}",0,0.03,0.06,-0.33,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,6,3,70.37037037037037,,,,,1.0,,3.0,,,,,8.0,1.0,2.0,1.0,,,1.0,7.0,2.0,,4.0,,,,4.0,2.0,12.337367215031,17.902870049241,,,,,,,,,
14015589,away,5150,FK Vojvodina,1165848,Siniša Tanjga,sinisa-tanjga,D,6,False,32.0,23.0,8.0,2.0,0.0,19.0,23.0,4.0,9.0,2.0,,90.0,56.0,6.2,11.0,122.65566234016,16.0,22.923806464129,0.0,,"{'original': 6.2, 'alternative': 6.6}",0,0.14,0.14,-0.47,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,7,8,4,4,71.875,25.0,,,,,2.0,6.0,,,,,10.0,,2.0,3.0,1.0,,5.0,9.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,1.0,,,
14015589,away,5150,FK Vojvodina,795878,Đorđe Crnomarković,dorde-crnomarkovic,D,5,False,32.0,25.0,6.0,3.0,0.0,19.0,22.0,6.0,10.0,4.0,,90.0,50.0,7.2,8.0,135.63051144581,15.0,29.727066188203,0.0,,"{'original': 7.2, 'alternative': 7.1}",1,-0.16,0.52,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,3,2,78.125,50.0,,,,,1.0,3.0,,,,,10.0,2.0,,2.0,,-0.45,3.0,6.0,,,2.0,1.0,,,2.0,1.0,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,974434,Lucas Barros,lucas-barros,D,23,False,22.0,19.0,4.0,2.0,0.0,7.0,8.0,12.0,14.0,3.0,,90.0,43.0,7.2,6.0,75.115180442846,12.0,28.622190775668,0.0,,"{'original': 7.2, 'alternative': 7.5}",0,0.05,0.02,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,4,1,86.36363636363636,50.0,,,,1.0,1.0,2.0,,,,,2.0,,1.0,1.0,,,1.0,5.0,,3.0,2.0,,,,1.0,2.0,,,,,,,,,1.0,,
14015589,away,5150,FK Vojvodina,844179,Njegoš Petrović,njegos-petrovic,M,18,False,53.0,42.0,5.0,3.0,0.0,21.0,25.0,21.0,28.0,10.0,,90.0,70.0,8.6,15.0,122.98026412941,19.0,13.623093368654,2.0,,"{'original': 8.6, 'alternative': 7.5}",4,0.4,0.29,0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,6,3,79.24528301886792,60.0,,50.0,,,1.0,4.0,1.0,2.0,,1.0,,,2.0,1.0,,0.49,2.0,8.0,,1.0,1.0,2.0,1.0,1.0,1.0,4.0,12.6209064447,19.431231199823,,1.0,,,,,,,
14015589,away,5150,FK Vojvodina,257071,Vukan Savićević,vukan-savicevic,M,8,False,49.0,39.0,5.0,4.0,0.0,15.0,16.0,24.0,33.0,1.0,,80.0,65.0,6.9,15.0,295.12952193231,30.0,97.532847756585,3.0,,"{'original': 6.9, 'alternative': 7.1}",4,0.42,0.2,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,5,7,79.59183673469387,80.0,50.0,50.0,,2.0,,7.0,1.0,4.0,,1.0,,,1.0,3.0,2.0,-0.23,1.0,6.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,30.256910057372,72.114148962099,1.0,,,,,,,1.0,
14015589,away,5150,FK Vojvodina,938000,Lazar Ranđelović,lazar-randelovic,M,77,False,13.0,8.0,,,1.0,3.0,5.0,5.0,8.0,1.0,,69.0,26.0,6.8,9.0,110.90233376457,9.0,24.222444957808,0.0,,"{'original': 6.8, 'alternative': 7.1}",0,0.38,0.07,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,5,4,61.53846153846154,,25.0,100.0,,4.0,,4.0,1.0,2.0,,,1.0,,,2.0,2.0,,2.0,7.0,1.0,,2.0,,,2.0,1.0,1.0,,,1.0,,,,,,,2.0,
14015589,away,5150,FK Vojvodina,858238,Milutin Vidosavljević,milutin-vidosavljevic,M,55,False,29.0,21.0,2.0,1.0,0.0,9.0,10.0,12.0,19.0,9.0,,89.0,44.0,7.8,15.0,178.76784372243,19.0,-11.673029914436,0.0,,"{'original': 7.8, 'alternative': 7.7}",2,-0.17,0.33,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,4,2,72.41379310344827,50.0,100.0,,,1.0,2.0,4.0,2.0,,,1.0,,,4.0,,2.0,0.5,,4.0,,,2.0,1.0,,,2.0,2.0,,,1.0,1.0,,,,,,,
14015589,away,5150,FK Vojvodina,1656646,Milan Kolarević,milan-kolarevic,M,21,False,16.0,10.0,,,0.0,5.0,7.0,5.0,9.0,3.0,,69.0,40.0,6.5,15.0,159.55236102421,18.0,26.702575866918,2.0,,"{'original': 6.5, 'alternative': 6.7}",1,0.16,0.08,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,62.5,,20.0,,,5.0,1.0,3.0,,1.0,,,,,4.0,,2.0,-0.04,,2.0,1.0,,,,1.0,,,2.0,12.448888357687,32.480945580559,1.0,,,,,,,,
14015589,away,5150,FK Vojvodina,842317,Aleksa Vukanović,aleksa-vukanovic,F,9,False,15.0,10.0,1.0,1.0,1.0,5.0,8.0,5.0,7.0,3.0,,90.0,29.0,6.9,9.0,142.14480127142,11.0,17.351620777889,1.0,,"{'original': 6.9, 'alternative': 7.7}",3,0.27,0.29,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,7,7,4,3,66.66666666666666,100.0,,100.0,,,5.0,8.0,1.0,2.0,,,1.0,,2.0,2.0,3.0,-0.57,2.0,6.0,,1.0,,3.0,,2.0,,2.0,15.670277011977,24.925,,,,,,,,,1.0
14015589,away,5150,FK Vojvodina,1520997,Vando Félix,vando-felix,F,7,True,5.0,4.0,,,1.0,1.0,2.0,3.0,3.0,,,21.0,11.0,6.9,2.0,20.690011461085,3.0,6.7519525555609,0.0,,"{'original': 6.9, 'alternative': 7.3}",0,0.14,-0.14,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,80.0,,,100.0,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,4.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,1403053,Marko Mladenović,mladenovic-marko,M,11,True,8.0,6.0,1.0,,0.0,2.0,2.0,4.0,6.0,1.0,,21.0,11.0,6.4,5.0,46.73510803923,6.0,-9.6366328490456,0.0,,"{'original': 6.4, 'alternative': 6.2}",0,-0.17,0.06,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,75.0,,,,,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,1114797,Dragan Kokanović,dragan-kokanovic,M,20,True,5.0,4.0,,,0.0,3.0,4.0,1.0,1.0,1.0,,10.0,11.0,7.7,3.0,32.498051462366,3.0,12.340120468115,1.0,,"{'original': 7.7, 'alternative': 7.5}",1,0.01,0.04,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,80.0,,,,,,,2.0,1.0,,,1.0,,2.0,1.0,1.0,,0.51,1.0,1.0,,,,,,,,,15.623260701794,17.958273886986,,1.0,,,,,,,
14015589,away,5150,FK Vojvodina,111754,Marko Poletanović,marko-poletanovic,M,4,True,5.0,3.0,2.0,,0.0,2.0,2.0,1.0,3.0,2.0,,8.0,7.0,6.7,2.0,7.4450960416956,2.0,-2.8278824699293,0.0,,"{'original': 6.7, 'alternative': 6.7}",1,0.05,0.03,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,60.0,,,,,,1.0,1.0,,,,,,,,,,-0.02,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,1102771,Matija Gočmanac,matija-gocmanac,G,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,1121635,Marko Veličković,marko-velickovic,M,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,796365,Mihai Butean,mihai-butean,D,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,50306,Slobodan Medojević,slobodan-medojevic,M,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,away,263770,FK Vojvodina,1983681,Damjan Đokanović,damjan-dokanovic,F,36,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,1656621,Petar Sukačev,petar-sukacev,M,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015589,away,5150,FK Vojvodina,795913,John Mary,john-mary,F,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
