player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,block,regular,"{'x': 19, 'y': 67, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 19, 'y': 67, 'z': 0}",0.002741,6566335,90,5.0,5642,"{'start': {'x': 67, 'y': 19}, 'block': {'x': 67, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,658,242,shot,,
"{'name': 'Lazar Knezevic', 'firstName': 'Lazar Knezevic', 'slug': 'lazar-knezevic', 'shortName': 'L. Knezevic', 'position': 'M', 'jerseyNumber': '7', 'userCount': 5, 'gender': 'M', 'id': 1497156, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ل. كنيزيفيتش'}}}",False,miss,regular,"{'x': 6, 'y': 32, 'z': 0}",head,close-right,"{'x': 0, 'y': 44, 'z': 9.6}",,0.06304,6566334,84,,5003,"{'start': {'x': 32, 'y': 6}, 'end': {'x': 56, 'y': 0}, 'goal': {'x': 56, 'y': 90.4}}",7,397,2303,shot,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,save,regular,"{'x': 25, 'y': 46, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 1.5}",,0.05996,6566333,73,,4324,"{'start': {'x': 46, 'y': 25}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 98.5}}",18,1076,1624,shot,0.2162,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,goal,regular,"{'x': 21, 'y': 56, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 2.6}",,0.0473,6566332,70,,4172,"{'start': {'x': 56, 'y': 21}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 97.4}}",21,1228,1472,shot,0.1993,regular
"{'name': 'Nelson Augustin Cordoba', 'firstName': '', 'lastName': '', 'slug': 'nelson-augustin-cordoba', 'shortName': 'N. A. Cordoba', 'position': 'M', 'jerseyNumber': '28', 'userCount': 13, 'gender': 'M', 'id': 1163021, 'fieldTranslations': {'nameTranslation': {'ar': 'نيلسون أوغستين كوردوبا'}, 'shortNameTranslation': {'ar': 'ن. كوردوبا'}}}",False,miss,regular,"{'x': 22, 'y': 33, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.7, 'z': 20.2}",,0.02887,6566331,68,,4050,"{'start': {'x': 33, 'y': 22}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 79.8}}",23,1350,1350,shot,,
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,goal,regular,"{'x': 13, 'y': 74, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 53.4, 'z': 27.1}",,0.03818,6566330,59,,3524,"{'start': {'x': 74, 'y': 13}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 72.9}}",32,1876,824,shot,0.4703,regular
"{'name': 'Lazar Knezevic', 'firstName': 'Lazar Knezevic', 'slug': 'lazar-knezevic', 'shortName': 'L. Knezevic', 'position': 'M', 'jerseyNumber': '7', 'userCount': 5, 'gender': 'M', 'id': 1497156, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ل. كنيزيفيتش'}}}",False,miss,regular,"{'x': 19, 'y': 23, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.3, 'z': 47.3}",,0.0172,6566329,58,,3460,"{'start': {'x': 23, 'y': 19}, 'end': {'x': 56.7, 'y': 0}, 'goal': {'x': 56.7, 'y': 52.7}}",33,1940,760,shot,,
"{'name': 'Lazar Knezevic', 'firstName': 'Lazar Knezevic', 'slug': 'lazar-knezevic', 'shortName': 'L. Knezevic', 'position': 'M', 'jerseyNumber': '7', 'userCount': 5, 'gender': 'M', 'id': 1497156, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ل. كنيزيفيتش'}}}",False,goal,regular,"{'x': 18, 'y': 32, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 45.8, 'z': 30.1}",,0.07034,6566328,54,,3212,"{'start': {'x': 32, 'y': 18}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 69.9}}",37,2188,512,shot,0.5696,regular
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",False,miss,throw-in-set-piece,"{'x': 22, 'y': 51, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 46.4, 'z': 48}",,0.002608,6566327,47,,2792,"{'start': {'x': 51, 'y': 22}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 52}}",44,2608,92,shot,,
"{'name': 'Lazar Knezevic', 'firstName': 'Lazar Knezevic', 'slug': 'lazar-knezevic', 'shortName': 'L. Knezevic', 'position': 'M', 'jerseyNumber': '7', 'userCount': 5, 'gender': 'M', 'id': 1497156, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ل. كنيزيفيتش'}}}",False,save,regular,"{'x': 13, 'y': 34, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 19.1}",,0.1319,6566326,46,,2737,"{'start': {'x': 34, 'y': 13}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 80.9}}",45,2663,37,shot,0.0331,
