minute,value
0.0,0
1.0,12
2.0,10
3.0,10
4.0,5
5.0,7
6.0,7
7.0,8
8.0,9
9.0,29
10.0,20
11.0,15
12.0,12
13.0,-54
14.0,-35
15.0,-50
16.0,-20
17.0,-6
18.0,4
19.0,9
20.0,-35
21.0,-12
22.0,-8
23.0,-5
24.0,-14
25.0,-1
26.0,6
27.0,24
28.0,35
29.0,32
30.0,19
31.0,12
32.0,17
33.0,15
34.0,10
35.0,8
36.0,7
37.0,5
38.0,5
39.0,10
40.0,83
41.0,51
42.0,37
43.0,98
44.0,49
45.0,30
45.5,25
46.0,-43
47.0,-80
48.0,56
49.0,7
50.0,-5
51.0,-5
52.0,-5
53.0,-4
54.0,-72
55.0,-37
56.0,-21
57.0,-11
58.0,-36
59.0,71
60.0,38
61.0,23
62.0,10
63.0,4
64.0,6
65.0,3
66.0,-5
67.0,-6
68.0,-33
69.0,-20
70.0,-87
71.0,-71
72.0,-47
73.0,-60
74.0,-26
75.0,-19
76.0,-15
77.0,-18
78.0,-13
79.0,-3
80.0,21
81.0,13
82.0,4
83.0,-5
84.0,-33
85.0,-26
86.0,-16
87.0,-20
88.0,-11
89.0,-10
90.0,-6
90.5,-40
