player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Uroš Ilić', 'firstName': '', 'lastName': '', 'slug': 'uros-ilic', 'shortName': 'U. Ilić', 'position': 'D', 'jerseyNumber': '14', 'userCount': 39, 'gender': 'M', 'id': 1406169, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش إيليتش'}, 'shortNameTranslation': {'ar': 'أ. إيليتش'}}}",True,miss,corner,"{'x': 7.8, 'y': 49.1, 'z': 0}",head,close-left,"{'x': 0, 'y': 58, 'z': 8.3}","{'x': 3.2, 'y': 47.5, 'z': 0}",5491190,90,6.0,5720,"{'start': {'x': 49.1, 'y': 7.8}, 'block': {'x': 47.5, 'y': 3.2}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 91.7}}",1,580,320,shot,
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",False,save,regular,"{'x': 18.4, 'y': 53.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 8.9}","{'x': 2.8, 'y': 51.3, 'z': 0}",5491146,90,3.0,5551,"{'start': {'x': 53.8, 'y': 18.4}, 'block': {'x': 51.3, 'y': 2.8}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 91.1}}",1,749,151,shot,
"{'name': 'Janko Jevremović', 'firstName': 'Janko Jevremovic', 'slug': 'janko-jevremovic', 'shortName': 'J. Jevremović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 105, 'gender': 'M', 'id': 1166001, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكو ييفريموفيتش'}, 'shortNameTranslation': {'ar': 'ي. ييفريموفيتش'}}}",False,save,fast-break,"{'x': 4.8, 'y': 65.2, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.2, 'z': 19.6}","{'x': 2.4, 'y': 58.3, 'z': 0}",5491143,90,2.0,5465,"{'start': {'x': 65.2, 'y': 4.8}, 'block': {'x': 58.3, 'y': 2.4}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 80.4}}",1,835,65,shot,
"{'name': 'Evgen Pavlov', 'firstName': '', 'lastName': '', 'slug': 'evgen-pavlov', 'shortName': 'E. Pavlov', 'position': 'F', 'jerseyNumber': '17', 'userCount': 27, 'gender': 'M', 'id': 72116, 'fieldTranslations': {'nameTranslation': {'ar': 'يفغين بافلوف'}, 'shortNameTranslation': {'ar': 'ي. بافلوف'}}}",True,miss,assisted,"{'x': 7.9, 'y': 47, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.7, 'z': 36.1}",,5491128,90,,5368,"{'start': {'x': 47, 'y': 7.9}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 63.9}}",1,32,2668,shot,
"{'name': 'Janko Jevremović', 'firstName': 'Janko Jevremovic', 'slug': 'janko-jevremovic', 'shortName': 'J. Jevremović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 105, 'gender': 'M', 'id': 1166001, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكو ييفريموفيتش'}, 'shortNameTranslation': {'ar': 'ي. ييفريموفيتش'}}}",False,goal,assisted,"{'x': 8.9, 'y': 53.2, 'z': 0}",head,low-left,"{'x': 0, 'y': 53.8, 'z': 9.5}",,5491118,88,,5266,"{'start': {'x': 53.2, 'y': 8.9}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 90.5}}",3,134,2566,shot,regular
"{'name': 'Evgen Pavlov', 'firstName': '', 'lastName': '', 'slug': 'evgen-pavlov', 'shortName': 'E. Pavlov', 'position': 'F', 'jerseyNumber': '17', 'userCount': 27, 'gender': 'M', 'id': 72116, 'fieldTranslations': {'nameTranslation': {'ar': 'يفغين بافلوف'}, 'shortNameTranslation': {'ar': 'ي. بافلوف'}}}",True,miss,fast-break,"{'x': 16.3, 'y': 69.2, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 57.6, 'z': 62.5}",,5491109,87,,5192,"{'start': {'x': 69.2, 'y': 16.3}, 'end': {'x': 42.4, 'y': 0}, 'goal': {'x': 42.4, 'y': 37.5}}",4,208,2492,shot,
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",False,save,assisted,"{'x': 4.4, 'y': 34.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 6.3}","{'x': 1.9, 'y': 42.1, 'z': 0}",5491108,87,,5181,"{'start': {'x': 34.3, 'y': 4.4}, 'block': {'x': 42.1, 'y': 1.9}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 93.7}}",4,219,2481,shot,
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",True,block,assisted,"{'x': 19.8, 'y': 70.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 19}","{'x': 18, 'y': 69, 'z': 0}",5491116,83,,4973,"{'start': {'x': 70.7, 'y': 19.8}, 'block': {'x': 69, 'y': 18}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 81}}",8,427,2273,shot,
"{'name': 'Evgen Pavlov', 'firstName': '', 'lastName': '', 'slug': 'evgen-pavlov', 'shortName': 'E. Pavlov', 'position': 'F', 'jerseyNumber': '17', 'userCount': 27, 'gender': 'M', 'id': 72116, 'fieldTranslations': {'nameTranslation': {'ar': 'يفغين بافلوف'}, 'shortNameTranslation': {'ar': 'ي. بافلوف'}}}",True,miss,assisted,"{'x': 9.1, 'y': 54, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.8, 'z': 37.5}",,5491043,81,,4826,"{'start': {'x': 54, 'y': 9.1}, 'end': {'x': 58.2, 'y': 0}, 'goal': {'x': 58.2, 'y': 62.5}}",10,574,2126,shot,
"{'name': 'Evgen Pavlov', 'firstName': '', 'lastName': '', 'slug': 'evgen-pavlov', 'shortName': 'E. Pavlov', 'position': 'F', 'jerseyNumber': '17', 'userCount': 27, 'gender': 'M', 'id': 72116, 'fieldTranslations': {'nameTranslation': {'ar': 'يفغين بافلوف'}, 'shortNameTranslation': {'ar': 'ي. بافلوف'}}}",True,save,assisted,"{'x': 19.8, 'y': 28.2, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 6.3}","{'x': 1.9, 'y': 47.3, 'z': 0}",5491030,79,,4687,"{'start': {'x': 28.2, 'y': 19.8}, 'block': {'x': 47.3, 'y': 1.9}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 93.7}}",12,713,1987,shot,
