minute,value
1.0,9
2.0,100
3.0,58
4.0,31
5.0,-29
6.0,-62
7.0,-59
8.0,-44
9.0,47
10.0,-64
11.0,-25
12.0,21
13.0,1
14.0,-7
15.0,-14
16.0,-42
17.0,-25
18.0,-94
19.0,-61
20.0,-40
21.0,-26
22.0,-46
23.0,-31
24.0,-23
25.0,-18
26.0,-14
27.0,-15
28.0,-7
29.0,22
30.0,9
31.0,7
32.0,7
33.0,11
34.0,-34
35.0,-26
36.0,77
37.0,33
38.0,21
39.0,47
40.0,25
41.0,1
42.0,3
43.0,4
44.0,37
45.0,24
45.5,10
46.0,3
47.0,-3
48.0,-34
49.0,43
50.0,6
51.0,6
52.0,1
53.0,10
54.0,5
55.0,-38
56.0,-24
57.0,-12
58.0,17
59.0,13
60.0,3
61.0,4
62.0,5
63.0,4
64.0,35
65.0,14
66.0,5
67.0,-8
68.0,-2
69.0,-1
70.0,3
71.0,-8
72.0,-6
73.0,73
74.0,-73
75.0,-22
76.0,-16
77.0,-12
78.0,-21
79.0,-13
80.0,-15
81.0,-17
82.0,-33
83.0,-100
84.0,-85
85.0,-93
86.0,-58
87.0,-31
88.0,-13
89.0,-6
90.0,2
90.5,-45
