minute,value
1.0,7
2.0,9
3.0,7
4.0,12
5.0,9
6.0,13
7.0,8
8.0,10
9.0,9
10.0,16
11.0,-22
12.0,-8
13.0,6
14.0,7
15.0,14
16.0,11
17.0,5
18.0,1
19.0,7
20.0,6
21.0,22
22.0,11
23.0,-30
24.0,-41
25.0,-22
26.0,-13
27.0,36
28.0,19
29.0,-30
30.0,-35
31.0,-39
32.0,-27
33.0,-36
34.0,22
35.0,6
36.0,4
37.0,9
38.0,4
39.0,-6
40.0,-2
41.0,-5
42.0,24
43.0,-38
44.0,-18
45.0,-42
45.5,2
46.0,20
47.0,15
48.0,-44
49.0,-26
50.0,-12
51.0,-5
52.0,4
53.0,8
54.0,3
55.0,5
56.0,-38
57.0,-5
58.0,15
59.0,8
60.0,23
61.0,17
62.0,21
63.0,72
64.0,40
65.0,24
66.0,-32
67.0,15
68.0,24
69.0,13
70.0,12
71.0,-12
72.0,-42
73.0,-33
74.0,-28
75.0,-28
76.0,-23
77.0,-42
78.0,-25
79.0,-21
80.0,-33
81.0,-21
82.0,20
83.0,4
84.0,-20
85.0,-33
86.0,-13
87.0,-54
88.0,-67
89.0,-6
90.0,60
90.5,23
