match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,goals,ownGoals,minutesPlayed,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct
15566231,home,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,813112,Luka Maraš,luka-maras,M,11,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,94246,Igor Ćuković,igor-cukovic,D,26,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1381377,Kristijan Radunović,kristijan-radunovic,M,14,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1031066,Vitinho,vitinho,M,77,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1063210,Fatih Muković,fatih-mukovic,M,8,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1606668,Zarija Mugoša,zarija-mugosa,D,16,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,M,10,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,909420,Marko Čavor,marko-cavor,D,29,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,877368,Bogdan Stamenković,bogdan-stamenkovic,F,99,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,572018,Velizar Janketić,velizar-janketic,M,7,True,,,,,,0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,314142,Stefan Vico,stefan-vico,D,22,True,,,,,,0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1149081,Bakir Nurkovic,bakir-nurkovic,M,31,True,,,,,,0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,807177,Žarko Vilotijević,zarko-vilotijevic,M,80,True,,,,,,0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,True,,,,,,0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1391906,Dragan Ćetković,dragan-cetkovic,G,1,True,,,,,,0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1091929,Stefan Mršulja,stefan-mrsulja,D,17,True,,,,,,0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1486746,Alhassan Baba Musah,alhassan-baba-musah,M,19,True,,,,,,0,0,0,0,0,,,,,
15566231,home,7581,FK Bokelj Kotor,1185131,Stefan Golubović,stefan-golubovic,F,21,True,,,,,,0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,188987,Marko Kordić,marko-kordic,G,25,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,882142,Danilo Pešukić,danilo-pesukic,D,29,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,55534,Aleksandar Kapisoda,aleksandar-kapisoda,D,5,False,1.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,986362,Marko Merdović,merdovic-marko,D,44,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,57339,Dejan Boljević,dejan-boljevic,D,33,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,889063,Stefan Fićović,stefan-ficovic,M,18,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,1218114,Strahinja Tešović,strahinja-tesovic,M,32,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,1381384,Nemanja Carević,nemanja-carevic,M,21,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,791606,Adnan Bašić,adnan-basic,F,10,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,800100,Nikola Zvrko,nikola-zvrko,M,7,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,1046042,Savo Arambašić,savo-arambasic,M,17,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15566231,away,241802,OFK Petrovac,1606688,Nikola Balević,nikola-balevic,M,14,True,,,,,,0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,101141,Marko Roganović,marko-roganovic,D,99,True,,,,,,0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,979046,Nemanja Belaković,nemanja-belakovic,F,11,True,,,,,,0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,1164363,Boban Đorđević,boban-dordevic,F,9,True,,,,,,0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,1484679,Marko Franeta,marko-franeta,D,13,True,,,,,,0,0,0,0,0,,,,,
15566231,away,43979,OFK Petrovac,1149277,Janko Vukićević,janko-vukicevic,D,19,True,,,,,,0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,355010,Suad Ličina,suad-licina,G,1,True,,,,,,0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,959868,Vladan Kordić,vladan-kordic,F,98,True,,,,,,0,0,0,0,0,,,,,
15566231,away,6216,OFK Petrovac,1030468,Žarko Popović,zarko-popovic,M,4,True,,,,,,0,0,0,0,0,,,,,
