player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Matija Vukčević', 'firstName': 'Matija Vukčević', 'lastName': '', 'slug': 'matija-vukcevic', 'shortName': 'M. Vukčević', 'position': 'D', 'jerseyNumber': '44', 'userCount': 4, 'gender': 'M', 'id': 1426667, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا فوكشيفيتش'}, 'shortNameTranslation': {'ar': 'م. فوكشيفيتش'}}}",True,save,regular,"{'x': 12, 'y': 32, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.4, 'z': 6.2}",0.1671,0.08799,6542695,90,5.0,5661,"{'start': {'x': 32, 'y': 12}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 93.8}}",1,639,261,shot,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,save,free-kick,"{'x': 23, 'y': 42, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.6, 'z': 33}",0.146,0.08188,6542697,90,3.0,5575,"{'start': {'x': 42, 'y': 23}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 67}}",1,725,175,shot,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",False,block,regular,"{'x': 19, 'y': 45, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02889,,6542694,90,2.0,5492,"{'start': {'x': 45, 'y': 19}, 'block': {'x': 45, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,808,92,shot,"{'x': 19, 'y': 45, 'z': 0}",
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",False,miss,throw-in-set-piece,"{'x': 10, 'y': 32, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.3, 'z': 10.5}",0.03093,,6542693,90,,5399,"{'start': {'x': 32, 'y': 10}, 'end': {'x': 56.7, 'y': 0}, 'goal': {'x': 56.7, 'y': 89.5}}",1,1,2699,shot,,
"{'name': 'Adnan Bašić', 'slug': 'adnan-basic', 'shortName': 'A. Bašić', 'position': 'F', 'jerseyNumber': '10', 'userCount': 6, 'gender': 'M', 'id': 791606, 'fieldTranslations': {'nameTranslation': {'ar': 'عدنان باشيتش'}, 'shortNameTranslation': {'ar': 'ع. باشيتش'}}}",False,miss,regular,"{'x': 7, 'y': 52, 'z': 0}",head,close-high,"{'x': 0, 'y': 47.5, 'z': 57.8}",0.1753,,6542692,85,,5097,"{'start': {'x': 52, 'y': 7}, 'end': {'x': 52.5, 'y': 0}, 'goal': {'x': 52.5, 'y': 42.2}}",6,303,2397,shot,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",False,save,regular,"{'x': 9, 'y': 58, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 3.7}",0.09622,0.1779,6542691,80,,4777,"{'start': {'x': 58, 'y': 9}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 96.3}}",11,623,2077,shot,,
"{'name': 'Vladan Kordić', 'firstName': '', 'lastName': '', 'slug': 'vladan-kordic', 'shortName': 'V. Kordić', 'position': 'F', 'jerseyNumber': '98', 'userCount': 8, 'gender': 'M', 'id': 959868, 'fieldTranslations': {'nameTranslation': {'ar': 'فلادان كوردتش'}, 'shortNameTranslation': {'ar': 'ف. كوردتش'}}}",False,save,throw-in-set-piece,"{'x': 8, 'y': 39, 'z': 0}",head,high-right,"{'x': 0, 'y': 47.3, 'z': 36.9}",0.3648,0.7804,6542690,75,,4445,"{'start': {'x': 39, 'y': 8}, 'end': {'x': 52.7, 'y': 0}, 'goal': {'x': 52.7, 'y': 63.1}}",16,955,1745,shot,,
"{'name': 'Dragan Stoisavljević', 'slug': 'dragan-stoisavljevic', 'shortName': 'D. Stoisavljević', 'position': 'F', 'userCount': 32, 'gender': 'M', 'id': 1008672, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان ستوي سافليفيتش'}, 'shortNameTranslation': {'ar': 'د. سافليفيتش'}}}",False,post,throw-in-set-piece,"{'x': 4, 'y': 62, 'z': 0}",right-foot,right,"{'x': 0, 'y': 44.6, 'z': 18.1}",0.299,0.0001344,6542689,75,,4444,"{'start': {'x': 62, 'y': 4}, 'end': {'x': 55.4, 'y': 0}, 'goal': {'x': 55.4, 'y': 81.9}}",16,956,1744,shot,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",False,block,throw-in-set-piece,"{'x': 8, 'y': 61, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1939,,6542688,75,,4441,"{'start': {'x': 61, 'y': 8}, 'block': {'x': 61, 'y': 8}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",16,959,1741,shot,"{'x': 8, 'y': 61, 'z': 0}",
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,miss,set-piece,"{'x': 20, 'y': 38, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.6, 'z': 8.2}",0.1302,,6542687,71,,4206,"{'start': {'x': 38, 'y': 20}, 'end': {'x': 43.4, 'y': 0}, 'goal': {'x': 43.4, 'y': 91.8}}",20,1194,1506,shot,,
