minute,value
0.0,0
1.0,-100
2.0,-65
3.0,-50
4.0,-42
5.0,-22
6.0,-6
7.0,-4
8.0,5
9.0,-5
10.0,5
11.0,62
12.0,32
13.0,-31
14.0,-12
15.0,45
16.0,18
17.0,6
18.0,-6
19.0,1
20.0,6
21.0,33
22.0,-30
23.0,-5
24.0,-3
25.0,-1
26.0,-3
27.0,-5
28.0,6
29.0,3
30.0,-15
31.0,-8
32.0,-10
33.0,-1
34.0,1
35.0,100
36.0,88
37.0,53
38.0,1
39.0,-30
40.0,-24
41.0,-19
42.0,-12
43.0,55
44.0,28
45.0,7
45.5,10
46.0,-10
47.0,-21
48.0,-17
49.0,-10
50.0,55
51.0,30
52.0,19
53.0,2
54.0,11
55.0,2
56.0,46
57.0,22
58.0,9
59.0,-6
60.0,-7
61.0,-18
62.0,-7
63.0,-10
64.0,-27
65.0,-21
66.0,-18
67.0,-22
68.0,-44
69.0,-31
70.0,-29
71.0,29
72.0,7
73.0,6
74.0,-7
75.0,-100
76.0,-100
77.0,-68
78.0,-42
79.0,-26
80.0,-59
81.0,-36
82.0,-39
83.0,-25
84.0,-12
85.0,-40
86.0,-31
87.0,-10
88.0,-18
89.0,-18
90.0,-36
90.5,35
