match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,aerialWon,duelLost,duelWon,dispossessed,totalContest,shotOffTarget,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,shotValueNormalized,outfielderBlock,interceptionWon,wonContest,keyPass,accurateCross,challengeLost,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,onTargetScoringAttempt,hitWoodwork,goals,goodHighClaim,errorLeadToAGoal,totalOffside
14015473,home,263360,FK TSC Bačka Topola,1586205,Bogdan Petrović,bogdan-petrovic,F,9,False,26.0,21.0,,,0.0,5.0,8.0,16.0,18.0,1.0,2.0,,,90.0,35.0,7.0,7.0,,"{'original': 7, 'alternative': 7}",0,-0.31,0.13,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,4,1,80.76923076923077,,,,,,1.0,3.0,2.0,7.0,,,,1.0,,2.0,3.0,1.0,,,,,1.0,,,,,,,,,,,
14015473,home,263360,FK TSC Bačka Topola,589100,Saša Jovanović,sasa-jovanovic,F,8,True,4.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,,,15.0,9.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.02,0.12,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,75.0,100.0,,50.0,,,,,3.0,2.0,1.0,2.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
14015473,home,263360,FK TSC Bačka Topola,1619543,Aleksandar Stančić,aleksandar-stancic,M,16,True,6.0,3.0,1.0,,0.0,2.0,4.0,1.0,2.0,,1.0,,,14.0,8.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.4}",0,0.03,0.0,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,50.0,,,,,,,,2.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
14015473,home,263360,FK TSC Bačka Topola,312170,Slobodan Urošević,slobodan-urosevic,D,72,True,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,,2.0,,,14.0,13.0,6.8,5.0,,"{'original': 6.8, 'alternative': 6.7}",0,0.04,0.07,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,77.77777777777779,,,100.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,
14015473,home,263360,FK TSC Bačka Topola,267591,Milan Radin,milan-radin,M,7,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,1.0,3.0,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,100.0,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
14015473,home,263360,FK TSC Bačka Topola,923865,Vieljeux Prestige Mboungou,vieljeux-prestige-mboungou,F,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,home,3398,FK TSC Bačka Topola,155961,Miloš Degenek,milos-degenek,D,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,home,263360,FK TSC Bačka Topola,1146245,Mihajlo Milosavić,mihajlo-milosavic,M,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,home,263360,FK TSC Bačka Topola,964814,Nemanja Jorgić,nemanja-jorgic,G,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,home,263360,FK TSC Bačka Topola,1893370,Ilja Pantelin,ilja-pantelin,G,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1047325,Željko Samčović,zeljko-samcovic,G,1,False,24.0,20.0,6.0,2.0,0.0,19.0,19.0,1.0,5.0,,7.0,1.0,2.0,90.0,32.0,6.4,4.0,0.0256,"{'original': 6.4, 'alternative': 6.8}",0,0.07,0.0,-0.04,0.03,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,83.33333333333334,33.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
14015473,away,25736,FK Novi Pazar,948696,Jovan Marinković,jovan-marinkovic,D,23,False,60.0,42.0,11.0,3.0,0.0,24.0,30.0,18.0,30.0,2.0,4.0,,,90.0,90.0,6.8,26.0,,"{'original': 6.8, 'alternative': 7}",1,0.1,0.13,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,5,3,70.0,27.27272727272727,,66.66666666666666,,2.0,,2.0,3.0,7.0,,3.0,1.0,2.0,1.0,,1.0,1.0,-0.08,,5.0,2.0,,,1.0,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1111781,Jovan Manev,jovan-manev,D,29,False,35.0,26.0,10.0,5.0,0.0,22.0,23.0,4.0,12.0,1.0,,,,69.0,45.0,5.9,10.0,,"{'original': 5.9, 'alternative': 6.4}",1,-0.16,0.12,-0.5,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,74.28571428571429,50.0,,,,,,,4.0,1.0,,,1.0,,,1.0,1.0,3.0,-0.45,1.0,4.0,,,,1.0,,1.0,,,,,,1.0,
14015473,away,25736,FK Novi Pazar,1981962,Ahmed Hadzimujovic,ahmed-hadzimujovic,D,4,False,55.0,45.0,10.0,1.0,0.0,35.0,36.0,10.0,19.0,1.0,6.0,,,89.0,65.0,6.7,11.0,,"{'original': 6.7, 'alternative': 6.8}",0,0.13,0.25,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,6,1,81.81818181818183,10.0,,100.0,,,3.0,,4.0,6.0,,1.0,,3.0,3.0,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,,
14015473,away,25736,FK Novi Pazar,799179,Nemanja Miletić,nemanja-miletic,D,3,False,37.0,33.0,6.0,4.0,0.0,15.0,17.0,18.0,20.0,3.0,3.0,,,90.0,69.0,8.0,13.0,,"{'original': 8, 'alternative': 7.8}",1,0.71,0.31,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,4,3,89.1891891891892,66.66666666666666,44.44444444444444,66.66666666666666,,9.0,,3.0,3.0,7.0,,3.0,,,,2.0,2.0,2.0,-0.08,1.0,1.0,2.0,5.0,4.0,,2.0,,,1.0,,,,,1.0
14015473,away,25736,FK Novi Pazar,1147753,Ivan Davidović,ivan-davidovic,M,24,False,26.0,20.0,3.0,,0.0,12.0,16.0,8.0,10.0,1.0,10.0,,,90.0,46.0,6.9,10.0,,"{'original': 6.9, 'alternative': 7.1}",3,0.14,0.16,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,5,3,76.92307692307693,,100.0,50.0,,1.0,,2.0,3.0,7.0,1.0,2.0,3.0,,,2.0,4.0,1.0,-0.41,,3.0,1.0,1.0,1.0,,1.0,,,,,,,,
14015473,away,5362,FK Novi Pazar,940100,Abdoulaye Cisse,abdoulaye-cisse,M,6,False,33.0,27.0,3.0,2.0,0.0,17.0,18.0,10.0,15.0,,5.0,,,90.0,40.0,6.9,7.0,,"{'original': 6.9, 'alternative': 7.2}",2,0.25,0.13,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,81.81818181818183,66.66666666666666,,,,,1.0,2.0,2.0,3.0,,,1.0,,,1.0,1.0,1.0,0.02,,3.0,,2.0,,,1.0,,1.0,,,,,,
14015473,away,3009,FK Novi Pazar,1617764,Ejike Opara,ejike-opara,M,11,False,10.0,5.0,,,0.0,5.0,6.0,0.0,4.0,,3.0,,,59.0,23.0,6.6,10.0,,"{'original': 6.6, 'alternative': 6.4}",0,0.11,0.01,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,3,4,50.0,,50.0,,,2.0,,1.0,4.0,4.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1102770,Semir Alić,semir-alic,M,14,False,15.0,13.0,2.0,1.0,0.0,3.0,3.0,10.0,12.0,,3.0,,,69.0,24.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.8}",1,-0.07,-0.04,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,4,2,86.66666666666667,50.0,,,,,1.0,,3.0,4.0,,1.0,,3.0,1.0,1.0,1.0,,-0.09,,,,2.0,,1.0,,,1.0,,,,,,
14015473,away,25736,FK Novi Pazar,1003429,Matija Malekinušić,matija-malekinusic,M,17,False,24.0,18.0,4.0,1.0,0.0,4.0,4.0,14.0,20.0,,5.0,,,69.0,36.0,6.5,10.0,,"{'original': 6.5, 'alternative': 6.7}",2,0.02,0.11,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,3,3,75.0,25.0,,,,,1.0,2.0,4.0,5.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,-0.3,,,,,,,,,1.0,,,,,,1.0
14015473,away,25736,FK Novi Pazar,1032770,Stefan Stanisavljević,stefan-stanisavljevic,F,18,False,15.0,9.0,,,0.0,3.0,4.0,6.0,11.0,,3.0,,,90.0,27.0,6.5,10.0,,"{'original': 6.5, 'alternative': 7}",4,-0.04,-0.37,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,10,2,1,1,60.0,,100.0,50.0,,1.0,4.0,6.0,5.0,7.0,,2.0,2.0,,,2.0,,,0.01,,,1.0,1.0,1.0,,,3.0,,2.0,,,,,
14015473,away,25736,FK Novi Pazar,944503,Luka Bijelović,luka-bijelovic,F,28,True,12.0,12.0,1.0,1.0,0.0,2.0,2.0,10.0,10.0,,2.0,,,31.0,15.0,6.3,3.0,,"{'original': 6.3, 'alternative': 6.5}",0,0.08,0.05,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,100.0,100.0,,,,1.0,1.0,,5.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,2.0,,,,,,,,,
14015473,away,5149,FK Novi Pazar,1152937,Dragan Bojat,dragan-bojat,D,2,True,17.0,14.0,2.0,,0.0,6.0,6.0,8.0,11.0,1.0,,,,21.0,19.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.01,0.02,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,82.35294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1100966,Mihajlo Petković,mihajlo-petkovic,M,21,True,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,,,,,21.0,17.0,6.3,9.0,,"{'original': 6.3, 'alternative': 6.3}",0,-0.08,-0.37,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,71.42857142857143,,,,,2.0,,,4.0,1.0,2.0,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1493919,Zoran Alilović,zoran-alilovic,M,31,True,12.0,11.0,1.0,,0.0,4.0,4.0,7.0,8.0,,,,,21.0,16.0,6.7,2.0,,"{'original': 6.7, 'alternative': 6.6}",0,0.02,-0.06,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,3,1,91.66666666666666,,,,,,,,1.0,3.0,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1175945,Bob Murphy Omoregbe,omoregbe-bob-murphy,F,7,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,1.0,4.0,,2.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,50.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,795839,Miloje Preković,miloje-prekovic,G,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1153954,Veljko Mirosavic,veljko-mirosavic,D,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,999049,Filip Bačkulja,backulja-filip,D,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1398550,Dominic Sadi,sadi-dominic,M,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,1023999,Ensar Brunčević,ensar-bruncevic,D,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015473,away,25736,FK Novi Pazar,907763,Abdulsamed Abdullahi,abdulsamed-abdullahi,M,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
