player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",False,miss,set-piece,"{'x': 7, 'y': 54.6, 'z': 0}",head,left,"{'x': 0, 'y': 61.8, 'z': 6.9}",5789813,49,2938,"{'start': {'x': 54.6, 'y': 7}, 'end': {'x': 38.2, 'y': 0}, 'goal': {'x': 38.2, 'y': 93.1}}",42,2462,238,shot,,
"{'name': 'Abdoulaye Cisse', 'firstName': '', 'lastName': '', 'slug': 'abdoulaye-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '6', 'userCount': 107, 'gender': 'M', 'id': 940100, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الله سي'}, 'shortNameTranslation': {'ar': 'ع. سي'}}}",False,miss,fast-break,"{'x': 24, 'y': 59.3, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 43.5, 'z': 83.3}",5789796,48,2843,"{'start': {'x': 59.3, 'y': 24}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 16.7}}",43,2557,143,shot,,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",True,block,assisted,"{'x': 21.2, 'y': 65.8, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.9, 'z': 19}",5789806,48,2823,"{'start': {'x': 65.8, 'y': 21.2}, 'block': {'x': 62.3, 'y': 16.4}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 81}}",43,2577,123,shot,"{'x': 16.4, 'y': 62.3, 'z': 0}",
"{'name': 'Nemanja Miletić', 'slug': 'nemanja-miletic', 'shortName': 'N. Miletić', 'position': 'D', 'jerseyNumber': '3', 'userCount': 54, 'gender': 'M', 'id': 799179, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا ميلتيتش'}, 'shortNameTranslation': {'ar': 'ن. ميلتيتش'}}}",False,save,assisted,"{'x': 8.7, 'y': 23.9, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.9, 'z': 1.9}",5825355,45,2687,"{'start': {'x': 23.9, 'y': 8.7}, 'block': {'x': 44.9, 'y': 0.90000000000001}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 98.1}}",1,13,2687,shot,"{'x': 0.90000000000001, 'y': 44.9, 'z': 0}",
"{'name': 'Sarpreet Singh', 'firstName': '', 'lastName': '', 'slug': 'sarpreet-singh', 'shortName': 'S. Singh', 'position': 'M', 'jerseyNumber': '9', 'userCount': 427, 'gender': 'M', 'id': 822743, 'fieldTranslations': {'nameTranslation': {'ar': 'ساربريت سينغ', 'bn': 'সরপ্রীত সিং', 'hi': 'सरप्रीत सिंह'}, 'shortNameTranslation': {'ar': 'س. سينغ', 'bn': 'এস. সিং', 'hi': 'बी. हेनेन'}}}",True,miss,fast-break,"{'x': 21.3, 'y': 41.1, 'z': 0}",left-foot,high,"{'x': 0, 'y': 52.4, 'z': 95.8}",5789450,44,2588,"{'start': {'x': 41.1, 'y': 21.3}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 4.2}}",2,112,2588,shot,,
"{'name': 'Ivan Davidović', 'firstName': 'Ivan Davidovic', 'slug': 'ivan-davidovic', 'shortName': 'I. Davidović', 'position': 'M', 'jerseyNumber': '24', 'userCount': 55, 'gender': 'M', 'id': 1147753, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان دافيدوفيتش'}, 'shortNameTranslation': {'ar': 'إ. دافيدوفيتش'}}}",False,miss,corner,"{'x': 18.7, 'y': 58.5, 'z': 0}",right-foot,high,"{'x': 0, 'y': 47.4, 'z': 86.1}",5789432,42,2503,"{'start': {'x': 58.5, 'y': 18.7}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 13.9}}",4,197,2503,shot,,
"{'name': 'Abdoulaye Cisse', 'firstName': '', 'lastName': '', 'slug': 'abdoulaye-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '6', 'userCount': 107, 'gender': 'M', 'id': 940100, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الله سي'}, 'shortNameTranslation': {'ar': 'ع. سي'}}}",False,block,set-piece,"{'x': 13.3, 'y': 48.1, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 19}",5789471,42,2462,"{'start': {'x': 48.1, 'y': 13.3}, 'block': {'x': 47.9, 'y': 10.8}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 81}}",4,238,2462,shot,"{'x': 10.8, 'y': 47.9, 'z': 0}",
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",True,save,fast-break,"{'x': 14.4, 'y': 31.9, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.3, 'z': 32.9}",5789414,39,2310,"{'start': {'x': 31.9, 'y': 14.4}, 'block': {'x': 46.8, 'y': 1.5}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 67.1}}",7,390,2310,shot,"{'x': 1.5, 'y': 46.8, 'z': 0}",
"{'name': 'Matija Malekinušić', 'firstName': '', 'lastName': '', 'slug': 'matija-malekinusic', 'shortName': 'M. Malekinušić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 112, 'gender': 'M', 'id': 1003429, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا مالاكينوشيتش', 'bn': 'মাতিজা মালেকিনুসিচ', 'hi': 'मतिजा मालेकिनुसिक'}, 'shortNameTranslation': {'ar': 'م. مالاكينوشيتش', 'bn': 'এম. মালেকিনুশিচ', 'hi': 'एम. मालेकिनुसिक'}}}",False,miss,assisted,"{'x': 17.8, 'y': 34.8, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 36.1, 'z': 44.4}",5789122,35,2074,"{'start': {'x': 34.8, 'y': 17.8}, 'end': {'x': 63.9, 'y': 0}, 'goal': {'x': 63.9, 'y': 55.6}}",11,626,2074,shot,,
"{'name': 'Jovan Marinković', 'slug': 'jovan-marinkovic', 'shortName': 'J. Marinković', 'position': 'D', 'jerseyNumber': '23', 'userCount': 46, 'gender': 'M', 'id': 948696, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان مارينكوفيتش'}, 'shortNameTranslation': {'ar': 'ي. مارينكوفيتش'}}}",False,miss,assisted,"{'x': 27.8, 'y': 69.5, 'z': 0}",right-foot,right,"{'x': 0, 'y': 37.3, 'z': 37.5}",5789105,33,1948,"{'start': {'x': 69.5, 'y': 27.8}, 'end': {'x': 62.7, 'y': 0}, 'goal': {'x': 62.7, 'y': 62.5}}",13,752,1948,shot,,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",True,miss,assisted,"{'x': 3.8, 'y': 55.4, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 41.2, 'z': 18.1}",5789089,31,1822,"{'start': {'x': 55.4, 'y': 3.8}, 'end': {'x': 58.8, 'y': 0}, 'goal': {'x': 58.8, 'y': 81.9}}",15,878,1822,shot,,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",True,miss,free-kick,"{'x': 20.1, 'y': 75.7, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 41.5, 'z': 33.3}",5789057,27,1572,"{'start': {'x': 75.7, 'y': 20.1}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 66.7}}",19,1128,1572,shot,,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",True,miss,assisted,"{'x': 24, 'y': 55, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 60.5, 'z': 70.8}",5788982,23,1350,"{'start': {'x': 55, 'y': 24}, 'end': {'x': 39.5, 'y': 0}, 'goal': {'x': 39.5, 'y': 29.2}}",23,1350,1350,shot,,
"{'name': 'Stefan Jovanović', 'slug': 'stefan-jovanovic', 'shortName': 'S. Jovanović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 29, 'gender': 'M', 'id': 879556, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'س. يوفانوفيتش'}}}",True,miss,assisted,"{'x': 28.5, 'y': 64.6, 'z': 0}",right-foot,left,"{'x': 0, 'y': 66.9, 'z': 19.4}",5788981,22,1302,"{'start': {'x': 64.6, 'y': 28.5}, 'end': {'x': 33.1, 'y': 0}, 'goal': {'x': 33.1, 'y': 80.6}}",24,1398,1302,shot,,
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",False,save,corner,"{'x': 9.4, 'y': 48.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}",5788952,18,1048,"{'start': {'x': 48.9, 'y': 9.4}, 'block': {'x': 48.9, 'y': 1.1}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",28,1652,1048,shot,"{'x': 1.1, 'y': 48.9, 'z': 0}",
"{'name': 'Jovan Manev', 'firstName': 'Jovan Manev', 'slug': 'jovan-manev', 'shortName': 'J. Manev', 'position': 'D', 'jerseyNumber': '29', 'userCount': 182, 'gender': 'M', 'id': 1111781, 'fieldTranslations': {'nameTranslation': {'ar': 'جوفان مانيف', 'bn': 'জোভান মানেভ', 'hi': 'जोवन मानेव'}, 'shortNameTranslation': {'ar': 'ج. مانيف', 'bn': 'জে. মানেভ', 'hi': 'जे. मानेव'}}}",False,miss,corner,"{'x': 6.3, 'y': 52.1, 'z': 0}",head,left,"{'x': 0, 'y': 60.3, 'z': 23.6}",5788831,15,866,"{'start': {'x': 52.1, 'y': 6.3}, 'end': {'x': 39.7, 'y': 0}, 'goal': {'x': 39.7, 'y': 76.4}}",31,1834,866,shot,,
"{'name': 'Ivan Davidović', 'firstName': 'Ivan Davidovic', 'slug': 'ivan-davidovic', 'shortName': 'I. Davidović', 'position': 'M', 'jerseyNumber': '24', 'userCount': 55, 'gender': 'M', 'id': 1147753, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان دافيدوفيتش'}, 'shortNameTranslation': {'ar': 'إ. دافيدوفيتش'}}}",False,miss,assisted,"{'x': 24.4, 'y': 31.7, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 61.7, 'z': 84.7}",5788805,12,699,"{'start': {'x': 31.7, 'y': 24.4}, 'end': {'x': 38.3, 'y': 0}, 'goal': {'x': 38.3, 'y': 15.3}}",34,2001,699,shot,,
