match_id,player_id,player_name,team_id,team_name,player_current_team_id,player_current_team,team_side,position_played,shirtNumber,substitute,played,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAShot,expectedAssists,expectedGoals,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,successfulDribbles,totalClearance,totalContest,totalCross,totalDribble,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
14147297,1595583,Balša Radević,7581,FK Bokelj Kotor,7581,FK Bokelj Kotor,home,F,27,False,True,0.0,,0.0,1.0,2.0,3.0,3.0,1.0,1.0,,,,0.0,,,3.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,46.0,0.0,0.0,0.0,,,,,,10.0,5.9,,,,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,2.0,2.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0
14147297,1606668,Zarija Mugoša,7581,FK Bokelj Kotor,7581,FK Bokelj Kotor,home,D,16,True,True,0.0,,1.0,2.0,4.0,6.0,1.0,0.0,5.0,,,,1.0,,,2.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,44.0,0.0,0.0,0.0,,,,,,8.0,6.1,,,,0.0,1.0,0.0,1.0,0.0,,3.0,0.0,3.0,8.0,11.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0
14147297,1218295,Ayumu Nishimura,7581,FK Bokelj Kotor,228024,FK Trayal Kruševac,home,F,99,True,True,0.0,,0.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,0.0,,,1.0,5.0,5.0,1.0,0.0,0.36,1.0,0.0,1.0,,,,,44.0,2.0,0.0,0.0,,,,,,8.0,7.2,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,3.0,2.0,0.0,12.0,1.0,3.0,0.0,0.0
14147297,138949,Igor Poček,7581,FK Bokelj Kotor,7581,FK Bokelj Kotor,home,M,10,True,True,1.0,,1.0,8.0,3.0,11.0,0.0,0.0,4.0,1.0,,1.0,2.0,,,2.0,8.0,0.0,0.0,0.63,0.04,2.0,2.0,0.0,,,,3.0,44.0,0.0,0.0,0.0,,,,,,6.0,7.2,,,1.0,0.0,0.0,1.0,1.0,1.0,,2.0,0.0,12.0,3.0,15.0,2.0,0.0,22.0,0.0,1.0,0.0,0.0
14147297,1650228,Stefan  Mrsulja,7581,FK Bokelj Kotor,241802,No team,home,D,17,True,True,0.0,,2.0,2.0,8.0,10.0,0.0,0.0,6.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,31.0,0.0,0.0,0.0,,,,,,4.0,6.4,,,,0.0,1.0,0.0,0.0,0.0,,5.0,0.0,3.0,11.0,14.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0
14147297,1048761,Sotirios Kokkinis,7581,FK Bokelj Kotor,120152,AO Trikala,home,M,28,True,True,0.0,,0.0,2.0,1.0,3.0,0.0,0.0,2.0,,,,0.0,,,1.0,3.0,2.0,0.0,0.18,0.0,0.0,0.0,0.0,,,,1.0,19.0,0.0,0.0,0.0,,,,,,2.0,6.8,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,3.0,0.0,1.0,7.0,0.0,1.0,0.0,1.0
14147297,1063210,Fatih Muković,7581,FK Bokelj Kotor,7581,FK Bokelj Kotor,home,M,8,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147297,1185131,Stefan Golubović,7581,FK Bokelj Kotor,7581,FK Bokelj Kotor,home,F,21,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147297,227396,Šaleta Kordić,7581,FK Bokelj Kotor,7581,FK Bokelj Kotor,home,F,9,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147297,931333,Petar Radulović,327162,Mladost DG,327162,Mladost DG,away,G,25,False,True,0.0,0.0,6.0,3.0,29.0,32.0,0.0,1.0,3.0,,,,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,90.0,0.0,0.0,0.0,,,,,,7.0,6.5,1.0,1.0,,0.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,4.0,31.0,35.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
14147297,1800480,Nikola  Ukšanović,327162,Mladost DG,481825,FK Internacional Podgorica,away,D,66,False,True,1.0,,4.0,10.0,12.0,24.0,1.0,0.0,11.0,,,,0.0,,,1.0,9.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,,,4.0,,71.0,0.0,0.0,0.0,,,,,,9.0,6.5,,,,0.0,0.0,1.0,2.0,1.0,,6.0,0.0,12.0,15.0,29.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
14147297,232450,Miguel Rodrigues,327162,Mladost DG,324377,UD Santarém,away,D,30,False,True,0.0,,2.0,11.0,37.0,50.0,3.0,6.0,25.0,,,,1.0,,,,7.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,,,6.0,,90.0,0.0,1.0,0.0,,,,,,15.0,7.1,,,,0.0,1.0,0.0,0.0,0.0,,7.0,0.0,18.0,41.0,62.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
14147297,1036138,Jovan Vujisic,327162,Mladost DG,327162,Mladost DG,away,D,5,False,True,0.0,,2.0,8.0,17.0,26.0,1.0,2.0,6.0,,,,0.0,,,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,46.0,0.0,0.0,0.0,,,,,,6.0,6.9,,,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,0.0,10.0,18.0,29.0,1.0,0.0,38.0,1.0,0.0,0.0,0.0
14147297,1381381,Matije Badnjar,327162,Mladost DG,327162,Mladost DG,away,D,3,False,True,0.0,,1.0,7.0,13.0,20.0,1.0,0.0,12.0,,,,0.0,,,,7.0,5.0,0.0,0.23,0.0,0.0,1.0,0.0,,,2.0,1.0,85.0,0.0,1.0,0.0,,,,,,17.0,6.9,,,,1.0,1.0,1.0,2.0,1.0,,8.0,0.0,17.0,15.0,33.0,0.0,0.0,44.0,1.0,2.0,1.0,0.0
14147297,1149289,Balša Mrvaljević,327162,Mladost DG,7887,FK Železiarne Podbrezová,away,M,18,False,True,1.0,,0.0,13.0,4.0,17.0,3.0,0.0,2.0,,,,0.0,,,1.0,8.0,1.0,0.0,0.21,0.05,2.0,0.0,0.0,,,1.0,4.0,90.0,1.0,0.0,0.0,,,,,,14.0,6.9,,,,1.0,1.0,1.0,3.0,1.0,,2.0,0.0,18.0,4.0,22.0,1.0,0.0,37.0,2.0,1.0,1.0,0.0
14147297,1163021,Nelson Augustin Cordoba,327162,Mladost DG,327162,Mladost DG,away,M,28,False,True,0.0,,1.0,9.0,16.0,25.0,1.0,0.0,6.0,,,1.0,0.0,,,,4.0,3.0,0.0,0.0,0.07,1.0,0.0,0.0,,,1.0,,90.0,0.0,0.0,0.0,,,,,,11.0,6.8,,,,1.0,0.0,1.0,0.0,1.0,,5.0,0.0,15.0,17.0,33.0,1.0,3.0,44.0,0.0,1.0,1.0,2.0
14147297,929719,Davor Kontić,327162,Mladost DG,327162,Mladost DG,away,M,8,False,True,0.0,,0.0,11.0,28.0,39.0,4.0,0.0,7.0,,,1.0,1.0,,,1.0,10.0,3.0,0.0,0.0,0.06,4.0,0.0,0.0,,,,,90.0,0.0,0.0,0.0,,,,,,4.0,6.3,,,,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,14.0,28.0,42.0,1.0,0.0,58.0,2.0,0.0,0.0,0.0
14147297,1497156,Lazar Knezevic,327162,Mladost DG,327162,Mladost DG,away,M,7,False,True,1.0,,0.0,8.0,7.0,15.0,3.0,4.0,2.0,,,,0.0,,,,8.0,8.0,0.0,0.0,0.23,0.0,0.0,1.0,,,1.0,,90.0,1.0,0.0,0.0,,,,,,13.0,7.6,,,,2.0,1.0,3.0,1.0,3.0,,0.0,1.0,13.0,8.0,21.0,1.0,0.0,37.0,0.0,3.0,2.0,0.0
14147297,1620437,Jagoš Roganović,327162,Mladost DG,327162,Mladost DG,away,F,29,False,True,0.0,,0.0,11.0,4.0,15.0,2.0,0.0,2.0,,,,0.0,,,1.0,6.0,5.0,0.0,0.0,0.72,1.0,0.0,1.0,,,,,85.0,1.0,0.0,0.0,,,,,,7.0,7.3,,,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,12.0,4.0,16.0,2.0,0.0,31.0,3.0,1.0,1.0,0.0
14147297,1103884,Dušan Vuković,327162,Mladost DG,327162,Mladost DG,away,F,77,False,True,0.0,,1.0,8.0,6.0,14.0,2.0,1.0,3.0,,,,1.0,,,2.0,15.0,5.0,0.0,0.09,0.2,1.0,0.0,0.0,,,1.0,1.0,78.0,1.0,0.0,0.0,,,,,,6.0,6.8,,,1.0,0.0,0.0,2.0,0.0,2.0,,1.0,0.0,10.0,7.0,17.0,2.0,0.0,40.0,0.0,3.0,0.0,0.0
14147297,605370,Luka Uskoković,327162,Mladost DG,327162,Mladost DG,away,D,4,True,True,0.0,,2.0,5.0,15.0,20.0,1.0,0.0,8.0,,,,1.0,,,,2.0,1.0,1.0,0.06,0.0,1.0,0.0,0.0,,,1.0,1.0,44.0,0.0,1.0,0.0,,,,,,5.0,6.4,,,,0.0,2.0,0.0,0.0,0.0,,5.0,0.0,8.0,16.0,24.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0
14147297,1149286,Nikola Radusinović,327162,Mladost DG,327162,Mladost DG,away,M,16,True,True,0.0,,1.0,3.0,6.0,9.0,0.0,0.0,5.0,,,,0.0,,,,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,,19.0,0.0,0.0,0.0,,,,,,3.0,6.4,,,,0.0,2.0,0.0,0.0,0.0,,2.0,0.0,4.0,8.0,12.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0
14147297,1030487,Anđelko Jovanović,327162,Mladost DG,327162,Mladost DG,away,F,10,True,True,0.0,,0.0,3.0,2.0,5.0,0.0,1.0,0.0,,,,0.0,,,,1.0,5.0,0.0,0.01,0.01,1.0,0.0,0.0,,,,1.0,12.0,0.0,0.0,0.0,,,,,,2.0,7.1,,,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,6.0,2.0,8.0,1.0,0.0,16.0,1.0,2.0,1.0,0.0
14147297,1426667,Matija Vukčević,327162,Mladost DG,327162,Mladost DG,away,D,44,True,True,0.0,,0.0,2.0,,2.0,0.0,0.0,1.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,5.0,0.0,0.0,0.0,,,,,,0.0,6.5,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
14147297,1648560,Nikola Pavličević,327162,Mladost DG,35223,NK Trnje,away,M,11,True,True,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,5.0,0.0,0.0,0.0,,,,,,0.0,6.7,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
14147297,1094114,Rajko Boljević,327162,Mladost DG,327162,Mladost DG,away,G,1,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147297,1005618,Nikola Vukotić,327162,Mladost DG,37958,FK Iskra Danilovgrad,away,D,35,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147297,2060338,Andrej Bozovic,327162,Mladost DG,327162,Mladost DG,away,M,32,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147297,804420,Zeljko Krstovic,327162,Mladost DG,6225,FK Zeta Golubovci,away,M,19,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147298,55668,Miloš Dragojević,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,G,33,False,True,0.0,0.0,10.0,4.0,32.0,38.0,0.0,0.0,8.0,,,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,90.0,0.0,0.0,0.0,,,,,,4.0,7.1,2.0,2.0,,0.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,6.0,34.0,43.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
14147298,958574,Jonathan Dresaj,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,D,22,False,True,0.0,,4.0,7.0,8.0,17.0,1.0,0.0,6.0,,,,1.0,,,,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,,90.0,0.0,0.0,0.0,,,,,,6.0,6.7,,,,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,12.0,10.0,24.0,0.0,1.0,34.0,0.0,0.0,1.0,0.0
14147298,1063206,Leon Ujkaj,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,D,17,False,True,0.0,,2.0,20.0,35.0,56.0,0.0,1.0,11.0,,,,1.0,,,,7.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2.0,,90.0,0.0,0.0,0.0,,,,,,5.0,6.7,,,,0.0,4.0,0.0,0.0,0.0,,4.0,0.0,22.0,37.0,61.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0
14147298,78954,Žarko Tomašević,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,D,5,False,True,1.0,,4.0,13.0,31.0,50.0,2.0,0.0,8.0,,,,2.0,,,,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,5.0,,90.0,0.0,2.0,0.0,,,,,,11.0,7.3,,,,0.0,3.0,0.0,1.0,0.0,,11.0,0.0,21.0,33.0,61.0,0.0,0.0,78.0,0.0,1.0,0.0,0.0
14147298,1423517,Lazar Maraš,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,D,18,False,True,0.0,,0.0,11.0,16.0,29.0,1.0,2.0,8.0,,,,2.0,,,,11.0,6.0,0.0,0.0,0.07,1.0,0.0,0.0,,,1.0,,90.0,1.0,2.0,0.0,,,,,,7.0,6.6,,,,0.0,0.0,3.0,0.0,3.0,,0.0,0.0,14.0,17.0,34.0,1.0,1.0,48.0,0.0,2.0,0.0,1.0
14147298,44305,Draško Božović,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,7,False,True,0.0,,5.0,14.0,34.0,49.0,0.0,0.0,10.0,,,,1.0,,,,6.0,2.0,1.0,0.26,0.04,2.0,0.0,1.0,,,3.0,2.0,69.0,1.0,0.0,0.0,,,,,,4.0,7.8,,,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,17.0,35.0,53.0,1.0,1.0,66.0,2.0,0.0,0.0,1.0
14147298,1196772,Arlind Maloku,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,8,False,True,0.0,,0.0,5.0,5.0,10.0,1.0,0.0,3.0,,,,0.0,,,1.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,57.0,0.0,0.0,0.0,,,,,,7.0,6.4,,,,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,8.0,5.0,13.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0
14147298,1131064,Balša Radusinović,6226,FK Dečić Tuzi,6225,FK Zeta Golubovci,home,M,32,False,True,0.0,,3.0,10.0,7.0,18.0,2.0,1.0,4.0,,,,2.0,,,1.0,15.0,5.0,0.0,0.0,0.04,0.0,0.0,0.0,,,1.0,,90.0,0.0,0.0,0.0,,,,,,12.0,6.5,,,2.0,0.0,0.0,0.0,1.0,0.0,,3.0,0.0,15.0,8.0,24.0,2.0,0.0,41.0,1.0,1.0,0.0,0.0
14147298,1035792,Petar Sekulović,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,20,False,True,0.0,,2.0,17.0,23.0,41.0,1.0,2.0,5.0,,,,1.0,,,4.0,10.0,8.0,0.0,0.1,0.18,0.0,0.0,0.0,,,1.0,1.0,90.0,1.0,0.0,0.0,,,,,,15.0,6.8,,,,0.0,1.0,1.0,0.0,1.0,,3.0,0.0,19.0,25.0,46.0,1.0,0.0,68.0,1.0,2.0,0.0,0.0
14147298,1034556,Vuk Striković,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,77,False,True,0.0,,0.0,4.0,5.0,9.0,3.0,1.0,2.0,,,,2.0,,,,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,57.0,0.0,0.0,0.0,,,,,,8.0,6.2,,,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,9.0,5.0,14.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0
14147298,838300,Stefan Golubović,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,F,27,False,True,1.0,,1.0,9.0,4.0,13.0,1.0,1.0,1.0,,,,0.0,,,,8.0,4.0,0.0,0.04,0.28,1.0,1.0,0.0,,,,1.0,69.0,0.0,0.0,0.0,,,,,,10.0,7.1,,,2.0,2.0,0.0,2.0,2.0,2.0,,1.0,2.0,15.0,6.0,21.0,2.0,0.0,33.0,0.0,0.0,2.0,0.0
14147298,76273,Asmir Kajević,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,10,True,True,1.0,,1.0,11.0,5.0,16.0,0.0,0.0,2.0,,,,0.0,,,,3.0,3.0,0.0,0.0,0.1,0.0,0.0,1.0,,,,,33.0,1.0,0.0,0.0,,,,,,3.0,7.4,,,,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,11.0,5.0,16.0,1.0,0.0,23.0,0.0,1.0,0.0,0.0
14147298,1394763,Trimror Selimi,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,19,True,True,0.0,,0.0,5.0,3.0,8.0,1.0,0.0,3.0,,1.0,,0.0,,,,5.0,9.0,0.0,0.0,0.39,0.0,0.0,0.0,,,,,33.0,0.0,0.0,0.0,,,,,,7.0,6.8,,,2.0,4.0,0.0,5.0,0.0,5.0,,0.0,1.0,6.0,3.0,9.0,2.0,0.0,23.0,0.0,4.0,4.0,0.0
14147298,1005614,Andrej Bajović,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,14,True,True,0.0,,0.0,4.0,3.0,7.0,2.0,2.0,4.0,,,,0.0,,,,5.0,4.0,0.0,0.03,0.2,1.0,0.0,0.0,,,1.0,2.0,21.0,0.0,0.0,0.0,,,,,,5.0,6.9,,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,4.0,3.0,8.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0
14147298,869335,Ilir Camaj,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,F,9,True,True,0.0,,0.0,4.0,1.0,5.0,4.0,0.0,2.0,,,,0.0,,,3.0,12.0,1.0,0.0,0.1,0.0,0.0,1.0,0.0,,,,1.0,21.0,0.0,0.0,0.0,,,,,,7.0,6.5,,,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,7.0,1.0,8.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0
14147298,2073399,Mark Djokaj,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,11,True,True,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
14147298,1396431,Danilo Radošević,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,G,25,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147298,1108587,Robert Gjelaj,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,D,23,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147298,1466922,Nikola Braunović,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,29,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
14147298,929112,Petar Pavlićević,6226,FK Dečić Tuzi,6226,FK Dečić Tuzi,home,M,74,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,
