player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",True,miss,regular,"{'x': 23.7, 'y': 69.1, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 66.9, 'z': 73.6}",5768375,90,2.0,5503,"{'start': {'x': 69.1, 'y': 23.7}, 'end': {'x': 33.1, 'y': 0}, 'goal': {'x': 33.1, 'y': 26.4}}",1,797,103,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",True,block,set-piece,"{'x': 19.1, 'y': 53.1, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 9.7}",5768346,87,,5170,"{'start': {'x': 53.1, 'y': 19.1}, 'block': {'x': 52.3, 'y': 17.3}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 90.3}}",4,230,2470,shot,"{'x': 17.3, 'y': 52.3, 'z': 0}",
"{'name': 'Vasilije Novičić', 'firstName': 'Vasilije Novicic', 'slug': 'vasilije-novicic', 'shortName': 'V. Novićić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 343, 'gender': 'M', 'id': 1957265, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي نوفتيتش'}, 'shortNameTranslation': {'ar': 'ف. نوفتيتش'}}}",False,block,assisted,"{'x': 10.2, 'y': 65.2, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.8, 'z': 19}",5768243,79,,4727,"{'start': {'x': 65.2, 'y': 10.2}, 'block': {'x': 62.8, 'y': 8.8}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 81}}",12,673,2027,shot,"{'x': 8.8, 'y': 62.8, 'z': 0}",
"{'name': 'Luka Luković', 'firstName': '', 'lastName': '', 'slug': 'luka-lukovic', 'shortName': 'L. Luković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 42, 'gender': 'M', 'id': 314246, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لوكوفيتش', 'bn': 'লুকা লুকোভিচ', 'hi': 'लुका लुकोविक'}, 'shortNameTranslation': {'ar': 'ل. لوكوفيتش', 'bn': 'এল. লুকোভিচ', 'hi': 'एल. लुकोविक'}}}",False,block,regular,"{'x': 24.6, 'y': 46.4, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.2, 'z': 19}",5768242,78,,4670,"{'start': {'x': 46.4, 'y': 24.6}, 'block': {'x': 48, 'y': 18.4}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 81}}",13,730,1970,shot,"{'x': 18.4, 'y': 48, 'z': 0}",
"{'name': 'Sadick Abubakar', 'firstName': 'Sadick Abubakar', 'lastName': '', 'slug': 'sadick-abubakar', 'shortName': 'S. Abubakar', 'position': 'D', 'jerseyNumber': '37', 'userCount': 47, 'gender': 'M', 'id': 1147568, 'fieldTranslations': {'nameTranslation': {'ar': 'سادك أبو بكر'}, 'shortNameTranslation': {'ar': 'س. بكر'}}}",True,save,assisted,"{'x': 7.9, 'y': 70.5, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.9, 'z': 24.7}",5768233,76,,4501,"{'start': {'x': 70.5, 'y': 7.9}, 'block': {'x': 56.7, 'y': 2.3}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 75.3}}",15,899,1801,shot,"{'x': 2.3, 'y': 56.7, 'z': 0}",
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",True,miss,regular,"{'x': 24.4, 'y': 74, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 59.7, 'z': 40.3}",5768194,74,,4430,"{'start': {'x': 74, 'y': 24.4}, 'end': {'x': 40.3, 'y': 0}, 'goal': {'x': 40.3, 'y': 59.7}}",17,970,1730,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",True,block,assisted,"{'x': 13.6, 'y': 66.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}",5768190,72,,4301,"{'start': {'x': 66.7, 'y': 13.6}, 'block': {'x': 59, 'y': 7.7}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",19,1099,1601,shot,"{'x': 7.7, 'y': 59, 'z': 0}",
"{'name': 'Nikola Krstić', 'firstName': '', 'lastName': '', 'slug': 'nikola-krstic', 'shortName': 'N. Krstić', 'position': 'M', 'jerseyNumber': '25', 'userCount': 68, 'gender': 'M', 'id': 1481264, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا كريستيتش'}, 'shortNameTranslation': {'ar': 'ن. كريستيتش'}}}",False,block,assisted,"{'x': 17.8, 'y': 59.1, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.5, 'z': 19}",5767973,66,,3901,"{'start': {'x': 59.1, 'y': 17.8}, 'block': {'x': 55.2, 'y': 9.8}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 81}}",25,1499,1201,shot,"{'x': 9.8, 'y': 55.2, 'z': 0}",
"{'name': 'Sadick Abubakar', 'firstName': 'Sadick Abubakar', 'lastName': '', 'slug': 'sadick-abubakar', 'shortName': 'S. Abubakar', 'position': 'D', 'jerseyNumber': '37', 'userCount': 47, 'gender': 'M', 'id': 1147568, 'fieldTranslations': {'nameTranslation': {'ar': 'سادك أبو بكر'}, 'shortNameTranslation': {'ar': 'س. بكر'}}}",True,block,assisted,"{'x': 16.1, 'y': 61.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.2, 'z': 19}",5767901,59,,3538,"{'start': {'x': 61.5, 'y': 16.1}, 'block': {'x': 59.4, 'y': 12.9}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 81}}",32,1862,838,shot,"{'x': 12.9, 'y': 59.4, 'z': 0}",
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",False,miss,assisted,"{'x': 22.9, 'y': 37.8, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 42, 'z': 91.7}",5767893,58,,3427,"{'start': {'x': 37.8, 'y': 22.9}, 'end': {'x': 58, 'y': 0}, 'goal': {'x': 58, 'y': 8.3}}",33,1973,727,shot,,
