minute,value
0.0,0
1.0,1
2.0,12
3.0,17
4.0,16
5.0,60
6.0,41
7.0,79
8.0,12
9.0,35
10.0,45
11.0,31
12.0,23
13.0,16
14.0,17
15.0,22
16.0,7
17.0,8
18.0,-32
19.0,-38
20.0,-20
21.0,-2
22.0,10
23.0,87
24.0,63
25.0,82
26.0,53
27.0,30
28.0,22
29.0,17
30.0,11
31.0,11
32.0,-91
33.0,-43
34.0,-22
35.0,74
36.0,39
37.0,43
38.0,28
39.0,14
40.0,46
41.0,-38
42.0,-16
43.0,-7
44.0,8
45.0,-29
45.5,35
46.0,5
47.0,-18
48.0,63
49.0,29
50.0,25
51.0,11
52.0,10
53.0,7
54.0,2
55.0,-4
56.0,2
57.0,83
58.0,56
59.0,11
60.0,4
61.0,-29
62.0,-20
63.0,-100
64.0,-65
65.0,-37
66.0,-13
67.0,-6
68.0,32
69.0,100
70.0,100
71.0,63
72.0,40
73.0,-28
74.0,-14
75.0,-90
76.0,-49
77.0,-25
78.0,-11
79.0,33
80.0,29
81.0,19
82.0,33
83.0,22
84.0,23
85.0,15
86.0,6
87.0,-54
88.0,-34
89.0,-15
90.0,-7
90.5,70
