player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",True,goal,regular,regular,"{'x': 10, 'y': 47, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.8, 'z': 6.6}",0.3368,0.7306,6551465,90,3.0,5531,"{'start': {'x': 47, 'y': 10}, 'end': {'x': 52.2, 'y': 0}, 'goal': {'x': 52.2, 'y': 93.4}}",1,769,131,shot,
"{'name': 'Aldin Mušović', 'firstName': '', 'lastName': '', 'slug': 'aldin-musovic', 'shortName': 'A. Mušović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 9, 'gender': 'M', 'id': 1382874, 'fieldTranslations': {'nameTranslation': {'ar': 'ألدين موشوفيتش'}, 'shortNameTranslation': {'ar': 'أ. موشوفيتش'}}}",False,post,,set-piece,"{'x': 1, 'y': 42, 'z': 0}",left-foot,right,"{'x': 0, 'y': 44.5, 'z': 3.8}",0.2814,,6551464,87,,5176,"{'start': {'x': 42, 'y': 1}, 'end': {'x': 55.5, 'y': 0}, 'goal': {'x': 55.5, 'y': 96.2}}",4,224,2476,shot,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,goal,regular,regular,"{'x': 8, 'y': 51, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 48, 'z': 21}",0.3313,0.799,6551463,75,,4494,"{'start': {'x': 51, 'y': 8}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 79}}",16,906,1794,shot,
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",False,block,,regular,"{'x': 33, 'y': 47, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.018,,6551462,73,,4355,"{'start': {'x': 47, 'y': 33}, 'block': {'x': 47, 'y': 33}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",18,1045,1655,shot,"{'x': 33, 'y': 47, 'z': 0}"
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",True,save,,regular,"{'x': 13, 'y': 43, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.8, 'z': 4.1}",0.2139,0.1676,6551461,70,,4173,"{'start': {'x': 43, 'y': 13}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 95.9}}",21,1227,1473,shot,
"{'name': 'Miguel Rodrigues', 'slug': 'miguel-rodrigues', 'shortName': 'M. Rodrigues', 'position': 'D', 'userCount': 28, 'gender': 'M', 'id': 232450, 'fieldTranslations': {'nameTranslation': {'ar': 'ميغيل رودريغيز'}, 'shortNameTranslation': {'ar': 'م. رودريغيز'}}}",True,goal,regular,corner,"{'x': 1, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 12.1}",0.4347,0.6921,6551460,69,,4105,"{'start': {'x': 50, 'y': 1}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 87.9}}",22,1295,1405,shot,
"{'name': 'Pavle  Božović', 'firstName': 'Pavle ', 'lastName': 'Božović ', 'slug': 'pavle-bozovic', 'shortName': 'P. Božović', 'position': 'F', 'userCount': 0, 'gender': 'M', 'id': 2444869}",False,goal,regular,regular,"{'x': 26, 'y': 43, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 47.1, 'z': 27.8}",0.05602,0.4589,6551459,63,,3748,"{'start': {'x': 43, 'y': 26}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 72.2}}",28,1652,1048,shot,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",False,block,,regular,"{'x': 13, 'y': 62, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1571,,6551458,63,,3726,"{'start': {'x': 62, 'y': 13}, 'block': {'x': 62, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1674,1026,shot,"{'x': 13, 'y': 62, 'z': 0}"
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",False,block,,regular,"{'x': 16, 'y': 68, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01745,,6551457,61,,3657,"{'start': {'x': 68, 'y': 16}, 'block': {'x': 68, 'y': 16}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",30,1743,957,shot,"{'x': 16, 'y': 68, 'z': 0}"
"{'name': 'Arsenije Čepić', 'firstName': 'Arsenije', 'lastName': 'Čepić', 'slug': 'arsenije-cepic', 'shortName': 'A. Čepić', 'position': 'M', 'jerseyNumber': '15', 'userCount': 8, 'gender': 'M', 'id': 1185130, 'fieldTranslations': {'nameTranslation': {'ar': 'أرسينيي جيبيتش'}, 'shortNameTranslation': {'ar': 'أ. جيبيتش'}}}",False,miss,,regular,"{'x': 23, 'y': 45, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.2, 'z': 10.3}",0.01623,,6551456,59,,3533,"{'start': {'x': 45, 'y': 23}, 'end': {'x': 57.8, 'y': 0}, 'goal': {'x': 57.8, 'y': 89.7}}",32,1867,833,shot,
