minute,value
1.0,10
2.0,78
3.0,58
4.0,100
5.0,61
6.0,100
7.0,61
8.0,12
9.0,3
10.0,-29
11.0,-27
12.0,-46
13.0,-21
14.0,-2
15.0,32
16.0,-45
17.0,-13
18.0,-7
19.0,-9
20.0,-8
21.0,-1
22.0,-21
23.0,-38
24.0,-48
25.0,-34
26.0,-1
27.0,6
28.0,9
29.0,11
30.0,-37
31.0,-21
32.0,-9
33.0,-58
34.0,-36
35.0,-25
36.0,-16
37.0,-11
38.0,4
39.0,-12
40.0,-7
41.0,-86
42.0,-52
43.0,-33
44.0,-25
45.0,-16
45.5,15
46.0,-1
47.0,-17
48.0,-46
49.0,-73
50.0,-44
51.0,-27
52.0,-20
53.0,-10
54.0,-3
55.0,-2
56.0,-7
57.0,-4
58.0,-3
59.0,-2
60.0,-1
61.0,31
62.0,24
63.0,15
64.0,15
65.0,-10
66.0,-3
67.0,51
68.0,30
69.0,-50
70.0,-18
71.0,31
72.0,35
73.0,26
74.0,25
75.0,91
76.0,52
77.0,20
78.0,13
79.0,53
80.0,32
81.0,14
82.0,10
83.0,-45
84.0,-7
85.0,6
86.0,12
87.0,2
88.0,5
89.0,2
90.0,6
90.5,15
