player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot,blockCoordinates
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,miss,throw-in-set-piece,"{'x': 27, 'y': 51, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 42.9, 'z': 14.9}",0.02066,6551341,84,5024,"{'start': {'x': 51, 'y': 27}, 'end': {'x': 57.1, 'y': 0}, 'goal': {'x': 57.1, 'y': 85.1}}",7,376,2324,shot,,,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,miss,corner,"{'x': 8, 'y': 51, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 42.6, 'z': 52.1}",0.1129,6551340,83,4962,"{'start': {'x': 51, 'y': 8}, 'end': {'x': 57.4, 'y': 0}, 'goal': {'x': 57.4, 'y': 47.9}}",8,438,2262,shot,,,
"{'name': 'Asmir Kajević', 'slug': 'asmir-kajevic', 'shortName': 'A. Kajević', 'position': 'M', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 76273, 'fieldTranslations': {'nameTranslation': {'ar': 'أسمير كايفيتش', 'hi': 'अस्मिर काजेविक', 'bn': 'আসমির কাজেভিচ'}, 'shortNameTranslation': {'ar': 'أ. كايفيتش', 'hi': 'ए. काजेविक', 'bn': 'এ. কাজেভিচ'}}}",True,goal,set-piece,"{'x': 6, 'y': 68, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 10.6}",0.1048,6551339,75,4458,"{'start': {'x': 68, 'y': 6}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 89.4}}",16,942,1758,shot,regular,0.1882,
"{'name': 'Trimror Selimi', 'firstName': 'Trimron Selimi', 'lastName': '', 'slug': 'trimron-selimi', 'shortName': 'T. Selimi', 'position': 'M', 'jerseyNumber': '19', 'userCount': 15, 'gender': 'M', 'id': 1394763, 'fieldTranslations': {'nameTranslation': {'ar': 'تريمور سليمي'}, 'shortNameTranslation': {'ar': 'ت. سليمي'}}}",True,miss,regular,"{'x': 19, 'y': 25, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.9, 'z': 0.7}",0.03143,6551338,72,4305,"{'start': {'x': 25, 'y': 19}, 'end': {'x': 57.1, 'y': 0}, 'goal': {'x': 57.1, 'y': 99.3}}",19,1095,1605,shot,,,
"{'name': 'Andrej Bajović', 'firstName': '', 'lastName': '', 'slug': 'andrej-bajovic', 'shortName': 'A. Bajović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 29, 'gender': 'M', 'id': 1005614, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بايوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بايوفيتش'}}}",True,miss,regular,"{'x': 12, 'y': 56, 'z': 0}",left-foot,close-high-right,"{'x': 0, 'y': 42.5, 'z': 41.1}",0.1982,6551337,71,4211,"{'start': {'x': 56, 'y': 12}, 'end': {'x': 57.5, 'y': 0}, 'goal': {'x': 57.5, 'y': 58.9}}",20,1189,1511,shot,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,block,throw-in-set-piece,"{'x': 9, 'y': 49, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.2838,6551336,69,4107,"{'start': {'x': 49, 'y': 9}, 'block': {'x': 49, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",22,1293,1407,shot,,,"{'x': 9, 'y': 49, 'z': 0}"
"{'name': 'Trimror Selimi', 'firstName': 'Trimron Selimi', 'lastName': '', 'slug': 'trimron-selimi', 'shortName': 'T. Selimi', 'position': 'M', 'jerseyNumber': '19', 'userCount': 15, 'gender': 'M', 'id': 1394763, 'fieldTranslations': {'nameTranslation': {'ar': 'تريمور سليمي'}, 'shortNameTranslation': {'ar': 'ت. سليمي'}}}",True,miss,regular,"{'x': 5, 'y': 58, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 57.9, 'z': 55.6}",0.3609,6551335,67,3986,"{'start': {'x': 58, 'y': 5}, 'end': {'x': 42.1, 'y': 0}, 'goal': {'x': 42.1, 'y': 44.4}}",24,1414,1286,shot,,,
"{'name': 'Stefan Golubović', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '27', 'userCount': 35, 'gender': 'M', 'id': 838300, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",True,miss,regular,"{'x': 7, 'y': 43, 'z': 0}",head,close-right,"{'x': 0, 'y': 43.5, 'z': 10}",0.1873,6551334,61,3608,"{'start': {'x': 43, 'y': 7}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 90}}",30,1792,908,shot,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,save,regular,"{'x': 5, 'y': 31, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 4.4}",0.128,6551333,48,2846,"{'start': {'x': 31, 'y': 5}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 95.6}}",43,2554,146,shot,,0.235,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,goal,regular,"{'x': 12, 'y': 43, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 1}",0.1099,6551332,41,2448,"{'start': {'x': 43, 'y': 12}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 99}}",5,252,2448,shot,regular,0.4981,
"{'name': 'Petar Vukčević', 'firstName': '', 'lastName': '', 'slug': 'petar-vukcevic', 'shortName': 'P. Vukčević', 'position': 'M', 'jerseyNumber': '19', 'userCount': 10, 'gender': 'M', 'id': 941133, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكشيفيتش', 'hi': 'पीटर वुकचेविच', 'bn': 'পেটার ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'ب. فوكشيفيتش', 'hi': 'पी. वुकसेविक', 'bn': 'পি. ভুকেভিচ'}}}",False,miss,regular,"{'x': 6, 'y': 47, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.1, 'z': 34.8}",0.4718,6551331,33,1928,"{'start': {'x': 47, 'y': 6}, 'end': {'x': 57.9, 'y': 0}, 'goal': {'x': 57.9, 'y': 65.2}}",13,772,1928,shot,,,
"{'name': 'Andrija Kaluđerović', 'firstName': '', 'lastName': '', 'slug': 'andrija-kaluderovic', 'shortName': 'A. Kaluđeriović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 94261, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا كالوجيروفيتش'}, 'shortNameTranslation': {'ar': 'أ. كالوجيروفيتش'}}}",False,block,regular,"{'x': 17, 'y': 59, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.07992,6551330,30,1757,"{'start': {'x': 59, 'y': 17}, 'block': {'x': 59, 'y': 17}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",16,943,1757,shot,,,"{'x': 17, 'y': 59, 'z': 0}"
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,miss,throw-in-set-piece,"{'x': 17, 'y': 64, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.6, 'z': 7.6}",0.02023,6551329,26,1560,"{'start': {'x': 64, 'y': 17}, 'end': {'x': 41.4, 'y': 0}, 'goal': {'x': 41.4, 'y': 92.4}}",20,1140,1560,shot,,,
"{'name': 'Petar Vukčević', 'firstName': '', 'lastName': '', 'slug': 'petar-vukcevic', 'shortName': 'P. Vukčević', 'position': 'M', 'jerseyNumber': '19', 'userCount': 10, 'gender': 'M', 'id': 941133, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكشيفيتش', 'hi': 'पीटर वुकचेविच', 'bn': 'পেটার ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'ب. فوكشيفيتش', 'hi': 'पी. वुकसेविक', 'bn': 'পি. ভুকেভিচ'}}}",False,block,regular,"{'x': 14, 'y': 65, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1152,6551328,23,1377,"{'start': {'x': 65, 'y': 14}, 'block': {'x': 65, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",23,1323,1377,shot,,,"{'x': 14, 'y': 65, 'z': 0}"
"{'name': 'Velimir Ljutica', 'firstName': '', 'lastName': '', 'slug': 'velimir-ljutica', 'shortName': 'V. Ljutica', 'position': 'D', 'jerseyNumber': '32', 'userCount': 36, 'gender': 'M', 'id': 1392904, 'fieldTranslations': {'nameTranslation': {'ar': 'فليمير ليوتيكا'}, 'shortNameTranslation': {'ar': 'ف. ليوتيكا'}}}",False,save,set-piece,"{'x': 11, 'y': 48, 'z': 0}",head,low-left,"{'x': 0, 'y': 54.3, 'z': 19.7}",0.116,6551327,16,960,"{'start': {'x': 48, 'y': 11}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 80.3}}",30,1740,960,shot,,0.3141,
"{'name': 'Stefan Golubović', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '27', 'userCount': 35, 'gender': 'M', 'id': 838300, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",True,miss,set-piece,"{'x': 11, 'y': 54, 'z': 0}",head,close-left,"{'x': 0, 'y': 57, 'z': 5.8}",0.09513,6551326,15,861,"{'start': {'x': 54, 'y': 11}, 'end': {'x': 43, 'y': 0}, 'goal': {'x': 43, 'y': 94.2}}",31,1839,861,shot,,,
"{'name': 'Petar Vukčević', 'firstName': '', 'lastName': '', 'slug': 'petar-vukcevic', 'shortName': 'P. Vukčević', 'position': 'M', 'jerseyNumber': '19', 'userCount': 10, 'gender': 'M', 'id': 941133, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكشيفيتش', 'hi': 'पीटर वुकचेविच', 'bn': 'পেটার ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'ب. فوكشيفيتش', 'hi': 'पी. वुकसेविक', 'bn': 'পি. ভুকেভিচ'}}}",False,block,regular,"{'x': 13, 'y': 67, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.09061,6551325,12,696,"{'start': {'x': 67, 'y': 13}, 'block': {'x': 67, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",34,2004,696,shot,,,"{'x': 13, 'y': 67, 'z': 0}"
"{'name': 'Petar Vukčević', 'firstName': '', 'lastName': '', 'slug': 'petar-vukcevic', 'shortName': 'P. Vukčević', 'position': 'M', 'jerseyNumber': '19', 'userCount': 10, 'gender': 'M', 'id': 941133, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكشيفيتش', 'hi': 'पीटर वुकचेविच', 'bn': 'পেটার ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'ب. فوكشيفيتش', 'hi': 'पी. वुकसेविक', 'bn': 'পি. ভুকেভিচ'}}}",False,block,regular,"{'x': 9, 'y': 37, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.2265,6551324,10,596,"{'start': {'x': 37, 'y': 9}, 'block': {'x': 37, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",36,2104,596,shot,,,"{'x': 9, 'y': 37, 'z': 0}"
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,miss,regular,"{'x': 22, 'y': 75, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.9, 'z': 6.4}",0.01034,6551323,8,461,"{'start': {'x': 75, 'y': 22}, 'end': {'x': 43.1, 'y': 0}, 'goal': {'x': 43.1, 'y': 93.6}}",38,2239,461,shot,,,
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'hi': 'ड्रास्को बोजोविक', 'bn': 'ড্রাস্কো বোজোভিচ'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'hi': 'डी. बोजोविक', 'bn': 'ডি. বোজোভিচ'}}}",True,goal,regular,"{'x': 20, 'y': 62, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 54.6, 'z': 26.1}",0.04192,6551322,6,324,"{'start': {'x': 62, 'y': 20}, 'end': {'x': 45.4, 'y': 0}, 'goal': {'x': 45.4, 'y': 73.9}}",40,2376,324,shot,regular,0.6331,
"{'name': 'Petar Sekulović', 'firstName': '', 'lastName': '', 'slug': 'petar-sekulovic', 'shortName': 'P. Sekulović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 4, 'gender': 'M', 'id': 1035792, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتار سيكولوفيتش', 'hi': 'पीटर सेकुलोविच', 'bn': 'পেটার সেকুলোভিচ'}, 'shortNameTranslation': {'ar': 'ب. سيكولوفيتش', 'hi': 'पी. सेकुलोविच', 'bn': 'পি. সেকুলোভিচ'}}}",True,save,free-kick,"{'x': 2, 'y': 16, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 14.2}",0.1753,6551342,4,210,"{'start': {'x': 16, 'y': 2}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 85.8}}",42,2490,210,shot,,0.1187,
"{'name': 'Lazar Maraš', 'slug': 'lazar-maras', 'shortName': 'L. Maraš', 'position': 'D', 'jerseyNumber': '18', 'userCount': 22, 'gender': 'M', 'id': 1423517, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ماراش'}, 'shortNameTranslation': {'ar': 'ل. ماراش'}}}",True,save,corner,"{'x': 13, 'y': 40, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 19.9}",0.07079,6551321,2,99,"{'start': {'x': 40, 'y': 13}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 80.1}}",44,2601,99,shot,,0.03062,
