match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,blockedScoringAttempt,interceptionWon,shotOffTarget,dispossessed,keyPass,hitWoodwork,bigChanceCreated,bigChanceMissed
14147364,away,6224,FK Sutjeska Nikšić,1063207,Radoš Dedić,rados-dedic,D,6,False,51.0,43.0,15.0,8.0,0.0,27.0,29.0,13.0,19.0,0.0,0.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,90.0,54.0,7.7,11.0,0.0,0.0,"{'original': 7.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,2,4,84.31372549019608,53.333333333333336,,,,,2.0,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1423507,Bojan Damjanović,bojan-damjanovic,D,91,False,59.0,52.0,7.0,5.0,0.0,41.0,44.0,11.0,15.0,0.0,0.0,1.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,64.0,7.2,8.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,8,5,2,3,88.13559322033898,71.42857142857143,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1000770,Andrija Ražnatović,andrija-raznatovic,D,22,False,44.0,30.0,6.0,2.0,0.0,11.0,16.0,15.0,23.0,3.0,1.0,1.0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,,,,,,90.0,52.0,7.0,20.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,5,12,4,8,68.18181818181817,33.33333333333333,33.33333333333333,0.0,,,3.0,,1.0,,,,
14147364,away,6224,FK Sutjeska Nikšić,1479109,Marko Simun,marko-simun,M,19,False,58.0,36.0,19.0,8.0,0.0,17.0,22.0,18.0,35.0,1.0,1.0,4.0,1.0,14.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,90.0,72.0,7.1,27.0,0.05,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,5,16,6,10,62.06896551724138,42.10526315789473,100.0,,,,1.0,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,836566,Aleksandar Šćekić,aleksandar-scekic,M,55,False,80.0,67.0,9.0,4.0,0.0,39.0,42.0,27.0,37.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90.0,89.0,7.1,13.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,0,4,83.75,44.44444444444444,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1381358,Petar Aničić,petar-anicic,M,9,False,17.0,13.0,1.0,0.0,0.0,9.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,66.0,25.0,6.4,8.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,76.47058823529412,0.0,,100.0,,1.0,1.0,,,,,,
14147364,away,5160,FK Sutjeska Nikšić,795912,Aleksandar Desančić,aleksandar-desancic,M,3,False,27.0,23.0,0.0,0.0,0.0,8.0,10.0,15.0,17.0,0.0,0.0,9.0,1.0,15.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,,,,,,66.0,46.0,6.6,16.0,0.0,0.05,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,10,13,7,6,85.18518518518519,,,66.66666666666666,,,2.0,,1.0,1.0,,,
14147364,away,6224,FK Sutjeska Nikšić,172957,Vasko Kalezić,vasko-kalezic,M,70,False,36.0,27.0,4.0,0.0,0.0,12.0,15.0,15.0,21.0,2.0,0.0,0.0,1.0,10.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,82.0,50.0,6.4,8.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,1,15,5,10,75.0,0.0,0.0,66.66666666666666,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,F,10,False,16.0,9.0,1.0,0.0,0.0,3.0,4.0,6.0,12.0,1.0,0.0,3.0,4.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,66.0,30.0,6.6,10.0,0.1,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,7,14,3,11,56.25,0.0,0.0,,,,,,2.0,,,,
14147364,away,315641,FK Sutjeska Nikšić,1134549,Mamadou Camara,mamadou-camara,M,27,True,15.0,10.0,3.0,1.0,0.0,1.0,2.0,8.0,12.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,24.0,20.0,6.7,5.0,0.0,0.02,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,2,3,66.66666666666666,33.33333333333333,,,,,1.0,,1.0,1.0,,,
14147364,away,6224,FK Sutjeska Nikšić,1896811,Medo Juković,medo-jukovic,M,88,True,8.0,7.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24.0,16.0,6.8,1.0,0.02,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,87.5,,0.0,100.0,,,,,,,,,
14147364,away,5160,FK Sutjeska Nikšić,878422,Nikola Furtula,nikola-furtula,F,89,True,4.0,1.0,1.0,0.0,0.0,,1.0,1.0,3.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,24.0,4.0,6.4,7.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,7,0,0,0,25.0,0.0,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,962100,Vasilije Cavor,vasilije-cavor,M,24,True,3.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,4.0,6.1,3.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,0,5,33.33333333333333,0.0,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1032030,Stojan Vukčević,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,138937,Boris Kopitović,boris-kopitovic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1005621,Ognjen Đinović,ognjen-dinovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1067578,Igor Pajović,igor-pajovic,M,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1481226,Danilo Ćetković,danilo-cetkovic,M,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
