match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,blockedScoringAttempt,interceptionWon,shotOffTarget,dispossessed,keyPass,hitWoodwork,bigChanceCreated,bigChanceMissed
14147364,home,37956,FK Arsenal Tivat,800147,Bojan Zogović,bojan-zogovic,G,1,False,11.0,10.0,4.0,3.0,0.0,8.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,90.0,11.0,7.2,2.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,90.9090909090909,75.0,,,,,,,,,,,
14147364,home,37956,FK Arsenal Tivat,363780,Staniša Mandić,stanisa-mandic,D,77,False,29.0,16.0,3.0,1.0,0.0,5.0,7.0,10.0,19.0,2.0,0.0,2.0,2.0,20.0,7.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,,,90.0,47.0,6.8,23.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",27,4,23,5,18,55.172413793103445,33.33333333333333,0.0,66.66666666666666,,1.0,2.0,,,,,,
14147364,home,37956,FK Arsenal Tivat,58157,Jovan Nikolić,jovan-nikolic,D,4,False,37.0,28.0,10.0,6.0,0.0,14.0,18.0,9.0,13.0,0.0,0.0,2.0,5.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,42.0,7.5,12.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,7,4,1,3,75.67567567567568,60.0,,100.0,,,5.0,,,,,,
14147364,home,37956,FK Arsenal Tivat,889352,Zoran Mikijelj,zoran-mikijelj,D,19,False,10.0,7.0,1.0,1.0,0.0,5.0,6.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33.0,11.0,6.7,4.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,70.0,100.0,,,,,,,,,,,
14147364,home,37956,FK Arsenal Tivat,984070,Marko Živanović,marko-zivanovic,D,26,False,41.0,31.0,7.0,3.0,0.0,19.0,21.0,11.0,18.0,0.0,0.0,3.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,53.0,7.3,11.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,6,10,3,7,75.60975609756098,42.857142857142854,,,,,1.0,,,,,,
14147364,home,37956,FK Arsenal Tivat,184773,Irfan Šahman,irfan-sahman,M,8,False,35.0,23.0,5.0,0.0,0.0,9.0,9.0,12.0,24.0,1.0,0.0,2.0,1.0,5.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,49.0,7.1,14.0,0.08,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,7,3,65.71428571428571,0.0,0.0,100.0,,,2.0,1.0,,,,,
14147364,home,37956,FK Arsenal Tivat,1005627,Aleksa Ćetković,aleksa-cetkovic,M,28,False,33.0,24.0,2.0,2.0,0.0,7.0,7.0,15.0,22.0,1.0,1.0,5.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,,,,,,90.0,45.0,7.0,16.0,0.02,0.04,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,7,16,5,11,72.72727272727273,100.0,100.0,,,,2.0,1.0,1.0,1.0,,,
14147364,home,203041,FK Arsenal Tivat,895528,Ljubiša Pecelj,ljubisa-pecelj,M,13,False,42.0,25.0,11.0,4.0,0.0,9.0,16.0,14.0,24.0,0.0,0.0,2.0,1.0,15.0,13.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,90.0,66.0,7.7,16.0,0.09,0.0,"{'original': 7.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",28,3,25,12,13,59.523809523809526,36.36363636363637,,100.0,,1.0,4.0,1.0,,1.0,1.0,,
14147364,home,37956,FK Arsenal Tivat,1947605,Petar Ražnatović,petar-raznatovic,F,10,False,15.0,6.0,3.0,1.0,0.0,2.0,3.0,4.0,12.0,2.0,1.0,5.0,2.0,18.0,6.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,90.0,32.0,6.9,19.0,0.0,0.26,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,7,17,4,13,40.0,33.33333333333333,50.0,33.33333333333333,,,1.0,,2.0,1.0,,1.0,
14147364,home,6223,FK Arsenal Tivat,881019,Vanja Vučićević,vanja-vucicevic,F,22,False,9.0,7.0,0.0,0.0,0.0,4.0,4.0,3.0,5.0,0.0,0.0,5.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,72.0,23.0,6.3,8.0,0.71,0.0,"{'original': 6.3, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,7,6,1,5,77.77777777777779,,,,,1.0,,2.0,1.0,,,,1.0
14147364,home,37956,FK Arsenal Tivat,808566,Armin Bošnjak,armin-bosnjak,F,7,False,16.0,11.0,2.0,1.0,0.0,2.0,2.0,9.0,14.0,4.0,0.0,1.0,0.0,8.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,,,,,,86.0,28.0,6.9,7.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,9,7,68.75,50.0,0.0,100.0,,,,,1.0,,,,
14147364,home,37956,FK Arsenal Tivat,1804545,Gojko Petović,gojko-petrovic,D,5,True,21.0,11.0,6.0,2.0,0.0,7.0,14.0,3.0,4.0,0.0,0.0,1.0,2.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,57.0,25.0,6.8,11.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,2,4,52.38095238095239,33.33333333333333,,100.0,,,1.0,,,,,,
14147364,home,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,F,20,True,11.0,8.0,1.0,1.0,0.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,14.0,6.7,2.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,72.72727272727273,100.0,,0.0,,,1.0,,,,,,
14147364,home,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,F,18,True,1.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,2.0,,1.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,0.0,,0.0,100.0,,,,,,,,,
14147364,home,37956,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,home,37956,FK Arsenal Tivat,1163504,David Sim,david-sim,D,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,home,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,home,37956,FK Arsenal Tivat,2357411,Stefan Labović,stefan-labovic,F,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,home,37956,FK Arsenal Tivat,2217594,Vuk Čukić,vuk-cukic,,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,home,37956,FK Arsenal Tivat,2210662,Vasilije Kašćelan,vasilije-kascelan,,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,57363,Vladan Giljen,vladan-giljen,G,1,False,16.0,11.0,12.0,7.0,0.0,7.0,7.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,18.0,6.9,11.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,68.75,58.333333333333336,,,0.0,,1.0,,,,,,
14147364,away,6224,FK Sutjeska Nikšić,1030493,Aleksa Golubović,aleksa-golubovic,D,2,False,24.0,18.0,1.0,0.0,0.0,7.0,8.0,10.0,15.0,2.0,1.0,2.0,1.0,11.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,90.0,34.0,6.7,6.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,3,9,75.0,0.0,50.0,100.0,,,2.0,,,,,,
