minute,value
1.0,2
2.0,3
3.0,3
4.0,16
5.0,20
6.0,6
7.0,7
8.0,31
9.0,15
10.0,-11
11.0,6
12.0,34
13.0,-38
14.0,-25
15.0,-21
16.0,-51
17.0,-52
18.0,-35
19.0,-82
20.0,-53
21.0,-78
22.0,-51
23.0,-39
24.0,-32
25.0,-27
26.0,-18
27.0,-8
28.0,-2
29.0,-6
30.0,-39
31.0,30
32.0,3
33.0,-4
34.0,-33
35.0,-19
36.0,-16
37.0,15
38.0,12
39.0,10
40.0,-9
41.0,-18
42.0,-21
43.0,-19
44.0,-35
45.0,-13
45.5,-15
46.0,2
47.0,1
48.0,-13
49.0,-43
50.0,-16
51.0,-24
52.0,-20
53.0,-19
54.0,12
55.0,-6
56.0,-7
57.0,-15
58.0,-54
59.0,-38
60.0,-27
61.0,-20
62.0,-16
63.0,-10
64.0,-10
65.0,-10
66.0,-4
67.0,-32
68.0,-26
69.0,-33
70.0,-24
71.0,-39
72.0,-28
73.0,-21
74.0,-16
75.0,-28
76.0,-19
77.0,-23
78.0,-50
79.0,-68
80.0,-100
81.0,-21
82.0,21
83.0,7
84.0,5
85.0,6
86.0,4
87.0,7
88.0,14
89.0,22
90.0,55
90.5,-34
