minute,value
1.0,3
2.0,-7
3.0,-1
4.0,18
5.0,22
6.0,9
7.0,3
8.0,-8
9.0,-9
10.0,-9
11.0,-22
12.0,-11
13.0,-8
14.0,-11
15.0,-13
16.0,-25
17.0,-10
18.0,-6
19.0,-3
20.0,-7
21.0,-9
22.0,-12
23.0,-13
24.0,-20
25.0,-19
26.0,-22
27.0,-16
28.0,-20
29.0,-29
30.0,-13
31.0,-8
32.0,-24
33.0,-14
34.0,10
35.0,11
36.0,21
37.0,1
38.0,-5
39.0,-8
40.0,6
41.0,-6
42.0,-8
43.0,-14
44.0,-12
45.0,-23
46.0,-7
47.0,-18
48.0,16
49.0,5
50.0,4
51.0,53
52.0,33
53.0,28
54.0,20
55.0,11
56.0,-21
57.0,-17
58.0,-8
59.0,7
60.0,15
61.0,34
62.0,18
63.0,-13
64.0,-3
65.0,22
66.0,7
67.0,2
68.0,-17
69.0,-43
70.0,-28
71.0,-17
72.0,-83
73.0,-82
74.0,-47
75.0,-27
76.0,18
77.0,13
78.0,10
79.0,24
80.0,-38
81.0,-13
82.0,23
83.0,10
84.0,8
85.0,10
86.0,25
87.0,-19
88.0,-2
89.0,-9
90.0,6
90.5,29
