match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,dispossessed,outfielderBlock,totalTackle,unsuccessfulTouch,fouls,keyPass,wonTackle,wasFouled,challengeLost,totalContest,shotOffTarget,interceptionWon,shotValueNormalized,wonContest,blockedScoringAttempt,totalOffside,bigChanceCreated,onTargetScoringAttempt,goals
14015527,home,25737,FK Radnički Niš,804837,Dejan Stanivuković,dejan-stanivukovic,G,94,False,20.0,13.0,9.0,2.0,0.0,11.0,12.0,2.0,8.0,2.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,90.0,30.0,6.6,8.0,36.15100760513,7.0,5.565,9.45,0.0176,"{'original': 6.6, 'alternative': 7}",0,-0.01,0.07,-0.03,-0.54,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,65.0,22.22222222222222,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
14015527,home,25737,FK Radnički Niš,2198962,Djordje Petrović,djordje-petrovic,D,71,False,18.0,13.0,4.0,1.0,0.0,8.0,10.0,5.0,8.0,4.0,2.0,,,,,,,90.0,43.0,6.8,17.0,116.41017875641,11.0,74.34,25.2,,"{'original': 6.8, 'alternative': 6.9}",0,0.28,0.14,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,1,2,72.22222222222221,25.0,50.0,,,4.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,
14015527,home,25737,FK Radnički Niš,1165955,Dušan Pavlović,dusan-pavlovic,D,15,False,52.0,40.0,13.0,6.0,0.0,33.0,36.0,7.0,16.0,11.0,5.0,,,,,,,90.0,69.0,7.5,12.0,181.4737366477,19.0,50.82,19.845,,"{'original': 7.5, 'alternative': 7.2}",0,0.16,0.03,0.34,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,3,1,76.92307692307693,46.15384615384615,,,,,,1.0,3.0,2.0,6.0,,2.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,,
14015527,home,295152,FK Radnički Niš,1099198,Mbouri Yamkam,mbouri-yamkam,D,3,False,47.0,36.0,7.0,1.0,0.0,30.0,32.0,6.0,15.0,5.0,6.0,,,,,,,90.0,57.0,6.4,12.0,155.24305907641,17.0,34.545,33.705,,"{'original': 6.4, 'alternative': 6.6}",0,0.05,0.02,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,76.59574468085107,14.285714285714285,,,,,,,,2.0,2.0,,,2.0,1.0,,,,,2.0,,,,,,,,,,
14015527,home,25737,FK Radnički Niš,926681,Miljan Ilić,miljan-ilic,D,24,False,44.0,36.0,5.0,3.0,0.0,19.0,23.0,17.0,21.0,1.0,4.0,,,,,,,90.0,69.0,6.8,11.0,126.10080254502,17.0,44.415,16.17,,"{'original': 6.8, 'alternative': 6.8}",0,0.25,0.04,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,81.81818181818183,60.0,,,,1.0,,1.0,,3.0,3.0,1.0,,3.0,,,,2.0,,1.0,,,,,,,,,,
14015527,home,25737,FK Radnički Niš,112321,Radomir Milosavljević,radomir-milosavljevic,M,22,False,42.0,30.0,2.0,1.0,0.0,18.0,21.0,12.0,21.0,2.0,6.0,,,,,,,90.0,61.0,6.9,16.0,91.588721704908,14.0,25.2,6.72,,"{'original': 6.9, 'alternative': 7}",1,0.12,0.03,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,6,4,71.42857142857143,50.0,,,,,,2.0,1.0,6.0,7.0,1.0,,4.0,1.0,,1.0,4.0,2.0,2.0,1.0,1.0,1.0,-0.1,,,,,,
14015527,home,40261,FK Radnički Niš,844332,Jovan Nišić,jovan-nisic,M,45,False,46.0,39.0,5.0,5.0,0.0,23.0,25.0,16.0,21.0,3.0,9.0,,,,,,,90.0,64.0,6.9,13.0,207.28083670169,25.0,32.025,15.12,,"{'original': 6.9, 'alternative': 6.9}",0,0.2,0.2,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,3,7,84.78260869565217,100.0,,50.0,,3.0,,,1.0,7.0,4.0,1.0,,1.0,1.0,3.0,1.0,,1.0,2.0,2.0,,1.0,,1.0,,,,,
14015527,home,25737,FK Radnički Niš,1022054,Miloš Spasić,milos-spasic,M,97,False,14.0,9.0,2.0,,0.0,3.0,5.0,6.0,9.0,,1.0,,,,,,,59.0,28.0,6.3,10.0,118.80092604742,8.0,69.615,47.88,,"{'original': 6.3, 'alternative': 6.7}",1,-0.21,0.14,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,64.28571428571429,,,100.0,,2.0,,1.0,,1.0,2.0,,,1.0,3.0,,,1.0,,,1.0,,,-0.52,1.0,1.0,1.0,,,
14015527,home,25737,FK Radnički Niš,810663,Nikola Srećković,nikola-sreckovic,M,20,False,15.0,8.0,1.0,1.0,0.0,4.0,6.0,4.0,9.0,,1.0,,,,,,,59.0,29.0,6.5,12.0,104.78121635463,11.0,26.145,13.755,,"{'original': 6.5, 'alternative': 6.5}",2,0.34,0.04,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,3,4,53.333333333333336,100.0,,100.0,,2.0,,1.0,1.0,5.0,4.0,1.0,,,2.0,3.0,1.0,,2.0,,1.0,,,0.0,1.0,2.0,,,,
14015527,home,263360,FK Radnički Niš,965889,Radivoj Bosić,radivoj-bosic,M,7,False,19.0,13.0,5.0,2.0,1.0,4.0,5.0,9.0,14.0,,8.0,,,,,,,90.0,44.0,6.3,15.0,212.42656540092,17.0,119.49,35.49,,"{'original': 6.3, 'alternative': 6.8}",4,0.38,0.48,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,2,15,4,11,68.42105263157895,40.0,,50.0,,1.0,,2.0,,13.0,4.0,2.0,,,1.0,3.0,2.0,,,2.0,8.0,1.0,,-0.59,4.0,2.0,,1.0,1.0,
