player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Vasko Kalezić', 'firstName': '', 'lastName': '', 'slug': 'vasko-kalezic', 'shortName': 'V. Kalezić', 'position': 'F', 'jerseyNumber': '70', 'userCount': 18, 'gender': 'M', 'id': 172957, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسكو كاليزيك', 'hi': 'वास्को कालेज़िक', 'bn': 'ভাস্কো কালেজিক'}, 'shortNameTranslation': {'ar': 'ف. كاليزيك', 'hi': 'वी. कालेज़िक', 'bn': 'ভি. কালেজিক'}}}",False,block,regular,"{'x': 15, 'y': 32, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.05549,,6532558,43,,2550,"{'start': {'x': 32, 'y': 15}, 'block': {'x': 32, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",3,150,2550,shot,,"{'x': 15, 'y': 32, 'z': 0}"
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'hi': 'ड्रास्को बोजोविक', 'bn': 'ড্রাস্কো বোজোভিচ'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'hi': 'डी. बोजोविक', 'bn': 'ডি. বোজোভিচ'}}}",True,save,regular,"{'x': 29, 'y': 40, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.1, 'z': 5}",0.03098,0.09253,6532557,41,,2432,"{'start': {'x': 40, 'y': 29}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 95}}",5,268,2432,shot,,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",False,save,regular,"{'x': 14, 'y': 50, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.5, 'z': 1.3}",0.1478,0.6416,6532556,38,,2271,"{'start': {'x': 50, 'y': 14}, 'end': {'x': 47.5, 'y': 0}, 'goal': {'x': 47.5, 'y': 98.7}}",8,429,2271,shot,,
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,block,regular,"{'x': 15, 'y': 79, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02003,,6532555,37,,2175,"{'start': {'x': 79, 'y': 15}, 'block': {'x': 79, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",9,525,2175,shot,,"{'x': 15, 'y': 79, 'z': 0}"
"{'name': 'Trimror Selimi', 'firstName': 'Trimron Selimi', 'lastName': '', 'slug': 'trimron-selimi', 'shortName': 'T. Selimi', 'position': 'M', 'jerseyNumber': '19', 'userCount': 15, 'gender': 'M', 'id': 1394763, 'fieldTranslations': {'nameTranslation': {'ar': 'تريمور سليمي'}, 'shortNameTranslation': {'ar': 'ت. سليمي'}}}",True,goal,throw-in-set-piece,"{'x': 14, 'y': 48, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 8.7}",0.1284,0.143,6532554,28,,1645,"{'start': {'x': 48, 'y': 14}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 91.3}}",18,1055,1645,shot,regular,
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'hi': 'एंड्रीजा रज्नाटोविक', 'bn': 'আন্দ্রিজা রাজনাতোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'hi': 'ए. रज्नाटोविक', 'bn': 'এ. রাজনাতোভিচ'}}}",False,block,throw-in-set-piece,"{'x': 23, 'y': 37, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001648,,6532553,25,,1469,"{'start': {'x': 37, 'y': 23}, 'block': {'x': 37, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",21,1231,1469,shot,,"{'x': 23, 'y': 37, 'z': 0}"
"{'name': 'Medo Juković', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",False,miss,throw-in-set-piece,"{'x': 13, 'y': 67, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 59.1, 'z': 18.8}",0.02073,,6532552,20,,1182,"{'start': {'x': 67, 'y': 13}, 'end': {'x': 40.9, 'y': 0}, 'goal': {'x': 40.9, 'y': 81.2}}",26,1518,1182,shot,,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",False,save,regular,"{'x': 13, 'y': 43, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.6, 'z': 22.2}",0.2638,0.1118,6532551,20,,1159,"{'start': {'x': 43, 'y': 13}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 77.8}}",26,1541,1159,shot,,
"{'name': 'Žarko Tomašević', 'slug': 'zarko-tomasevic', 'shortName': 'Ž. Tomašević', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 78954, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو توماشيفيتش', 'hi': 'ज़ारको टोमासेविक', 'bn': 'জারকো টমাসভিচ'}, 'shortNameTranslation': {'ar': 'ز. توماشيفيتش', 'hi': 'ज़ेड. टोमासेविक', 'bn': 'টমাসভিচ'}}}",True,miss,set-piece,"{'x': 5, 'y': 44, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 56.4, 'z': 41.6}",0.3006,,6532550,16,,933,"{'start': {'x': 44, 'y': 5}, 'end': {'x': 43.6, 'y': 0}, 'goal': {'x': 43.6, 'y': 58.4}}",30,1767,933,shot,,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",False,block,regular,"{'x': 20, 'y': 45, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.04954,,6532549,14,,835,"{'start': {'x': 45, 'y': 20}, 'block': {'x': 45, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",32,1865,835,shot,,"{'x': 20, 'y': 45, 'z': 0}"
"{'name': 'Danilo Ćetković', 'slug': 'danilo-cetkovic', 'shortName': 'D. Ćetković', 'position': 'M', 'jerseyNumber': '21', 'userCount': 19, 'gender': 'M', 'id': 1481226, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو تشيتكوفيتش'}, 'shortNameTranslation': {'ar': 'د. تشيتكوفيتش'}}}",False,save,regular,"{'x': 9, 'y': 31, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.5, 'z': 18}",0.1046,0.07828,6532548,8,,421,"{'start': {'x': 31, 'y': 9}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 82}}",38,2279,421,shot,,
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'hi': 'ड्रास्को बोजोविक', 'bn': 'ড্রাস্কো বোজোভিচ'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'hi': 'डी. बोजोविक', 'bn': 'ডি. বোজোভিচ'}}}",True,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.1, 'z': 0.6}",0.76,0.81,6532569,6,,339,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 99.4}}",40,2361,339,shot,penalty,
