player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Aleksandar Šćekić', 'slug': 'aleksandar-scekic', 'shortName': 'A. Šćekić', 'position': 'M', 'jerseyNumber': '55', 'userCount': 232, 'gender': 'M', 'id': 836566, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر شيكيتش', 'hi': 'अलेक्जेंडर सेकिच', 'bn': 'আলেকসান্ডার স্কিকিচ'}, 'shortNameTranslation': {'ar': 'أ. شيكيتش', 'hi': 'ए. सेकिच', 'bn': 'এ. স্কিকিচ'}}}",False,save,regular,"{'x': 8, 'y': 47, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.6, 'z': 16.4}",0.06704,0.09523,6532568,90,5.0,5646,"{'start': {'x': 47, 'y': 8}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 83.6}}",1,654,246,shot,,
"{'name': 'Ivan Vukčević', 'slug': 'ivan-vukcevic', 'shortName': 'I. Vukčević', 'position': 'M', 'jerseyNumber': '7', 'userCount': 25, 'gender': 'M', 'id': 929998, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان فوكتشيفيتش', 'hi': 'इवान वुकसेविक', 'bn': 'ইভান ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'إ. فوكتشيفيتش', 'hi': 'आई. वुकसेविक', 'bn': 'আই. ভুকেভিচ'}}}",False,miss,regular,"{'x': 21, 'y': 44, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58, 'z': 32.5}",0.1389,,6532567,90,2.0,5519,"{'start': {'x': 44, 'y': 21}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 67.5}}",1,781,119,shot,,
"{'name': 'Petar Pavlićević', 'firstName': '', 'lastName': '', 'slug': 'petar-pavlicevic', 'shortName': 'P. Pavlićević', 'position': 'M', 'jerseyNumber': '74', 'userCount': 9, 'gender': 'M', 'id': 929112, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بافليتشيفيتش'}, 'shortNameTranslation': {'ar': 'ب. بافليتشيفيتش'}}}",True,save,regular,"{'x': 18, 'y': 65, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 51.3, 'z': 28.2}",0.07417,0.06141,6532566,90,,5378,"{'start': {'x': 65, 'y': 18}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 71.8}}",1,22,2678,shot,,
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'F', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",False,miss,regular,"{'x': 26, 'y': 66, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.1, 'z': 9.5}",0.00665,,6532565,87,,5194,"{'start': {'x': 66, 'y': 26}, 'end': {'x': 43.9, 'y': 0}, 'goal': {'x': 43.9, 'y': 90.5}}",4,206,2494,shot,,
"{'name': 'Ivan Vukčević', 'slug': 'ivan-vukcevic', 'shortName': 'I. Vukčević', 'position': 'M', 'jerseyNumber': '7', 'userCount': 25, 'gender': 'M', 'id': 929998, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان فوكتشيفيتش', 'hi': 'इवान वुकसेविक', 'bn': 'ইভান ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'إ. فوكتشيفيتش', 'hi': 'आई. वुकसेविक', 'bn': 'আই. ভুকেভিচ'}}}",False,goal,regular,"{'x': 15, 'y': 56, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 15.2}",0.196,0.1244,6532564,70,,4146,"{'start': {'x': 56, 'y': 15}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 84.8}}",21,1254,1446,shot,regular,
"{'name': 'Trimror Selimi', 'firstName': 'Trimron Selimi', 'lastName': '', 'slug': 'trimron-selimi', 'shortName': 'T. Selimi', 'position': 'M', 'jerseyNumber': '19', 'userCount': 15, 'gender': 'M', 'id': 1394763, 'fieldTranslations': {'nameTranslation': {'ar': 'تريمور سليمي'}, 'shortNameTranslation': {'ar': 'ت. سليمي'}}}",True,miss,regular,"{'x': 13, 'y': 65, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.1, 'z': 49.5}",0.1201,,6532563,65,,3872,"{'start': {'x': 65, 'y': 13}, 'end': {'x': 57.9, 'y': 0}, 'goal': {'x': 57.9, 'y': 50.5}}",26,1528,1172,shot,,
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'hi': 'एंड्रीजा रज्नाटोविक', 'bn': 'আন্দ্রিজা রাজনাতোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'hi': 'ए. रज्नाटोविक', 'bn': 'এ. রাজনাতোভিচ'}}}",False,save,regular,"{'x': 13, 'y': 32, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 49.7, 'z': 30.6}",0.1368,0.2124,6532562,59,,3500,"{'start': {'x': 32, 'y': 13}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 69.4}}",32,1900,800,shot,,
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,miss,regular,"{'x': 22, 'y': 50, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.8, 'z': 41}",0.04989,,6532561,58,,3446,"{'start': {'x': 50, 'y': 22}, 'end': {'x': 41.2, 'y': 0}, 'goal': {'x': 41.2, 'y': 59}}",33,1954,746,shot,,
"{'name': 'Stefan Golubović', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '27', 'userCount': 35, 'gender': 'M', 'id': 838300, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",True,goal,regular,"{'x': 5, 'y': 35, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 2.8}",0.1271,0.1849,6532560,49,,2922,"{'start': {'x': 35, 'y': 5}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 97.2}}",42,2478,222,shot,regular,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",False,miss,regular,"{'x': 21, 'y': 61, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 55.9, 'z': 3.8}",0.03278,,6532559,45,2.0,2761,"{'start': {'x': 61, 'y': 21}, 'end': {'x': 44.1, 'y': 0}, 'goal': {'x': 44.1, 'y': 96.2}}",1,2639,61,shot,,
