player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,goal,regular,regular,"{'x': 4.5, 'y': 48.3, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.3, 'z': 32.9}",5729777,90,3.0,5558,"{'start': {'x': 48.3, 'y': 4.5}, 'end': {'x': 53.7, 'y': 0}, 'goal': {'x': 53.7, 'y': 67.1}}",1,742,158,shot,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,save,,assisted,"{'x': 8.2, 'y': 43, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.2, 'z': 14.6}",5729776,90,3.0,5556,"{'start': {'x': 43, 'y': 8.2}, 'block': {'x': 49.3, 'y': 1.1}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 85.4}}",1,744,156,shot,"{'x': 1.1, 'y': 49.3, 'z': 0}"
"{'name': 'Szabolcs Mezei', 'firstName': '', 'lastName': '', 'slug': 'szabolcs-mezei', 'shortName': 'S. Mezei', 'position': 'M', 'jerseyNumber': '26', 'userCount': 116, 'gender': 'M', 'id': 947036, 'fieldTranslations': {'nameTranslation': {'ar': 'سابولتش ميزاي'}, 'shortNameTranslation': {'ar': 'س. ميزاي'}}}",False,block,,corner,"{'x': 17.8, 'y': 52.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52, 'z': 19}",5729805,90,2.0,5477,"{'start': {'x': 52.3, 'y': 17.8}, 'block': {'x': 51.4, 'y': 14.2}, 'end': {'x': 48, 'y': 0}, 'goal': {'x': 48, 'y': 81}}",1,823,77,shot,"{'x': 14.2, 'y': 51.4, 'z': 0}"
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,miss,,regular,"{'x': 6.7, 'y': 29.7, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 55.5, 'z': 54.2}",5729729,89,,5336,"{'start': {'x': 29.7, 'y': 6.7}, 'end': {'x': 44.5, 'y': 0}, 'goal': {'x': 44.5, 'y': 45.8}}",2,64,2636,shot,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,block,,assisted,"{'x': 12.3, 'y': 65.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 48, 'z': 19}",5729670,82,,4900,"{'start': {'x': 65.4, 'y': 12.3}, 'block': {'x': 62.3, 'y': 9.3}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 81}}",9,500,2200,shot,"{'x': 9.3, 'y': 62.3, 'z': 0}"
"{'name': 'Nemanja Tošić', 'slug': 'nemanja-tosic', 'shortName': 'N. Tošić', 'position': 'D', 'jerseyNumber': '44', 'userCount': 100, 'gender': 'M', 'id': 926607, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا توشيتش', 'bn': 'নেমাঞ্জা তোসিচ', 'hi': 'नेमांजा तोसिक'}, 'shortNameTranslation': {'ar': 'ن. توشيتش', 'bn': 'এন. তোশিচ', 'hi': 'एन. तोसिक'}}}",True,miss,,fast-break,"{'x': 11.6, 'y': 43.2, 'z': 0}",head,right,"{'x': 0, 'y': 40.5, 'z': 12.5}",5729613,79,,4733,"{'start': {'x': 43.2, 'y': 11.6}, 'end': {'x': 59.5, 'y': 0}, 'goal': {'x': 59.5, 'y': 87.5}}",12,667,2033,shot,
"{'name': 'Szabolcs Mezei', 'firstName': '', 'lastName': '', 'slug': 'szabolcs-mezei', 'shortName': 'S. Mezei', 'position': 'M', 'jerseyNumber': '26', 'userCount': 116, 'gender': 'M', 'id': 947036, 'fieldTranslations': {'nameTranslation': {'ar': 'سابولتش ميزاي'}, 'shortNameTranslation': {'ar': 'س. ميزاي'}}}",False,goal,regular,assisted,"{'x': 11.3, 'y': 53, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.5, 'z': 10.8}",5729578,76,,4559,"{'start': {'x': 53, 'y': 11.3}, 'end': {'x': 52.5, 'y': 0}, 'goal': {'x': 52.5, 'y': 89.2}}",15,841,1859,shot,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,save,,assisted,"{'x': 19.7, 'y': 46.4, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50, 'z': 30.4}",5729575,69,,4087,"{'start': {'x': 46.4, 'y': 19.7}, 'block': {'x': 48.4, 'y': 2.5}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 69.6}}",22,1313,1387,shot,"{'x': 2.5, 'y': 48.4, 'z': 0}"
"{'name': 'Uroš Miladinović', 'firstName': 'Uros Miladinovic', 'lastName': '', 'slug': 'uros-miladinovic', 'shortName': 'U. Miladinović', 'position': 'M', 'jerseyNumber': '90', 'userCount': 84, 'gender': 'M', 'id': 1165971, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش ميلادينوفيتش'}, 'shortNameTranslation': {'ar': 'أ. ميلادينوفيتش'}}}",True,block,,assisted,"{'x': 16, 'y': 35.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.5, 'z': 19}",5729505,69,,4085,"{'start': {'x': 35.4, 'y': 16}, 'block': {'x': 37.7, 'y': 12.9}, 'end': {'x': 47.5, 'y': 0}, 'goal': {'x': 47.5, 'y': 81}}",22,1315,1385,shot,"{'x': 12.9, 'y': 37.7, 'z': 0}"
"{'name': 'Uroš Miladinović', 'firstName': 'Uros Miladinovic', 'lastName': '', 'slug': 'uros-miladinovic', 'shortName': 'U. Miladinović', 'position': 'M', 'jerseyNumber': '90', 'userCount': 84, 'gender': 'M', 'id': 1165971, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش ميلادينوفيتش'}, 'shortNameTranslation': {'ar': 'أ. ميلادينوفيتش'}}}",True,goal,regular,throw-in-set-piece,"{'x': 1.7, 'y': 66, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 3.2}",5729380,55,,3245,"{'start': {'x': 66, 'y': 1.7}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 96.8}}",36,2155,545,shot,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,block,,assisted,"{'x': 10.1, 'y': 55.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 19}",5729379,54,,3215,"{'start': {'x': 55.4, 'y': 10.1}, 'block': {'x': 55.1, 'y': 8.5}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 81}}",37,2185,515,shot,"{'x': 8.5, 'y': 55.1, 'z': 0}"
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,save,,assisted,"{'x': 4.3, 'y': 46.4, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.9, 'z': 13.3}",5729387,54,,3191,"{'start': {'x': 46.4, 'y': 4.3}, 'block': {'x': 47.7, 'y': 0.90000000000001}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 86.7}}",37,2209,491,shot,"{'x': 0.90000000000001, 'y': 47.7, 'z': 0}"
"{'name': 'Uroš Miladinović', 'firstName': 'Uros Miladinovic', 'lastName': '', 'slug': 'uros-miladinovic', 'shortName': 'U. Miladinović', 'position': 'M', 'jerseyNumber': '90', 'userCount': 84, 'gender': 'M', 'id': 1165971, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش ميلادينوفيتش'}, 'shortNameTranslation': {'ar': 'أ. ميلادينوفيتش'}}}",True,save,,assisted,"{'x': 9.5, 'y': 54.8, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.1, 'z': 5.7}",5729500,54,,3183,"{'start': {'x': 54.8, 'y': 9.5}, 'block': {'x': 53.1, 'y': 1}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 94.3}}",37,2217,483,shot,"{'x': 1, 'y': 53.1, 'z': 0}"
"{'name': 'Filip Matijašević', 'firstName': 'Filip Matijasevic', 'slug': 'filip-matijasevic', 'shortName': 'F. Matijašević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 97, 'gender': 'M', 'id': 1981976, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب ماتيياشيفيتش'}, 'shortNameTranslation': {'ar': 'ف. ماتيياشيفيتش'}}}",True,miss,,assisted,"{'x': 15.4, 'y': 64.8, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 45.7, 'z': 58.3}",5729348,50,,2966,"{'start': {'x': 64.8, 'y': 15.4}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 41.7}}",41,2434,266,shot,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",False,miss,,assisted,"{'x': 22.4, 'y': 66.3, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 59.2, 'z': 56.9}",5729283,48,,2834,"{'start': {'x': 66.3, 'y': 22.4}, 'end': {'x': 40.8, 'y': 0}, 'goal': {'x': 40.8, 'y': 43.1}}",43,2566,134,shot,
"{'name': 'Luka Capan', 'slug': 'luka-capan', 'shortName': 'L. Capan', 'position': 'D', 'jerseyNumber': '31', 'userCount': 61, 'gender': 'M', 'id': 190665, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا كابان', 'bn': 'লুকা ক্যাপান', 'hi': 'लुका कैपन'}, 'shortNameTranslation': {'ar': 'ل. كابان', 'bn': 'এল. ক্যাপান', 'hi': 'एल. कैपन'}}}",False,save,,corner,"{'x': 8, 'y': 56.3, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.5, 'z': 19}",5729124,45,4.0,2905,"{'start': {'x': 56.3, 'y': 8}, 'block': {'x': 48.6, 'y': 1}, 'end': {'x': 47.5, 'y': 0}, 'goal': {'x': 47.5, 'y': 81}}",1,2495,205,shot,"{'x': 1, 'y': 48.6, 'z': 0}"
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,miss,,regular,"{'x': 20.9, 'y': 68.5, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.4, 'z': 62.5}",5729050,45,3.0,2828,"{'start': {'x': 68.5, 'y': 20.9}, 'end': {'x': 55.6, 'y': 0}, 'goal': {'x': 55.6, 'y': 37.5}}",1,2572,128,shot,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",False,block,,assisted,"{'x': 12.9, 'y': 63.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 19}",5728990,39,,2292,"{'start': {'x': 63.7, 'y': 12.9}, 'block': {'x': 61.9, 'y': 11.2}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 81}}",7,408,2292,shot,"{'x': 11.2, 'y': 61.9, 'z': 0}"
"{'name': 'Vukašin Krstić', 'firstName': '', 'lastName': '', 'slug': 'vukasin-krstic', 'shortName': 'V. Krstić', 'position': 'D', 'jerseyNumber': '4', 'userCount': 43, 'gender': 'M', 'id': 1102967, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكاشين كرستيتش', 'bn': 'ভুকাসিন ক্রিস্টিক', 'hi': 'वुकासिन क्रिस्टिक'}, 'shortNameTranslation': {'ar': 'ف. كرستيتش', 'bn': 'ভি. ক্রিস্টিক', 'hi': 'वी. क्रिस्टिक'}}}",False,miss,,assisted,"{'x': 19.7, 'y': 37.6, 'z': 0}",left-foot,left,"{'x': 0, 'y': 60.8, 'z': 26.4}",5728976,38,,2250,"{'start': {'x': 37.6, 'y': 19.7}, 'end': {'x': 39.2, 'y': 0}, 'goal': {'x': 39.2, 'y': 73.6}}",8,450,2250,shot,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,goal,penalty,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.9, 'z': 2.5}",5728863,29,,1712,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 97.5}}",17,988,1712,shot,
"{'name': 'Sambou Sissoko', 'slug': 'sambou-sissoko', 'shortName': 'S. Sissoko', 'position': 'M', 'jerseyNumber': '14', 'userCount': 145, 'gender': 'M', 'id': 1008225, 'fieldTranslations': {'nameTranslation': {'ar': 'سامبو سيسوكو', 'bn': 'সাম্বু সিসোকো', 'hi': 'संबोउ सिसोको'}, 'shortNameTranslation': {'ar': 'س. سيسوكو', 'bn': 'এস. সিসোকো', 'hi': 'एस. सिसोको'}}}",True,goal,regular,assisted,"{'x': 8.9, 'y': 52.1, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 51.3, 'z': 33.5}",5728766,23,,1362,"{'start': {'x': 52.1, 'y': 8.9}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 66.5}}",23,1338,1362,shot,
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",False,miss,,set-piece,"{'x': 8.8, 'y': 48.9, 'z': 0}",left-foot,high,"{'x': 0, 'y': 52.4, 'z': 75}",5728750,20,,1181,"{'start': {'x': 48.9, 'y': 8.8}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 25}}",26,1519,1181,shot,
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",False,block,,assisted,"{'x': 10.8, 'y': 35.8, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 5.6}",5728749,15,,890,"{'start': {'x': 35.8, 'y': 10.8}, 'block': {'x': 40.1, 'y': 7}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 94.4}}",31,1810,890,shot,"{'x': 7, 'y': 40.1, 'z': 0}"
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",False,block,,assisted,"{'x': 15.2, 'y': 53.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.3, 'z': 5.6}",5728697,15,,887,"{'start': {'x': 53.8, 'y': 15.2}, 'block': {'x': 51.4, 'y': 9.2}, 'end': {'x': 46.7, 'y': 0}, 'goal': {'x': 46.7, 'y': 94.4}}",31,1813,887,shot,"{'x': 9.2, 'y': 51.4, 'z': 0}"
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",False,goal,regular,assisted,"{'x': 9.8, 'y': 65.4, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.9, 'z': 25.9}",5728668,14,,791,"{'start': {'x': 65.4, 'y': 9.8}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 74.1}}",32,1909,791,shot,
