player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Milan Vušurović', 'slug': 'milan-vusurovic', 'shortName': 'M. Vušurović', 'position': 'M', 'jerseyNumber': '17', 'userCount': 20, 'gender': 'M', 'id': 287757, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوسوروفيتش', 'hi': 'मिलन वुसुरोविक', 'bn': 'মিলান ভুসুরোভিচ'}, 'shortNameTranslation': {'ar': 'م. فوسوروفيتش', 'hi': 'एम. वुसुरोविक', 'bn': 'এম. ভুসুরোভিচ'}}}",True,goal,regular,regular,"{'x': 15, 'y': 56, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.7, 'z': 3.5}",0.1578,0.5491,6573964,90,4.0,5615,"{'start': {'x': 56, 'y': 15}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 96.5}}",1,685,215,shot,
"{'name': 'Luka Štor', 'firstName': '', 'lastName': '', 'slug': 'luka-stor', 'shortName': 'L. Štor', 'position': 'F', 'jerseyNumber': '70', 'userCount': 50, 'gender': 'M', 'id': 976992, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا شتور'}, 'shortNameTranslation': {'ar': 'ل. شتور'}}}",True,save,,regular,"{'x': 13, 'y': 58, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.1, 'z': 20}",0.2455,0.1282,6573963,87,,5211,"{'start': {'x': 58, 'y': 13}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 80}}",4,189,2511,shot,
"{'name': 'Ilya Serikov', 'slug': 'ilya-serikov', 'shortName': 'I. Serikov', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 792102, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا سيريكوف'}, 'shortNameTranslation': {'ar': 'إ. سيريكوف'}}}",True,miss,,corner,"{'x': 8, 'y': 58, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.7, 'z': 10}",0.1173,,6573962,83,,4949,"{'start': {'x': 58, 'y': 8}, 'end': {'x': 57.3, 'y': 0}, 'goal': {'x': 57.3, 'y': 90}}",8,451,2249,shot,
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",True,save,,regular,"{'x': 14, 'y': 42, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 2.3}",0.107,0.1452,6573961,82,,4893,"{'start': {'x': 42, 'y': 14}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 97.7}}",9,507,2193,shot,
"{'name': 'Lazar Savović', 'slug': 'lazar-savovic', 'shortName': 'L. Savović', 'position': 'M', 'jerseyNumber': '22', 'userCount': 105, 'gender': 'M', 'id': 1606673, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار سافوفيتش'}, 'shortNameTranslation': {'ar': 'ل. سافوفيتش'}}}",True,miss,,regular,"{'x': 28, 'y': 54, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.4, 'z': 3.7}",0.03714,,6573960,80,,4790,"{'start': {'x': 54, 'y': 28}, 'end': {'x': 43.6, 'y': 0}, 'goal': {'x': 43.6, 'y': 96.3}}",11,610,2090,shot,
"{'name': 'Milan Vušurović', 'slug': 'milan-vusurovic', 'shortName': 'M. Vušurović', 'position': 'M', 'jerseyNumber': '17', 'userCount': 20, 'gender': 'M', 'id': 287757, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوسوروفيتش', 'hi': 'मिलन वुसुरोविक', 'bn': 'মিলান ভুসুরোভিচ'}, 'shortNameTranslation': {'ar': 'م. فوسوروفيتش', 'hi': 'एम. वुसुरोविक', 'bn': 'এম. ভুসুরোভিচ'}}}",True,block,,corner,"{'x': 26, 'y': 46, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001686,,6573959,78,,4658,"{'start': {'x': 46, 'y': 26}, 'block': {'x': 46, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",13,742,1958,shot,"{'x': 26, 'y': 46, 'z': 0}"
"{'name': 'Jovan Nikolić', 'slug': 'jovan-nikolic', 'shortName': 'J. Nikolić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 2, 'gender': 'M', 'id': 58157, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان نيكوليتش', 'hi': 'जोवन निकोलिक', 'bn': 'জোভান নিকোলিচ'}, 'shortNameTranslation': {'ar': 'ي. نيكوليتش', 'hi': 'जे. निकोलिक', 'bn': 'জে. নিকোলিচ'}}}",False,miss,,regular,"{'x': 27, 'y': 62, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.4, 'z': 57.5}",0.02162,,6573958,77,,4593,"{'start': {'x': 62, 'y': 27}, 'end': {'x': 58.6, 'y': 0}, 'goal': {'x': 58.6, 'y': 42.5}}",14,807,1893,shot,
"{'name': 'Vanja Vučićević', 'slug': 'vanja-vucicevic', 'shortName': 'V. Vučićević', 'position': 'F', 'userCount': 11, 'gender': 'M', 'id': 881019, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا فويتشيفيتش'}, 'shortNameTranslation': {'ar': 'ف. فويتشيفيتش'}}}",False,block,,regular,"{'x': 15, 'y': 40, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02257,,6573957,76,,4519,"{'start': {'x': 40, 'y': 15}, 'block': {'x': 40, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,881,1819,shot,"{'x': 15, 'y': 40, 'z': 0}"
"{'name': 'Lazar Savović', 'slug': 'lazar-savovic', 'shortName': 'L. Savović', 'position': 'M', 'jerseyNumber': '22', 'userCount': 105, 'gender': 'M', 'id': 1606673, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار سافوفيتش'}, 'shortNameTranslation': {'ar': 'ل. سافوفيتش'}}}",True,block,,regular,"{'x': 12, 'y': 33, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02039,,6573956,74,,4421,"{'start': {'x': 33, 'y': 12}, 'block': {'x': 33, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",17,979,1721,shot,"{'x': 12, 'y': 33, 'z': 0}"
"{'name': 'David Sim', 'firstName': 'David Sim', 'slug': 'david-sim', 'shortName': 'D. Sim', 'position': 'D', 'jerseyNumber': '17', 'userCount': 26, 'gender': 'M', 'id': 1163504, 'fieldTranslations': {'nameTranslation': {'ar': 'ديفيد سيم'}, 'shortNameTranslation': {'ar': 'د. سيم'}}}",False,goal,regular,regular,"{'x': 5, 'y': 56, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.9, 'z': 18.6}",0.3032,0.5971,6573955,69,,4132,"{'start': {'x': 56, 'y': 5}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 81.4}}",22,1268,1432,shot,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,goal,regular,regular,"{'x': 24, 'y': 58, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 48, 'z': 19.1}",0.03347,0.06776,6573954,65,,3870,"{'start': {'x': 58, 'y': 24}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 80.9}}",26,1530,1170,shot,
