minute,value
1.0,2
2.0,3
3.0,3
4.0,-8
5.0,-5
6.0,-2
7.0,-28
8.0,-53
9.0,-28
10.0,-13
11.0,10
12.0,3
13.0,-31
14.0,-16
15.0,36
16.0,16
17.0,11
18.0,-30
19.0,-7
20.0,-1
21.0,-6
22.0,-4
23.0,-6
24.0,-4
25.0,-3
26.0,-2
27.0,-2
28.0,-2
29.0,-67
30.0,-36
31.0,-22
32.0,-14
33.0,-45
34.0,-3
35.0,-6
36.0,19
37.0,9
38.0,7
39.0,2
40.0,-5
41.0,19
42.0,13
43.0,-147
44.0,-84
45.0,-56
45.5,0
46.0,-7
47.0,-55
48.0,45
49.0,43
50.0,-25
51.0,1
52.0,6
53.0,-5
54.0,36
55.0,61
56.0,37
57.0,100
58.0,100
59.0,100
60.0,100
61.0,84
62.0,40
63.0,97
64.0,52
65.0,100
66.0,75
67.0,46
68.0,28
69.0,-85
70.0,-45
71.0,-24
72.0,-9
73.0,-5
74.0,40
75.0,25
76.0,-34
77.0,-41
78.0,77
79.0,35
80.0,48
81.0,42
82.0,69
83.0,87
84.0,53
85.0,20
86.0,3
87.0,41
88.0,31
89.0,29
90.0,14
90.5,80
