minute,value
1.0,2
2.0,-4
3.0,15
4.0,10
5.0,61
6.0,74
7.0,46
8.0,13
9.0,-13
10.0,-20
11.0,-41
12.0,-44
13.0,-37
14.0,-20
15.0,-3
16.0,-2
17.0,4
18.0,4
19.0,3
20.0,-7
21.0,-42
22.0,-36
23.0,-22
24.0,-14
25.0,-42
26.0,-45
27.0,-31
28.0,-37
29.0,-33
30.0,-22
31.0,-44
32.0,-29
33.0,-11
34.0,23
35.0,24
36.0,22
37.0,23
38.0,2
39.0,-7
40.0,-15
41.0,-60
42.0,-28
43.0,-8
44.0,-5
45.0,-8
45.5,-7
46.0,-1
47.0,17
48.0,14
49.0,19
50.0,12
51.0,5
52.0,-39
53.0,-63
54.0,-42
55.0,-40
56.0,-26
57.0,-3
58.0,33
59.0,2
60.0,-10
61.0,15
62.0,-50
63.0,-40
64.0,33
65.0,10
66.0,53
67.0,30
68.0,16
69.0,2
70.0,-13
71.0,-16
72.0,-7
73.0,12
74.0,20
75.0,37
76.0,17
77.0,7
78.0,-4
79.0,3
80.0,-11
81.0,-11
82.0,-29
83.0,-23
84.0,-18
85.0,-31
86.0,-54
87.0,-5
88.0,-11
89.0,-44
90.0,-29
90.5,-19
