match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,shotOffTarget,keyPass,hitWoodwork,penaltyConceded,blockedScoringAttempt,penaltyWon,bigChanceCreated
14147337,away,24312,FK Jezero,196634,Ognjen Rolović,ognjen-rolovic,F,19,False,6.0,6.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,90.0,20.0,8.4,4.0,1.57,0.0,"{'original': 8.4, 'alternative': None}",6.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,100.0,,,,,3.0,2.0,,,,,,
14147337,away,24312,FK Jezero,1000154,Abdel Osmanović,abdel-osmanovic,D,2,True,80.0,73.0,7.0,3.0,0.0,41.0,43.0,31.0,36.0,2.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,80.0,93.0,7.0,6.0,0.0,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,2,2,91.25,42.857142857142854,50.0,,,,1.0,1.0,,,,,
14147337,away,464804,FK Jezero,1218103,Hiroki Harada,hiroki-harada,M,10,True,51.0,46.0,2.0,1.0,0.0,9.0,11.0,35.0,38.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,45.0,58.0,6.9,8.0,0.04,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,90.19607843137256,50.0,0.0,,,,,,,,,,
14147337,away,24312,FK Jezero,1149284,Nenad Krivokapić,nenad-krivokapic,M,11,True,20.0,14.0,2.0,1.0,0.0,4.0,6.0,10.0,14.0,3.0,1.0,1.0,1.0,7.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,,45.0,31.0,6.7,11.0,0.02,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,3,6,70.0,50.0,33.33333333333333,100.0,,2.0,1.0,,,,,,
14147337,away,6225,FK Jezero,1391890,Uroš Bulatović,uros-bulatovic,M,8,True,28.0,27.0,3.0,3.0,1.0,6.0,6.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,15.0,35.0,7.9,1.0,0.01,0.37,"{'original': 7.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,96.42857142857143,100.0,,,,,,2.0,,,,,1.0
14147337,away,24312,FK Jezero,357692,Balša Boričić,balsa-boricic,D,80,True,8.0,7.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,15.0,12.0,6.5,1.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,3,3,87.5,,0.0,0.0,,,,,,,,,
14147337,away,241802,FK Jezero,1976046,Edin Lekić,edin-lekic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147337,away,24312,FK Jezero,1648555,Meldin Kojić,meldin-kojic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147337,away,24312,FK Jezero,1035786,Anil Julević,anil-julevic,F,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147337,away,24312,FK Jezero,1035785,Edis Redžepagić,edis-redzepagic,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
