player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType,blockCoordinates
"{'name': 'Petar Vukčević', 'firstName': '', 'lastName': '', 'slug': 'petar-vukcevic', 'shortName': 'P. Vukčević', 'position': 'M', 'jerseyNumber': '19', 'userCount': 10, 'gender': 'M', 'id': 941133, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكشيفيتش', 'hi': 'पीटर वुकचेविच', 'bn': 'পেটার ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'ب. فوكشيفيتش', 'hi': 'पी. वुकसेविक', 'bn': 'পি. ভুকেভিচ'}}}",True,miss,regular,"{'x': 18, 'y': 61, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.3, 'z': 48.1}",0.1039,6540975,41,,2432,"{'start': {'x': 61, 'y': 18}, 'end': {'x': 57.7, 'y': 0}, 'goal': {'x': 57.7, 'y': 51.9}}",5,268,2432,shot,,,
"{'name': 'Nemanja Jovičić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-jovicic', 'shortName': 'N. Jovičić', 'position': 'D', 'jerseyNumber': '27', 'userCount': 7, 'gender': 'M', 'id': 1182552, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا جوفيتش'}, 'shortNameTranslation': {'ar': 'ن. جوفيتش'}}}",False,block,corner,"{'x': 21, 'y': 53, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03983,6540974,34,,2026,"{'start': {'x': 53, 'y': 21}, 'block': {'x': 53, 'y': 21}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",12,674,2026,shot,,,"{'x': 21, 'y': 53, 'z': 0}"
"{'name': 'Ilija Tučević', 'firstName': '', 'lastName': '', 'slug': 'ilija-tucevic', 'shortName': 'I. Tučević', 'position': 'D', 'jerseyNumber': '17', 'userCount': 3, 'gender': 'M', 'id': 812745, 'fieldTranslations': {'nameTranslation': {'ar': 'إليا توتشيفيتش', 'hi': 'इलिजा तुसेविक', 'bn': 'ইলিজা টুসেভিচ'}, 'shortNameTranslation': {'ar': 'إ. توتشيفيتش', 'hi': 'आई. तुसेविच', 'bn': 'আই. টুসেভিচ'}}}",False,block,corner,"{'x': 25, 'y': 40, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005635,6540973,34,,2023,"{'start': {'x': 40, 'y': 25}, 'block': {'x': 40, 'y': 25}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",12,677,2023,shot,,,"{'x': 25, 'y': 40, 'z': 0}"
"{'name': 'Abdel Osmanović', 'firstName': '', 'lastName': '', 'slug': 'abdel-osmanovic', 'shortName': 'A. Osmanović', 'position': 'D', 'jerseyNumber': '2', 'userCount': 4, 'gender': 'M', 'id': 1000154, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الإله أوسمانوفيتش'}, 'shortNameTranslation': {'ar': 'ع. أوسمانوفيتش'}}}",False,miss,corner,"{'x': 20, 'y': 67, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.8, 'z': 46.8}",0.002007,6540972,32,,1882,"{'start': {'x': 67, 'y': 20}, 'end': {'x': 57.2, 'y': 0}, 'goal': {'x': 57.2, 'y': 53.2}}",14,818,1882,shot,,,
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",False,save,throw-in-set-piece,"{'x': 11, 'y': 48, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 51.3, 'z': 26}",0.126,6540971,31,,1832,"{'start': {'x': 48, 'y': 11}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 74}}",15,868,1832,shot,0.3981,,
"{'name': 'Petar Vukčević', 'firstName': '', 'lastName': '', 'slug': 'petar-vukcevic', 'shortName': 'P. Vukčević', 'position': 'M', 'jerseyNumber': '19', 'userCount': 10, 'gender': 'M', 'id': 941133, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر فوكشيفيتش', 'hi': 'पीटर वुकचेविच', 'bn': 'পেটার ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'ب. فوكشيفيتش', 'hi': 'पी. वुकसेविक', 'bn': 'পি. ভুকেভিচ'}}}",True,miss,regular,"{'x': 13, 'y': 66, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.2, 'z': 34.9}",0.1364,6540970,27,,1570,"{'start': {'x': 66, 'y': 13}, 'end': {'x': 56.8, 'y': 0}, 'goal': {'x': 56.8, 'y': 65.1}}",19,1130,1570,shot,,,
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",False,miss,regular,"{'x': 13, 'y': 58, 'z': 0}",head,close-right,"{'x': 0, 'y': 42.3, 'z': 34.5}",0.04637,6540969,26,,1529,"{'start': {'x': 58, 'y': 13}, 'end': {'x': 57.7, 'y': 0}, 'goal': {'x': 57.7, 'y': 65.5}}",20,1171,1529,shot,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,miss,regular,"{'x': 26, 'y': 41, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 44, 'z': 35.4}",0.04615,6540968,24,,1426,"{'start': {'x': 41, 'y': 26}, 'end': {'x': 56, 'y': 0}, 'goal': {'x': 56, 'y': 64.6}}",22,1274,1426,shot,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,save,regular,"{'x': 7, 'y': 30, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 9}",0.1035,6540967,24,,1383,"{'start': {'x': 30, 'y': 7}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 91}}",22,1317,1383,shot,0.1085,,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",False,miss,regular,"{'x': 12, 'y': 49, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 56.5, 'z': 10.3}",0.1792,6540966,23,,1338,"{'start': {'x': 49, 'y': 12}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 89.7}}",23,1362,1338,shot,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,miss,regular,"{'x': 27, 'y': 50, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56.8, 'z': 49}",0.02108,6540965,21,,1205,"{'start': {'x': 50, 'y': 27}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 51}}",25,1495,1205,shot,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,goal,regular,"{'x': 7, 'y': 45, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 54.2, 'z': 24.4}",0.6779,6540964,5,,280,"{'start': {'x': 45, 'y': 7}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 75.6}}",41,2420,280,shot,0.7202,regular,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",True,post,regular,"{'x': 15, 'y': 61, 'z': 0}",left-foot,right,"{'x': 0, 'y': 44.4, 'z': 15.3}",0.1143,6540963,5,,277,"{'start': {'x': 61, 'y': 15}, 'end': {'x': 55.6, 'y': 0}, 'goal': {'x': 55.6, 'y': 84.7}}",41,2423,277,shot,0.0002105,,
