minute,value
1.0,-2
2.0,2
3.0,2
4.0,24
5.0,15
6.0,-16
7.0,-39
8.0,-33
9.0,-14
10.0,-14
11.0,-11
12.0,15
13.0,3
14.0,-18
15.0,-53
16.0,34
17.0,4
18.0,-20
19.0,-48
20.0,-20
21.0,-18
22.0,-20
23.0,-20
24.0,-18
25.0,-45
26.0,-71
27.0,-41
28.0,-31
29.0,-8
30.0,58
31.0,100
32.0,45
33.0,32
34.0,-45
35.0,-20
36.0,-22
37.0,-12
38.0,-8
39.0,-27
40.0,-15
41.0,-50
42.0,-25
43.0,-23
44.0,-73
45.0,-50
45.5,40
46.0,-10
47.0,-10
48.0,-33
49.0,-23
50.0,48
51.0,45
52.0,41
53.0,77
54.0,38
55.0,38
56.0,16
57.0,-20
58.0,-6
59.0,-2
60.0,6
61.0,-21
62.0,-4
63.0,6
64.0,7
65.0,37
66.0,17
67.0,28
68.0,37
69.0,18
70.0,-27
71.0,-9
72.0,-42
73.0,-26
74.0,24
75.0,16
76.0,13
77.0,20
78.0,22
79.0,63
80.0,31
81.0,24
82.0,4
83.0,25
84.0,26
85.0,1
86.0,-30
87.0,-26
88.0,-65
89.0,-53
90.0,-47
90.5,-40
