player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,addedTime
"{'name': 'Nemanja Đeković', 'firstName': '', 'lastName': '', 'slug': 'nemanja-dekovic', 'shortName': 'N. Đeković', 'position': 'D', 'jerseyNumber': '25', 'userCount': 89, 'gender': 'M', 'id': 1102161, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا ديكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ديكوفيتش'}}}",True,block,,assisted,"{'x': 31.6, 'y': 65.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 19}",5399935,73,4324,"{'start': {'x': 65.6, 'y': 31.6}, 'block': {'x': 56.9, 'y': 15.7}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 81}}",18,1076,1624,shot,"{'x': 15.7, 'y': 56.9, 'z': 0}",
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",False,save,,assisted,"{'x': 22.6, 'y': 74, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.9, 'z': 13.3}",5399930,72,4265,"{'start': {'x': 74, 'y': 22.6}, 'block': {'x': 54, 'y': 1.9}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 86.7}}",19,1135,1565,shot,"{'x': 1.9, 'y': 54, 'z': 0}",
"{'name': 'Miloš Tošeski', 'firstName': '', 'lastName': '', 'slug': 'milos-toseski', 'shortName': 'M. Tošeski', 'position': 'M', 'jerseyNumber': '22', 'userCount': 29, 'gender': 'M', 'id': 943362, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش توشيسكي'}, 'shortNameTranslation': {'ar': 'م. توشيسكي'}}}",True,miss,,assisted,"{'x': 13.6, 'y': 55.2, 'z': 0}",head,high,"{'x': 0, 'y': 45.2, 'z': 65.3}",5399910,67,3988,"{'start': {'x': 55.2, 'y': 13.6}, 'end': {'x': 54.8, 'y': 0}, 'goal': {'x': 54.8, 'y': 34.7}}",24,1412,1288,shot,,
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",False,goal,regular,fast-break,"{'x': 3, 'y': 48.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 8.9}",5399854,60,3569,"{'start': {'x': 48.7, 'y': 3}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 91.1}}",31,1831,869,shot,,
"{'name': 'Bogdan Kostić', 'firstName': 'Bogdan Kostic', 'slug': 'bogdan-kostic', 'shortName': 'B. Kostić', 'position': 'M', 'jerseyNumber': '99', 'userCount': 564, 'gender': 'M', 'id': 1584964, 'fieldTranslations': {'nameTranslation': {'ar': 'بودغدان كوستيتش'}, 'shortNameTranslation': {'ar': 'ب. كوستيتش'}}}",False,goal,regular,regular,"{'x': 8.9, 'y': 37.8, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 47.7, 'z': 21.5}",5399841,57,3370,"{'start': {'x': 37.8, 'y': 8.9}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 78.5}}",34,2030,670,shot,,
"{'name': 'Andrija Majdevac', 'firstName': '', 'lastName': '', 'slug': 'andrija-majdevac', 'shortName': 'A. Majdevac', 'position': 'F', 'jerseyNumber': '11', 'userCount': 71, 'gender': 'M', 'id': 796223, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا ماجديفاك', 'bn': 'আন্দ্রিজা মাজদেভাক', 'hi': 'एंड्रीजा मजदेवैक'}, 'shortNameTranslation': {'ar': 'أ. ماجديفاك', 'bn': 'এ. মাজদেভাক', 'hi': 'ए. मजदेवैक'}}}",True,goal,regular,assisted,"{'x': 11.3, 'y': 47.4, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 48.1, 'z': 11.4}",5399821,54,3201,"{'start': {'x': 47.4, 'y': 11.3}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 88.6}}",37,2199,501,shot,,
"{'name': 'Andrija Majdevac', 'firstName': '', 'lastName': '', 'slug': 'andrija-majdevac', 'shortName': 'A. Majdevac', 'position': 'F', 'jerseyNumber': '11', 'userCount': 71, 'gender': 'M', 'id': 796223, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا ماجديفاك', 'bn': 'আন্দ্রিজা মাজদেভাক', 'hi': 'एंड्रीजा मजदेवैक'}, 'shortNameTranslation': {'ar': 'أ. ماجديفاك', 'bn': 'এ. মাজদেভাক', 'hi': 'ए. मजदेवैक'}}}",True,goal,regular,set-piece,"{'x': 8.6, 'y': 50.3, 'z': 0}",head,low-right,"{'x': 0, 'y': 47.3, 'z': 7.6}",5399809,53,3148,"{'start': {'x': 50.3, 'y': 8.6}, 'end': {'x': 52.7, 'y': 0}, 'goal': {'x': 52.7, 'y': 92.4}}",38,2252,448,shot,,
"{'name': 'Nemanja Đeković', 'firstName': '', 'lastName': '', 'slug': 'nemanja-dekovic', 'shortName': 'N. Đeković', 'position': 'D', 'jerseyNumber': '25', 'userCount': 89, 'gender': 'M', 'id': 1102161, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا ديكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ديكوفيتش'}}}",True,block,,corner,"{'x': 8.7, 'y': 47.6, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.2, 'z': 19}",5400085,50,2980,"{'start': {'x': 47.6, 'y': 8.7}, 'block': {'x': 48.4, 'y': 6.6}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 81}}",41,2420,280,shot,"{'x': 6.6, 'y': 48.4, 'z': 0}",
"{'name': 'Nikola Bogdanovski', 'firstName': 'Nikola', 'lastName': 'Bogdanovski', 'slug': 'nikola-bogdanovski', 'shortName': 'N. Bogdanovski', 'position': 'M', 'jerseyNumber': '33', 'userCount': 16, 'gender': 'M', 'id': 956793, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بوغدانوفيسكي'}, 'shortNameTranslation': {'ar': 'ن. بوغدانوفيسكي'}}}",True,save,,regular,"{'x': 12.6, 'y': 72.6, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.1, 'z': 8.9}",5399662,49,2938,"{'start': {'x': 72.6, 'y': 12.6}, 'block': {'x': 51.3, 'y': 1.2}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 91.1}}",42,2462,238,shot,"{'x': 1.2, 'y': 51.3, 'z': 0}",
"{'name': 'Miloš Tošeski', 'firstName': '', 'lastName': '', 'slug': 'milos-toseski', 'shortName': 'M. Tošeski', 'position': 'M', 'jerseyNumber': '22', 'userCount': 29, 'gender': 'M', 'id': 943362, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش توشيسكي'}, 'shortNameTranslation': {'ar': 'م. توشيسكي'}}}",True,miss,,throw-in-set-piece,"{'x': 28.1, 'y': 27.6, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 41.3, 'z': 80.6}",5399447,45,2767,"{'start': {'x': 27.6, 'y': 28.1}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 19.4}}",1,2633,67,shot,,2.0
"{'name': 'Bibars\xa0Natcho', 'firstName': '', 'lastName': '', 'slug': 'bibars-natcho', 'shortName': 'Bibars\xa0Natcho', 'position': 'M', 'jerseyNumber': '10', 'userCount': 1028, 'gender': 'M', 'id': 19191, 'fieldTranslations': {'nameTranslation': {'ar': 'بيبراس ناتخو', 'bn': 'বিবরস নাচো', 'hi': 'बिबर्स नैचो'}, 'shortNameTranslation': {'ar': 'ب. ناتخو', 'bn': 'নাচো বিবার্স', 'hi': 'बिबर्स नैचो'}}}",False,save,,assisted,"{'x': 13.8, 'y': 53.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 7.6}",5399422,44,2587,"{'start': {'x': 53.4, 'y': 13.8}, 'block': {'x': 51.6, 'y': 1.8}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 92.4}}",2,113,2587,shot,"{'x': 1.8, 'y': 51.6, 'z': 0}",
"{'name': 'Bogdan Kostić', 'firstName': 'Bogdan Kostic', 'slug': 'bogdan-kostic', 'shortName': 'B. Kostić', 'position': 'M', 'jerseyNumber': '99', 'userCount': 564, 'gender': 'M', 'id': 1584964, 'fieldTranslations': {'nameTranslation': {'ar': 'بودغدان كوستيتش'}, 'shortNameTranslation': {'ar': 'ب. كوستيتش'}}}",False,goal,regular,regular,"{'x': 15.4, 'y': 40.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 2.5}",5399405,40,2399,"{'start': {'x': 40.9, 'y': 15.4}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 97.5}}",6,301,2399,shot,,
"{'name': 'Bibars\xa0Natcho', 'firstName': '', 'lastName': '', 'slug': 'bibars-natcho', 'shortName': 'Bibars\xa0Natcho', 'position': 'M', 'jerseyNumber': '10', 'userCount': 1028, 'gender': 'M', 'id': 19191, 'fieldTranslations': {'nameTranslation': {'ar': 'بيبراس ناتخو', 'bn': 'বিবরস নাচো', 'hi': 'बिबर्स नैचो'}, 'shortNameTranslation': {'ar': 'ب. ناتخو', 'bn': 'নাচো বিবার্স', 'hi': 'बिबर्स नैचो'}}}",False,goal,regular,fast-break,"{'x': 15.8, 'y': 36.2, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 12.7}",5399394,38,2275,"{'start': {'x': 36.2, 'y': 15.8}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 87.3}}",8,425,2275,shot,,
"{'name': 'Mateja Bubanj', 'firstName': '', 'lastName': '', 'slug': 'mateja-bubanj', 'shortName': 'M. Bubanj', 'position': 'F', 'jerseyNumber': '9', 'userCount': 74, 'gender': 'M', 'id': 1153959, 'fieldTranslations': {'nameTranslation': {'ar': 'سكوبرين ب ر / فالي ف'}, 'shortNameTranslation': {'ar': 'س. ف'}}}",True,block,,assisted,"{'x': 27.4, 'y': 46.8, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 19}",5399339,35,2067,"{'start': {'x': 46.8, 'y': 27.4}, 'block': {'x': 46.9, 'y': 21.4}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 81}}",11,633,2067,shot,"{'x': 21.4, 'y': 46.9, 'z': 0}",
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 47, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",True,block,,fast-break,"{'x': 12.1, 'y': 30.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 19}",5432353,34,2015,"{'start': {'x': 30.6, 'y': 12.1}, 'block': {'x': 33.6, 'y': 10.1}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 81}}",12,685,2015,shot,"{'x': 10.1, 'y': 33.6, 'z': 0}",
"{'name': 'Filip Krstić', 'firstName': 'Filip', 'lastName': 'Krstić', 'slug': 'filip-krstic', 'shortName': 'F. Krstić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 16, 'gender': 'M', 'id': 840862, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب كريستيتش'}, 'shortNameTranslation': {'ar': 'ف. كريستيتش'}}}",True,block,,regular,"{'x': 20, 'y': 49.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.8, 'z': 19}",5399333,32,1917,"{'start': {'x': 49.7, 'y': 20}, 'block': {'x': 49.6, 'y': 17.3}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 81}}",14,783,1917,shot,"{'x': 17.3, 'y': 49.6, 'z': 0}",
"{'name': 'Jovan Milošević', 'firstName': 'Jovan Milosevic', 'lastName': '', 'slug': 'jovan-milosevic', 'shortName': 'J. Milošević', 'position': 'F', 'jerseyNumber': '7', 'userCount': 2321, 'gender': 'M', 'id': 1154491, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسيفيتش', 'bn': 'জোভান মিলোসেভিচ', 'hi': 'जोवन मिलोसेवीक'}, 'shortNameTranslation': {'ar': 'ي. ميلوسيفيتش', 'bn': 'জে. মিলোসেভিচ', 'hi': 'जे. मिलोसेवीक'}}}",False,goal,regular,fast-break,"{'x': 13, 'y': 64.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.8, 'z': 5.1}",5399327,31,1818,"{'start': {'x': 64.2, 'y': 13}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 94.9}}",15,882,1818,shot,,
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",True,save,,assisted,"{'x': 11, 'y': 28.4, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 52.8, 'z': 21.5}",5399325,30,1795,"{'start': {'x': 28.4, 'y': 11}, 'block': {'x': 48.6, 'y': 0.59999999999999}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 78.5}}",16,905,1795,shot,"{'x': 0.59999999999999, 'y': 48.6, 'z': 0}",
"{'name': 'Andrija Majdevac', 'firstName': '', 'lastName': '', 'slug': 'andrija-majdevac', 'shortName': 'A. Majdevac', 'position': 'F', 'jerseyNumber': '11', 'userCount': 71, 'gender': 'M', 'id': 796223, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا ماجديفاك', 'bn': 'আন্দ্রিজা মাজদেভাক', 'hi': 'एंड्रीजा मजदेवैक'}, 'shortNameTranslation': {'ar': 'أ. ماجديفاك', 'bn': 'এ. মাজদেভাক', 'hi': 'ए. मजदेवैक'}}}",True,miss,,corner,"{'x': 7.9, 'y': 57.5, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.3, 'z': 11.1}",5399320,29,1738,"{'start': {'x': 57.5, 'y': 7.9}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 88.9}}",17,962,1738,shot,,
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",True,block,,regular,"{'x': 9.1, 'y': 59.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 19}",5399276,28,1664,"{'start': {'x': 59.3, 'y': 9.1}, 'block': {'x': 57.6, 'y': 7.5}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81}}",18,1036,1664,shot,"{'x': 7.5, 'y': 57.6, 'z': 0}",
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",True,block,,assisted,"{'x': 9.6, 'y': 53.1, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 48.1, 'z': 19}",5432352,28,1657,"{'start': {'x': 53.1, 'y': 9.6}, 'block': {'x': 52.7, 'y': 6.6}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 81}}",18,1043,1657,shot,"{'x': 6.6, 'y': 52.7, 'z': 0}",
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 47, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",True,save,,fast-break,"{'x': 43.1, 'y': 19.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.8, 'z': 10.1}",5400301,23,1327,"{'start': {'x': 19.7, 'y': 43.1}, 'block': {'x': 45.7, 'y': 8.5}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 89.9}}",23,1373,1327,shot,"{'x': 8.5, 'y': 45.7, 'z': 0}",
"{'name': 'Jovan Milošević', 'firstName': 'Jovan Milosevic', 'lastName': '', 'slug': 'jovan-milosevic', 'shortName': 'J. Milošević', 'position': 'F', 'jerseyNumber': '7', 'userCount': 2321, 'gender': 'M', 'id': 1154491, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسيفيتش', 'bn': 'জোভান মিলোসেভিচ', 'hi': 'जोवन मिलोसेवीक'}, 'shortNameTranslation': {'ar': 'ي. ميلوسيفيتش', 'bn': 'জে. মিলোসেভিচ', 'hi': 'जे. मिलोसेवीक'}}}",False,post,,assisted,"{'x': 3.6, 'y': 47.2, 'z': 0}",right-foot,left,"{'x': 0, 'y': 55.2, 'z': 6.3}",5399133,17,1008,"{'start': {'x': 47.2, 'y': 3.6}, 'end': {'x': 44.8, 'y': 0}, 'goal': {'x': 44.8, 'y': 93.7}}",29,1692,1008,shot,,
"{'name': 'Aranđel Stojković', 'slug': 'arandel-stojkovic', 'shortName': 'A. Stojković', 'position': 'D', 'jerseyNumber': '2', 'userCount': 334, 'gender': 'M', 'id': 805932, 'fieldTranslations': {'nameTranslation': {'ar': 'أرانيل ستويكوفيتش', 'bn': 'আরন্দজেল স্টোজকোভিচ', 'hi': 'अरंडेल स्टोजकोविक'}, 'shortNameTranslation': {'ar': 'أ. ستويكوفيتش', 'bn': 'এ. স্টোজকোভিচ', 'hi': 'ए. स्टोजकोविक'}}}",False,miss,,regular,"{'x': 13.3, 'y': 71.8, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58.5, 'z': 11.1}",5432351,17,1007,"{'start': {'x': 71.8, 'y': 13.3}, 'block': {'x': 47.7, 'y': 3.5}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 88.9}}",29,1693,1007,shot,"{'x': 3.5, 'y': 47.7, 'z': 0}",
