minute,value
1.0,-5
2.0,-1
3.0,-3
4.0,6
5.0,-5
6.0,6
7.0,5
8.0,11
9.0,14
10.0,11
11.0,3
12.0,9
13.0,7
14.0,2
15.0,8
16.0,7
17.0,-4
18.0,2
19.0,7
20.0,10
21.0,37
22.0,44
23.0,27
24.0,13
25.0,4
26.0,2
27.0,-40
28.0,-23
29.0,-2
30.0,-20
31.0,-5
32.0,7
33.0,6
34.0,10
35.0,9
36.0,7
37.0,11
38.0,8
39.0,2
40.0,-3
41.0,-30
42.0,-12
43.0,-15
44.0,-12
45.0,-5
45.5,5
46.0,-3
47.0,13
48.0,9
49.0,18
50.0,-73
51.0,-35
52.0,-20
53.0,-10
54.0,-20
55.0,-70
56.0,-100
57.0,-72
58.0,-36
59.0,52
60.0,-73
61.0,-18
62.0,-22
63.0,-7
64.0,42
65.0,18
66.0,43
67.0,28
68.0,-23
69.0,-11
70.0,12
71.0,4
72.0,4
73.0,41
74.0,27
75.0,47
76.0,35
77.0,23
78.0,13
79.0,60
80.0,96
81.0,64
82.0,100
83.0,56
84.0,26
85.0,13
86.0,10
87.0,2
88.0,9
89.0,6
90.0,-10
90.5,105
