player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Halil Kajoshaj', 'firstName': 'Halil', 'lastName': 'Kajoshaj', 'slug': 'halil-kajoshaj', 'shortName': 'H. Kajoshaj', 'position': 'D', 'jerseyNumber': '50', 'userCount': 11, 'gender': 'M', 'id': 1799572, 'fieldTranslations': {'nameTranslation': {'ar': 'هليل كاجوشاج'}, 'shortNameTranslation': {'ar': 'ه. كاجوشاج'}}}",True,goal,regular,regular,"{'x': 11, 'y': 39, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 10.2}",0.1572,0.2124,6649891,90,3.0,5536,"{'start': {'x': 39, 'y': 11}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 89.8}}",1,764,136,shot,
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,block,,regular,"{'x': 22, 'y': 67, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02132,,6649890,87,,5220,"{'start': {'x': 67, 'y': 22}, 'block': {'x': 67, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",4,180,2520,shot,"{'x': 22, 'y': 67, 'z': 0}"
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,save,,regular,"{'x': 17, 'y': 74, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 4.1}",0.01952,0.01238,6649889,87,,5199,"{'start': {'x': 74, 'y': 17}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 95.9}}",4,201,2499,shot,
"{'name': 'Matija Božanović', 'firstName': '', 'lastName': '', 'slug': 'matija-bozanovic', 'shortName': 'M. Božanović', 'position': 'M', 'jerseyNumber': '16', 'userCount': 4, 'gender': 'M', 'id': 334115, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتييا بوجانوفيتش'}, 'shortNameTranslation': {'ar': 'م. بوجانوفيتش'}}}",True,miss,,set-piece,"{'x': 13, 'y': 54, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.6, 'z': 1.8}",0.06516,,6649888,84,,4982,"{'start': {'x': 54, 'y': 13}, 'end': {'x': 58.4, 'y': 0}, 'goal': {'x': 58.4, 'y': 98.2}}",7,418,2282,shot,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,block,,corner,"{'x': 14, 'y': 33, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01389,,6649887,80,,4758,"{'start': {'x': 33, 'y': 14}, 'block': {'x': 33, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",11,642,2058,shot,"{'x': 14, 'y': 33, 'z': 0}"
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,miss,,regular,"{'x': 15, 'y': 26, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.6, 'z': 26.9}",0.03765,,6649886,75,,4452,"{'start': {'x': 26, 'y': 15}, 'end': {'x': 57.4, 'y': 0}, 'goal': {'x': 57.4, 'y': 73.1}}",16,948,1752,shot,
"{'name': 'Andrej Cvijović', 'firstName': '', 'lastName': '', 'slug': 'andrej-cvijovic', 'shortName': 'A. Cvijović', 'position': 'D', 'jerseyNumber': '33', 'userCount': 4, 'gender': 'M', 'id': 1131050, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه سفييوفيتش'}, 'shortNameTranslation': {'ar': 'أ. سفييوفيتش'}}}",False,miss,,free-kick,"{'x': 33, 'y': 39, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 45.8, 'z': 56.7}",0.001271,,6649892,70,,4172,"{'start': {'x': 39, 'y': 33}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 43.3}}",21,1228,1472,shot,
"{'name': 'Petar Sekulović', 'firstName': '', 'lastName': '', 'slug': 'petar-sekulovic', 'shortName': 'P. Sekulović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 4, 'gender': 'M', 'id': 1035792, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتار سيكولوفيتش', 'hi': 'पीटर सेकुलोविच', 'bn': 'পেটার সেকুলোভিচ'}, 'shortNameTranslation': {'ar': 'ب. سيكولوفيتش', 'hi': 'पी. सेकुलोविच', 'bn': 'পি. সেকুলোভিচ'}}}",True,miss,,regular,"{'x': 6, 'y': 57, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.2, 'z': 17}",0.1659,,6649885,69,,4088,"{'start': {'x': 57, 'y': 6}, 'end': {'x': 56.8, 'y': 0}, 'goal': {'x': 56.8, 'y': 83}}",22,1312,1388,shot,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,miss,,throw-in-set-piece,"{'x': 47, 'y': 44, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.3, 'z': 30.4}",0.00362,,6649884,67,,3974,"{'start': {'x': 44, 'y': 47}, 'end': {'x': 56.7, 'y': 0}, 'goal': {'x': 56.7, 'y': 69.6}}",24,1426,1274,shot,
"{'name': 'Andrej Cvijović', 'firstName': '', 'lastName': '', 'slug': 'andrej-cvijovic', 'shortName': 'A. Cvijović', 'position': 'D', 'jerseyNumber': '33', 'userCount': 4, 'gender': 'M', 'id': 1131050, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه سفييوفيتش'}, 'shortNameTranslation': {'ar': 'أ. سفييوفيتش'}}}",False,save,,regular,"{'x': 18, 'y': 75, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.5, 'z': 16.7}",0.04669,0.0139,6649883,58,,3448,"{'start': {'x': 75, 'y': 18}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 83.3}}",33,1952,748,shot,
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,miss,,regular,"{'x': 21, 'y': 59, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 42.4, 'z': 7.1}",0.0556,,6649882,55,,3292,"{'start': {'x': 59, 'y': 21}, 'end': {'x': 57.6, 'y': 0}, 'goal': {'x': 57.6, 'y': 92.9}}",36,2108,592,shot,
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'hi': 'ड्रास्को बोजोविक', 'bn': 'ড্রাস্কো বোজোভিচ'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'hi': 'डी. बोजोविक', 'bn': 'ডি. বোজোভিচ'}}}",True,save,,throw-in-set-piece,"{'x': 9, 'y': 78, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 45.9, 'z': 28.6}",0.03866,0.09167,6649881,43,,2523,"{'start': {'x': 78, 'y': 9}, 'end': {'x': 54.1, 'y': 0}, 'goal': {'x': 54.1, 'y': 71.4}}",3,177,2523,shot,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,miss,,regular,"{'x': 22, 'y': 20, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.7, 'z': 57.9}",0.02376,,6649880,40,,2363,"{'start': {'x': 20, 'y': 22}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 42.1}}",6,337,2363,shot,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,miss,,regular,"{'x': 22, 'y': 33, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 45.8, 'z': 59.5}",0.04281,,6649879,39,,2318,"{'start': {'x': 33, 'y': 22}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 40.5}}",7,382,2318,shot,
"{'name': 'Nemanja Pavićević', 'firstName': 'Nemanja', 'lastName': 'Pavićević', 'slug': 'nemanja-pavicevic', 'shortName': 'N. Pavićević', 'position': 'M', 'jerseyNumber': '17', 'userCount': 3, 'gender': 'M', 'id': 1978656, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بافيتشيفيتش'}, 'shortNameTranslation': {'ar': 'ن. بافيتشيفيتش'}}}",False,block,,regular,"{'x': 20, 'y': 65, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.007284,,6649878,39,,2314,"{'start': {'x': 65, 'y': 20}, 'block': {'x': 65, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",7,386,2314,shot,"{'x': 20, 'y': 65, 'z': 0}"
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",False,miss,,regular,"{'x': 15, 'y': 46, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.9, 'z': 56}",0.1507,,6649877,36,,2129,"{'start': {'x': 46, 'y': 15}, 'end': {'x': 42.1, 'y': 0}, 'goal': {'x': 42.1, 'y': 44}}",10,571,2129,shot,
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",False,miss,,corner,"{'x': 7, 'y': 51, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.7, 'z': 31.1}",0.384,,6649876,31,,1855,"{'start': {'x': 51, 'y': 7}, 'end': {'x': 43.3, 'y': 0}, 'goal': {'x': 43.3, 'y': 68.9}}",15,845,1855,shot,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,block,,corner,"{'x': 10, 'y': 44, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01234,,6649875,31,,1854,"{'start': {'x': 44, 'y': 10}, 'block': {'x': 44, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,846,1854,shot,"{'x': 10, 'y': 44, 'z': 0}"
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,block,,corner,"{'x': 27, 'y': 57, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01721,,6649874,27,,1609,"{'start': {'x': 57, 'y': 27}, 'block': {'x': 57, 'y': 27}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1091,1609,shot,"{'x': 27, 'y': 57, 'z': 0}"
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",False,block,,corner,"{'x': 12, 'y': 52, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02582,,6649873,27,,1604,"{'start': {'x': 52, 'y': 12}, 'block': {'x': 52, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1096,1604,shot,"{'x': 12, 'y': 52, 'z': 0}"
"{'name': 'Andrej Bajović', 'firstName': '', 'lastName': '', 'slug': 'andrej-bajovic', 'shortName': 'A. Bajović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 29, 'gender': 'M', 'id': 1005614, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بايوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بايوفيتش'}}}",True,block,,corner,"{'x': 15, 'y': 47, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03827,,6649872,11,,623,"{'start': {'x': 47, 'y': 15}, 'block': {'x': 47, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",35,2077,623,shot,"{'x': 15, 'y': 47, 'z': 0}"
"{'name': 'Ognjen Obradović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-obradovic', 'shortName': 'O. Obradović', 'position': 'D', 'jerseyNumber': '6', 'userCount': 7, 'gender': 'M', 'id': 960227, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنين أوبرادوفيتش', 'hi': 'ओग्जेन ओब्राडोविक', 'bn': 'ওগনজেন ওব্রাডোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أوبرادوفيتش', 'hi': 'ओ. ओब्राडोविक', 'bn': 'ও. ওব্রাডোভিচ'}}}",False,miss,,corner,"{'x': 7, 'y': 59, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.2, 'z': 20.4}",0.1215,,6649871,7,,402,"{'start': {'x': 59, 'y': 7}, 'end': {'x': 58.8, 'y': 0}, 'goal': {'x': 58.8, 'y': 79.6}}",39,2298,402,shot,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,block,,regular,"{'x': 20, 'y': 27, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.003109,,6649870,7,,365,"{'start': {'x': 27, 'y': 20}, 'block': {'x': 27, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",39,2335,365,shot,"{'x': 20, 'y': 27, 'z': 0}"
