match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,shotOffTarget,blockedScoringAttempt,keyPass,savedShotsFromInsideTheBox,bigChanceMissed
14147350,home,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,F,7,False,27.0,17.0,6.0,2.0,0.0,7.0,8.0,10.0,19.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,67.0,34.0,7.0,5.0,0.04,0.06,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,2,5,62.96296296296296,33.33333333333333,,,,,,,1.0,,
14147350,home,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,True,17.0,10.0,5.0,1.0,0.0,4.0,7.0,6.0,10.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,44.0,22.0,6.9,12.0,0.0,0.07,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,58.82352941176471,20.0,50.0,100.0,,,,,1.0,,
14147350,home,6226,FK Dečić Tuzi,1799572,Halil Kajoshaj,halil-kajoshaj,M,50,True,5.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,,,,,,44.0,13.0,7.0,12.0,0.16,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,0,5,60.0,50.0,,,,1.0,,,,,
14147350,home,6226,FK Dečić Tuzi,334115,Matija Božanović,matija-bozanovic,M,16,True,13.0,6.0,3.0,2.0,0.0,2.0,6.0,4.0,7.0,0.0,0.0,1.0,1.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,30.0,19.0,6.6,7.0,0.07,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,2,7,46.15384615384615,66.66666666666666,,,,,1.0,,,,
14147350,home,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,True,2.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,30.0,8.0,6.4,4.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,1,6,50.0,0.0,,,,1.0,,,,,
14147350,home,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,F,10,True,5.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,23.0,10.0,6.8,2.0,0.0,0.17,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,100.0,100.0,100.0,,,,,,1.0,,
14147350,home,6226,FK Dečić Tuzi,1396431,Danilo Radošević,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,home,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,home,6226,FK Dečić Tuzi,929112,Petar Pavlićević,petar-pavlicevic,M,74,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,home,6226,FK Dečić Tuzi,325325,Ibrahima Mame Ndiaye,ibrahima-mame-ndiaye,F,72,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,905682,Rijad Dzafic,rijad-dzafic,G,71,False,13.0,7.0,5.0,2.0,0.0,6.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90.0,15.0,6.5,7.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,53.84615384615385,40.0,,,0.0,,,,,1.0,
14147350,away,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,D,33,False,33.0,22.0,8.0,3.0,0.0,7.0,10.0,13.0,21.0,3.0,0.0,2.0,1.0,7.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,46.0,7.3,11.0,0.05,0.14,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,3,5,66.66666666666666,37.5,0.0,100.0,,,1.0,,2.0,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,960227,Ognjen Obradović,ognjen-obradovic,D,6,False,33.0,25.0,6.0,3.0,0.0,14.0,17.0,10.0,14.0,0.0,0.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,90.0,44.0,7.1,8.0,0.12,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,0,8,75.75757575757575,50.0,,,,,1.0,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,807581,Miloš Nikolić,milos-nikolic,D,23,False,27.0,15.0,4.0,1.0,0.0,8.0,13.0,3.0,8.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,90.0,33.0,6.8,9.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,1,4,55.55555555555556,25.0,,,,,,,,,
14147350,away,383337,FK Jedinstvo Bijelo Polje,1391886,Sead Dacić,sead-dacic,D,19,False,27.0,16.0,5.0,0.0,0.0,7.0,10.0,6.0,13.0,0.0,0.0,3.0,4.0,14.0,9.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,,,,,,90.0,40.0,6.3,17.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,7,16,5,11,59.25925925925925,0.0,,33.33333333333333,,1.0,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,1185130,Arsenije Čepić,arsenije-cepic,M,15,False,53.0,41.0,6.0,1.0,0.0,20.0,24.0,19.0,27.0,0.0,0.0,1.0,1.0,17.0,7.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,13.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,,,,,,90.0,75.0,6.6,18.0,0.0,0.04,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,2,22,6,16,77.35849056603774,16.666666666666664,,66.66666666666666,,2.0,,,1.0,,
14147350,away,282802,FK Jedinstvo Bijelo Polje,1978656,Nemanja Pavićević,nemanja-pavicevic,M,17,False,20.0,12.0,3.0,1.0,0.0,4.0,4.0,8.0,16.0,2.0,1.0,0.0,0.0,14.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,,,78.0,49.0,6.1,14.0,0.01,0.01,"{'original': 6.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,0,17,3,14,60.0,33.33333333333333,50.0,40.0,,3.0,,1.0,1.0,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,1536333,Stefan Radojevic,stefan-radojevic,M,8,False,31.0,14.0,6.0,1.0,0.0,4.0,5.0,9.0,23.0,1.0,0.0,2.0,1.0,13.0,6.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,48.0,6.7,16.0,0.08,0.01,"{'original': 6.7, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,3,16,5,11,45.16129032258064,16.666666666666664,0.0,0.0,,,2.0,1.0,1.0,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,874418,Mirza Idrizović,mirza-idrizovic,M,10,False,29.0,24.0,2.0,1.0,0.0,8.0,8.0,15.0,20.0,1.0,0.0,2.0,1.0,12.0,10.0,1.0,7.0,6.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,,,,,,89.0,46.0,7.3,14.0,0.56,0.0,"{'original': 7.3, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,3,19,9,10,82.75862068965517,50.0,0.0,85.71428571428571,,1.0,2.0,1.0,,,1.0
14147350,away,6219,FK Jedinstvo Bijelo Polje,1391891,Danis Kolić,danis-kolic,M,22,False,40.0,29.0,8.0,5.0,0.0,4.0,5.0,24.0,33.0,1.0,0.0,0.0,1.0,5.0,8.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,90.0,62.0,7.6,14.0,0.1,0.0,"{'original': 7.6, 'alternative': None}",5.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,7,5,72.5,62.5,0.0,80.0,,,2.0,3.0,,,
14147350,away,241802,FK Jedinstvo Bijelo Polje,1391884,Takeru Komiya,takeru-komiya,F,30,False,13.0,11.0,0.0,0.0,0.0,2.0,2.0,8.0,10.0,1.0,0.0,3.0,1.0,11.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,90.0,25.0,6.4,15.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,1,8,84.61538461538461,,0.0,50.0,,3.0,,,1.0,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,1190521,Lazar Šekularac,lazar-sekularac,M,27,True,3.0,2.0,0.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,4.0,6.5,0.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,66.66666666666666,,,,,,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,2327413,Jonathan Ezequiel Rodriguez,jonathan-ezequiel-rodriguez,M,32,True,2.0,2.0,1.0,1.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,3.0,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,100.0,100.0,,,,,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,1424818,Srđan Šćepanović,srdan-scepanovic,D,55,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,away,6220,FK Jedinstvo Bijelo Polje,1005748,Veljko Radenović,veljko-radenovic,M,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,1166154,Mladen Kovačević,mladen-kovacevic,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147350,away,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,F,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
