match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,shotOffTarget,blockedScoringAttempt,keyPass,savedShotsFromInsideTheBox,bigChanceMissed
14147350,home,6226,FK Dečić Tuzi,55668,Miloš Dragojević,milos-dragojevic,G,33,False,36.0,30.0,14.0,9.0,0.0,23.0,26.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,90.0,44.0,7.5,7.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,83.33333333333334,64.28571428571429,,,0.0,,,,,,
14147350,home,6226,FK Dečić Tuzi,958574,Jonathan Dresaj,jonathan-dresaj,D,22,False,33.0,28.0,5.0,3.0,0.0,17.0,20.0,11.0,13.0,1.0,0.0,2.0,1.0,11.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,90.0,48.0,6.5,4.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,5,9,84.84848484848484,60.0,0.0,50.0,,1.0,,,,,
14147350,home,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,D,29,False,44.0,34.0,13.0,8.0,0.0,17.0,21.0,16.0,22.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,90.0,55.0,7.0,8.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,1,5,77.27272727272727,61.53846153846154,100.0,,,,,,,,
14147350,home,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,41.0,30.0,7.0,2.0,0.0,21.0,26.0,8.0,14.0,0.0,0.0,3.0,0.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,90.0,59.0,6.7,11.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,6,4,73.17073170731707,28.57142857142857,,100.0,,,,,,,
14147350,home,6226,FK Dečić Tuzi,1423517,Lazar Maraš,lazar-maras,D,18,False,19.0,6.0,6.0,2.0,0.0,2.0,8.0,4.0,11.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,,6.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,46.0,23.0,6.4,17.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,5,5,31.57894736842105,33.33333333333333,,100.0,,,,,,,
14147350,home,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,M,32,False,26.0,14.0,1.0,0.0,1.0,4.0,6.0,10.0,20.0,2.0,0.0,1.0,0.0,6.0,10.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,90.0,42.0,7.0,14.0,0.08,0.16,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,1,15,10,5,53.84615384615385,0.0,0.0,83.33333333333334,,1.0,1.0,1.0,1.0,,
14147350,home,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,False,48.0,34.0,8.0,1.0,0.0,19.0,23.0,14.0,24.0,0.0,0.0,3.0,3.0,22.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,,,,,,90.0,67.0,6.5,21.0,0.17,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",30,6,24,5,19,70.83333333333334,12.5,,50.0,,1.0,1.0,,,,
14147350,home,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,False,23.0,22.0,3.0,3.0,0.0,11.0,12.0,11.0,11.0,0.0,0.0,1.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,60.0,31.0,6.9,5.0,0.04,0.04,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,4,6,0,6,95.65217391304348,100.0,,,,1.0,,1.0,1.0,,
14147350,home,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,M,19,False,11.0,4.0,2.0,0.0,0.0,1.0,2.0,3.0,9.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,46.0,23.0,6.2,12.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,1,7,36.36363636363637,0.0,0.0,0.0,,1.0,,,,,
14147350,home,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,F,77,False,15.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,12.0,3.0,0.0,2.0,2.0,5.0,8.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,60.0,26.0,6.8,14.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,6,3,33.33333333333333,,0.0,75.0,,,,,,,
