minute,value
1.0,8
2.0,12
3.0,15
4.0,16
5.0,19
6.0,18
7.0,10
8.0,2
9.0,5
10.0,9
11.0,-13
12.0,-6
13.0,-4
14.0,15
15.0,9
16.0,8
17.0,14
18.0,29
19.0,11
20.0,-54
21.0,-53
22.0,-33
23.0,-51
24.0,-25
25.0,-4
26.0,6
27.0,-38
28.0,-50
29.0,-25
30.0,-6
31.0,7
32.0,5
33.0,31
34.0,32
35.0,46
36.0,32
37.0,31
38.0,36
39.0,33
40.0,17
41.0,17
42.0,15
43.0,33
44.0,25
45.0,-19
45.5,-40
46.0,6
47.0,10
48.0,12
49.0,-15
50.0,-4
51.0,-5
52.0,33
53.0,24
54.0,9
55.0,-35
56.0,-20
57.0,20
58.0,15
59.0,12
60.0,18
61.0,-25
62.0,-40
63.0,-39
64.0,-25
65.0,-26
66.0,-11
67.0,8
68.0,19
69.0,-20
70.0,-6
71.0,-14
72.0,-3
73.0,11
74.0,-19
75.0,11
76.0,30
77.0,35
78.0,18
79.0,4
80.0,7
81.0,11
82.0,15
83.0,-20
84.0,6
85.0,4
86.0,-9
87.0,-2
88.0,38
89.0,26
90.0,-27
90.5,-13
