player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",False,block,assisted,"{'x': 8.9, 'y': 52.6, 'z': 0}",head,low-left,"{'x': 0, 'y': 51.9, 'z': 19}","{'x': 7, 'y': 51.6, 'z': 0}",5840392,90,2.0,5472,"{'start': {'x': 52.6, 'y': 8.9}, 'block': {'x': 51.6, 'y': 7}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 81}}",1,828,72,shot,
"{'name': 'Stefan Pirgić', 'firstName': 'Stefan Pirgic', 'slug': 'stefan-pirgic', 'shortName': 'S. Pirgić', 'position': 'F', 'jerseyNumber': '18', 'userCount': 27, 'gender': 'M', 'id': 1146227, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان بيرجيتش'}, 'shortNameTranslation': {'ar': 'س. بيرجيتش'}}}",True,miss,assisted,"{'x': 5.4, 'y': 43.3, 'z': 0}",left-foot,high,"{'x': 0, 'y': 47.1, 'z': 70.8}",,5840487,82,,4863,"{'start': {'x': 43.3, 'y': 5.4}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 29.2}}",9,537,2163,shot,
"{'name': 'Vieljeux Prestige Mboungou', 'firstName': '', 'lastName': '', 'slug': 'vieljeux-prestige-mboungou', 'shortName': 'V. P. Mboungou', 'position': 'M', 'jerseyNumber': '29', 'userCount': 260, 'gender': 'M', 'id': 923865, 'fieldTranslations': {'nameTranslation': {'ar': 'بريستيج مبونغو', 'bn': 'ভিয়েলজেউক্স প্রেস্টিজ মবুঙ্গৌ', 'hi': 'विएलजेक्स प्रेस्टीज म्बोंगौ'}, 'shortNameTranslation': {'ar': 'ف. ب. مبونغو', 'bn': 'ভি. পি. মবুঙ্গৌ', 'hi': 'वी.पी. म्बोंगौ'}}}",False,save,regular,"{'x': 14, 'y': 44.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 13.9}","{'x': 2.3, 'y': 48.9, 'z': 0}",5840424,80,,4764,"{'start': {'x': 44.7, 'y': 14}, 'block': {'x': 48.9, 'y': 2.3}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 86.1}}",11,636,2064,shot,
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",False,block,assisted,"{'x': 12.7, 'y': 57.8, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}","{'x': 10.6, 'y': 56.3, 'z': 0}",5840423,80,,4761,"{'start': {'x': 57.8, 'y': 12.7}, 'block': {'x': 56.3, 'y': 10.6}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",11,639,2061,shot,
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",False,post,free-kick,"{'x': 20.8, 'y': 36.7, 'z': 0}",right-foot,high,"{'x': 0, 'y': 54.5, 'z': 39.2}",,5840213,77,,4579,"{'start': {'x': 36.7, 'y': 20.8}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 60.8}}",14,821,1879,shot,
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",True,save,corner,"{'x': 27.5, 'y': 51.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 8.2}","{'x': 3.5, 'y': 50.9, 'z': 0}",5840122,68,,4039,"{'start': {'x': 51.7, 'y': 27.5}, 'block': {'x': 50.9, 'y': 3.5}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 91.8}}",23,1361,1339,shot,
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",True,save,assisted,"{'x': 20.1, 'y': 27, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.5, 'z': 10.8}","{'x': 1.8, 'y': 47.7, 'z': 0}",5840121,67,,3990,"{'start': {'x': 27, 'y': 20.1}, 'block': {'x': 47.7, 'y': 1.8}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 89.2}}",24,1410,1290,shot,
"{'name': 'Marko Konatar', 'firstName': '', 'lastName': '', 'slug': 'marko-konatar', 'shortName': 'M. Konatar', 'position': 'D', 'jerseyNumber': '3', 'userCount': 32, 'gender': 'M', 'id': 1017661, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو كوناتار'}, 'shortNameTranslation': {'ar': 'م. كوناتار'}}}",True,miss,corner,"{'x': 4.6, 'y': 63.6, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41, 'z': 58.3}",,5840067,60,,3552,"{'start': {'x': 63.6, 'y': 4.6}, 'end': {'x': 59, 'y': 0}, 'goal': {'x': 59, 'y': 41.7}}",31,1848,852,shot,
"{'name': 'Stefan Pirgić', 'firstName': 'Stefan Pirgic', 'slug': 'stefan-pirgic', 'shortName': 'S. Pirgić', 'position': 'F', 'jerseyNumber': '18', 'userCount': 27, 'gender': 'M', 'id': 1146227, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان بيرجيتش'}, 'shortNameTranslation': {'ar': 'س. بيرجيتش'}}}",True,save,assisted,"{'x': 15.5, 'y': 49.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.2, 'z': 7.6}","{'x': 7.9, 'y': 49.5, 'z': 0}",5840066,59,,3499,"{'start': {'x': 49.3, 'y': 15.5}, 'block': {'x': 49.5, 'y': 7.9}, 'end': {'x': 51.8, 'y': 0}, 'goal': {'x': 51.8, 'y': 92.4}}",32,1901,799,shot,
"{'name': 'Dario Grgić', 'slug': 'dario-grgic', 'shortName': 'D. Grgić', 'position': 'M', 'jerseyNumber': '20', 'userCount': 74, 'gender': 'M', 'id': 1121629, 'fieldTranslations': {'nameTranslation': {'ar': 'داريو غريجيتش'}, 'shortNameTranslation': {'ar': 'د. غريجيتش'}}}",True,save,assisted,"{'x': 21.5, 'y': 28.3, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.6, 'z': 23.4}","{'x': 2.2, 'y': 48.9, 'z': 0}",5840058,57,,3408,"{'start': {'x': 28.3, 'y': 21.5}, 'block': {'x': 48.9, 'y': 2.2}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 76.6}}",34,1992,708,shot,
