minute,value
1.0,-7
2.0,-5
3.0,-8
4.0,-7
5.0,15
6.0,5
7.0,7
8.0,9
9.0,26
10.0,7
11.0,2
12.0,1
13.0,21
14.0,17
15.0,20
16.0,12
17.0,10
18.0,-5
19.0,6
20.0,-27
21.0,-14
22.0,14
23.0,-14
24.0,-19
25.0,-32
26.0,-30
27.0,-70
28.0,-39
29.0,-27
30.0,-20
31.0,-20
32.0,-24
33.0,-16
34.0,-13
35.0,-12
36.0,-11
37.0,-9
38.0,-34
39.0,-7
40.0,16
41.0,5
42.0,8
43.0,36
44.0,22
45.0,17
45.5,-21
46.0,2
47.0,17
48.0,33
49.0,28
50.0,1
51.0,-6
52.0,-4
53.0,-3
54.0,-7
55.0,7
56.0,4
57.0,-7
58.0,-3
59.0,12
60.0,-28
61.0,22
62.0,53
63.0,41
64.0,30
65.0,68
66.0,43
67.0,46
68.0,60
69.0,42
70.0,17
71.0,16
72.0,16
73.0,31
74.0,57
75.0,31
76.0,69
77.0,10
78.0,2
79.0,2
80.0,4
81.0,2
82.0,41
83.0,26
84.0,49
85.0,31
86.0,35
87.0,41
88.0,17
89.0,-53
90.0,-27
90.5,25
