player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,xgot,goalType
"{'name': 'Zarija Mugoša', 'slug': 'zarija-mugosa', 'shortName': 'Z. Mugoša', 'position': 'D', 'jerseyNumber': '16', 'userCount': 6, 'gender': 'M', 'id': 1606668, 'fieldTranslations': {'nameTranslation': {'ar': 'زاريا موغوشا'}, 'shortNameTranslation': {'ar': 'ز. موغوشا'}}}",True,miss,regular,"{'x': 10, 'y': 35, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 43, 'z': 11.5}",0.2637,6543207,90,1.0,5456,"{'start': {'x': 35, 'y': 10}, 'end': {'x': 57, 'y': 0}, 'goal': {'x': 57, 'y': 88.5}}",1,844,56,shot,,,
"{'name': 'Uroš Bulatović', 'firstName': '', 'lastName': '', 'slug': 'uros-bulatovic', 'shortName': 'U. Bulatović', 'position': 'M', 'jerseyNumber': '8', 'userCount': 3, 'gender': 'M', 'id': 1391890, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بولاتوفيتش'}}}",False,block,free-kick,"{'x': 20, 'y': 18, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.07314,6543208,88,,5250,"{'start': {'x': 18, 'y': 20}, 'block': {'x': 18, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",3,150,2550,shot,"{'x': 20, 'y': 18, 'z': 0}",,
"{'name': 'Fatih Muković', 'firstName': '', 'lastName': '', 'slug': 'fatih-mukovic', 'shortName': 'F. Muković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 8, 'gender': 'M', 'id': 1063210, 'fieldTranslations': {'nameTranslation': {'ar': 'فاتح موكوفيتش'}, 'shortNameTranslation': {'ar': 'ف. موكوفيتش'}}}",True,miss,corner,"{'x': 9, 'y': 47, 'z': 0}",head,close-right,"{'x': 0, 'y': 40.9, 'z': 18.6}",0.08751,6543206,85,,5063,"{'start': {'x': 47, 'y': 9}, 'end': {'x': 59.1, 'y': 0}, 'goal': {'x': 59.1, 'y': 81.4}}",6,337,2363,shot,,,
"{'name': 'Šaleta Kordić', 'firstName': '', 'lastName': '', 'slug': 'saleta-kordic', 'shortName': 'Š. Kordić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 4, 'gender': 'M', 'id': 227396, 'fieldTranslations': {'nameTranslation': {'ar': 'شاليتا كورديتش', 'hi': 'शालेटा कोर्डिक', 'bn': 'শ্যালেট কোর্ডিচ'}, 'shortNameTranslation': {'ar': 'ش. كورديتش', 'hi': 'एस. कोर्डिक', 'bn': 'এস. কোর্ডিক'}}}",True,save,regular,"{'x': 7, 'y': 49, 'z': 0}",head,high-centre,"{'x': 0, 'y': 51, 'z': 24.9}",0.1516,6543205,77,,4604,"{'start': {'x': 49, 'y': 7}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 75.1}}",14,796,1904,shot,,0.2791,
"{'name': 'Petar Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'petar-bogdanovic', 'shortName': 'P. Bogdanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 1408188, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوغدانوفيتش'}}}",False,post,corner,"{'x': 26, 'y': 57, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.9, 'z': 40.5}",0.0275,6543204,74,,4426,"{'start': {'x': 57, 'y': 26}, 'end': {'x': 55.1, 'y': 0}, 'goal': {'x': 55.1, 'y': 59.5}}",17,974,1726,shot,,,
"{'name': 'Zarija Mugoša', 'slug': 'zarija-mugosa', 'shortName': 'Z. Mugoša', 'position': 'D', 'jerseyNumber': '16', 'userCount': 6, 'gender': 'M', 'id': 1606668, 'fieldTranslations': {'nameTranslation': {'ar': 'زاريا موغوشا'}, 'shortNameTranslation': {'ar': 'ز. موغوشا'}}}",True,goal,regular,"{'x': 6, 'y': 49, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 54.1, 'z': 22.1}",0.564,6543203,71,,4226,"{'start': {'x': 49, 'y': 6}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 77.9}}",20,1174,1526,shot,,0.8494,regular
"{'name': 'Petar Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'petar-bogdanovic', 'shortName': 'P. Bogdanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 1408188, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوغدانوفيتش'}}}",False,miss,regular,"{'x': 14, 'y': 71, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 59, 'z': 52.1}",0.01058,6543202,70,,4152,"{'start': {'x': 71, 'y': 14}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 47.9}}",21,1248,1452,shot,,,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,block,regular,"{'x': 26, 'y': 54, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01029,6543201,68,,4032,"{'start': {'x': 54, 'y': 26}, 'block': {'x': 54, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",23,1368,1332,shot,"{'x': 26, 'y': 54, 'z': 0}",,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",False,save,throw-in-set-piece,"{'x': 6, 'y': 58, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.2, 'z': 7.3}",0.1078,6543200,65,,3873,"{'start': {'x': 58, 'y': 6}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 92.7}}",26,1527,1173,shot,,0.3202,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",False,miss,regular,"{'x': 13, 'y': 57, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 44, 'z': 49.5}",0.07619,6543199,62,,3693,"{'start': {'x': 57, 'y': 13}, 'end': {'x': 56, 'y': 0}, 'goal': {'x': 56, 'y': 50.5}}",29,1707,993,shot,,,
