minute,value
1.0,-1
2.0,-5
3.0,-4
4.0,-2
5.0,6
6.0,7
7.0,29
8.0,18
9.0,6
10.0,28
11.0,9
12.0,-18
13.0,-12
14.0,-17
15.0,-36
16.0,-43
17.0,-21
18.0,-48
19.0,-27
20.0,-32
21.0,-14
22.0,26
23.0,32
24.0,12
25.0,15
26.0,26
27.0,36
28.0,2
29.0,6
30.0,-15
31.0,-10
32.0,-10
33.0,29
34.0,-34
35.0,-41
36.0,-21
37.0,-18
38.0,-19
39.0,-3
40.0,5
41.0,6
42.0,26
43.0,29
44.0,27
45.0,55
45.5,10
46.0,-2
47.0,-13
48.0,-37
49.0,-38
50.0,-14
51.0,-10
52.0,7
53.0,9
54.0,4
55.0,-3
56.0,47
57.0,34
58.0,42
59.0,31
60.0,28
61.0,20
62.0,-20
63.0,-5
64.0,6
65.0,6
66.0,45
67.0,27
68.0,27
69.0,15
70.0,-12
71.0,-7
72.0,-26
73.0,-17
74.0,19
75.0,7
76.0,-6
77.0,-4
78.0,-26
79.0,-6
80.0,-17
81.0,-20
82.0,-27
83.0,-23
84.0,-22
85.0,-22
86.0,-25
87.0,-14
88.0,-41
89.0,-12
90.0,-51
90.5,-5
