player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Nikola Jovanović', 'firstName': 'Nikola Jovanovic', 'lastName': '', 'slug': 'nikola-jovanovic', 'shortName': 'N. Jovanović', 'position': 'M', 'jerseyNumber': '17', 'userCount': 23, 'gender': 'M', 'id': 1166015, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ن. يوفانوفيتش'}}}",False,miss,fast-break,"{'x': 5, 'y': 29.2, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 44.9, 'z': 56.9}",5406929,90,1.0,5423,"{'start': {'x': 29.2, 'y': 5}, 'end': {'x': 55.1, 'y': 0}, 'goal': {'x': 55.1, 'y': 43.1}}",1,877,23,shot,,
"{'name': 'Nikola Jovanović', 'firstName': 'Nikola Jovanovic', 'lastName': '', 'slug': 'nikola-jovanovic', 'shortName': 'N. Jovanović', 'position': 'M', 'jerseyNumber': '17', 'userCount': 23, 'gender': 'M', 'id': 1166015, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ن. يوفانوفيتش'}}}",False,block,regular,"{'x': 19.2, 'y': 55.6, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.6, 'z': 19}",5406938,90,,5369,"{'start': {'x': 55.6, 'y': 19.2}, 'block': {'x': 54.5, 'y': 9.7}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 81}}",1,31,2669,shot,"{'x': 9.7, 'y': 54.5, 'z': 0}",
"{'name': 'Sava Petrov', 'slug': 'sava-petrov', 'shortName': 'S. Petrov', 'position': 'F', 'jerseyNumber': '9', 'userCount': 75, 'gender': 'M', 'id': 869693, 'fieldTranslations': {'nameTranslation': {'ar': 'سافا بتروف'}, 'shortNameTranslation': {'ar': 'س. بتروف'}}}",False,block,regular,"{'x': 11, 'y': 55.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.1, 'z': 19}",5406845,90,,5362,"{'start': {'x': 55.6, 'y': 11}, 'block': {'x': 54.2, 'y': 8}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 81}}",1,38,2662,shot,"{'x': 8, 'y': 54.2, 'z': 0}",
"{'name': 'Sava Petrov', 'slug': 'sava-petrov', 'shortName': 'S. Petrov', 'position': 'F', 'jerseyNumber': '9', 'userCount': 75, 'gender': 'M', 'id': 869693, 'fieldTranslations': {'nameTranslation': {'ar': 'سافا بتروف'}, 'shortNameTranslation': {'ar': 'س. بتروف'}}}",False,save,corner,"{'x': 9.5, 'y': 34.4, 'z': 0}",head,low-right,"{'x': 0, 'y': 46.8, 'z': 19}",5406840,88,,5247,"{'start': {'x': 34.4, 'y': 9.5}, 'block': {'x': 53.2, 'y': 0}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 81}}",3,153,2547,shot,"{'x': 0, 'y': 53.2, 'z': 0}",
"{'name': 'Stefan Cvetković', 'firstName': '', 'lastName': '', 'slug': 'stefan-cvetkovic', 'shortName': 'S. Cvetković', 'position': 'M', 'jerseyNumber': '11', 'userCount': 25, 'gender': 'M', 'id': 876873, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان سفيتكوفيتش', 'bn': 'স্টেফান সিভেটকোভিচ', 'hi': 'स्टीफ़न क्वेत्कोविक'}, 'shortNameTranslation': {'ar': 'س. سفيتكوفيتش', 'bn': 'এস. সিভেটকোভিচ', 'hi': 'एस. क्वेत्कोविक'}}}",False,miss,free-kick,"{'x': 24.4, 'y': 71.1, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.7, 'z': 47.2}",5406830,86,,5101,"{'start': {'x': 71.1, 'y': 24.4}, 'end': {'x': 57.3, 'y': 0}, 'goal': {'x': 57.3, 'y': 52.8}}",5,299,2401,shot,,
"{'name': 'Nikola Jovanović', 'firstName': 'Nikola Jovanovic', 'lastName': '', 'slug': 'nikola-jovanovic', 'shortName': 'N. Jovanović', 'position': 'M', 'jerseyNumber': '17', 'userCount': 23, 'gender': 'M', 'id': 1166015, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ن. يوفانوفيتش'}}}",False,miss,assisted,"{'x': 25.3, 'y': 63.6, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58, 'z': 19.4}",5406763,78,,4621,"{'start': {'x': 63.6, 'y': 25.3}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 80.6}}",13,779,1921,shot,,
"{'name': 'Ugo Bonnet', 'firstName': '', 'lastName': '', 'slug': 'ugo-bonnet', 'shortName': 'U. Bonnet', 'position': 'F', 'jerseyNumber': '12', 'userCount': 58, 'gender': 'M', 'id': 988937, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغو بونيت'}, 'shortNameTranslation': {'ar': 'أ. بونيت'}}}",True,miss,assisted,"{'x': 8.8, 'y': 56.4, 'z': 0}",head,left,"{'x': 0, 'y': 63.7, 'z': 2.8}",5406937,75,,4499,"{'start': {'x': 56.4, 'y': 8.8}, 'block': {'x': 48.2, 'y': 7.1}, 'end': {'x': 36.3, 'y': 0}, 'goal': {'x': 36.3, 'y': 97.2}}",16,901,1799,shot,"{'x': 7.1, 'y': 48.2, 'z': 0}",
"{'name': 'Vasilije Novičić', 'firstName': 'Vasilije Novicic', 'slug': 'vasilije-novicic', 'shortName': 'V. Novićić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 343, 'gender': 'M', 'id': 1957265, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي نوفتيتش'}, 'shortNameTranslation': {'ar': 'ف. نوفتيتش'}}}",True,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.4, 'z': 2.5}",5406746,74,,4392,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 97.5}}",17,1008,1692,shot,,penalty
"{'name': 'Sava Petrov', 'slug': 'sava-petrov', 'shortName': 'S. Petrov', 'position': 'F', 'jerseyNumber': '9', 'userCount': 75, 'gender': 'M', 'id': 869693, 'fieldTranslations': {'nameTranslation': {'ar': 'سافا بتروف'}, 'shortNameTranslation': {'ar': 'س. بتروف'}}}",False,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 8.9}",5406735,72,,4291,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 91.1}}",19,1109,1591,shot,,penalty
"{'name': 'Jovan Milosavljević', 'firstName': 'Jovan Milosavljevic', 'slug': 'jovan-milosavljevic', 'shortName': 'J. Milosavljević', 'position': 'M', 'jerseyNumber': '28', 'userCount': 174, 'gender': 'M', 'id': 1885765, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ي. ميلوسافليفيتش'}}}",False,save,assisted,"{'x': 15.8, 'y': 29.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54, 'z': 8.2}",5406688,68,,4072,"{'start': {'x': 29.3, 'y': 15.8}, 'block': {'x': 47.7, 'y': 1.4}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 91.8}}",23,1328,1372,shot,"{'x': 1.4, 'y': 47.7, 'z': 0}",
